world,node,child,value_1
hard_hallway_1,N31423,N79925,0.5
hard_hallway_1,N31423,N37047,0.5
hard_hallway_1,N64011,N59376,0.5
hard_hallway_1,N64011,N63321,0.5
hard_hallway_1,N80569,N21047,0.5
hard_hallway_1,N80569,N28336,0.5
hard_hallway_1,N88617,N71831,0.5
hard_hallway_1,N88617,N12832,0.5
hard_hallway_1,N55201,N65997,0.5
hard_hallway_1,N55201,N71707,0.5
hard_hallway_1,N80146,N27752,0.5
hard_hallway_1,N80146,N43632,0.5
hard_hallway_1,N65517,N96155,0.5
hard_hallway_1,N65517,N17824,0.5
hard_hallway_1,N18376,N30673,0.5
hard_hallway_1,N18376,N79385,0.5
hard_hallway_1,N95582,N37701,0.5
hard_hallway_1,N95582,N81104,0.5
hard_hallway_1,N78865,N44845,0.5
hard_hallway_1,N78865,N23507,0.5
hard_hallway_1,N44300,N98670,0.5
hard_hallway_1,N44300,N64591,0.5
hard_hallway_1,N56822,N15761,0.5
hard_hallway_1,N56822,N64572,0.5
hard_hallway_1,N49515,N92640,0.5
hard_hallway_1,N49515,N64738,0.5
hard_hallway_1,N99159,N29380,0.5
hard_hallway_1,N99159,N68069,0.5
hard_hallway_1,N86602,N25666,0.5
hard_hallway_1,N86602,N14387,0.5
hard_hallway_1,N61885,N92399,0.5
hard_hallway_1,N61885,N68177,0.5
hard_hallway_1,N39954,N40475,0.5
hard_hallway_1,N39954,N52559,0.5
hard_hallway_1,N19934,N29611,0.5
hard_hallway_1,N19934,N91940,0.5
hard_hallway_1,N62542,N49759,0.5
hard_hallway_1,N62542,N80269,0.5
hard_hallway_1,N31223,N47565,0.5
hard_hallway_1,N31223,N71229,0.5
hard_hallway_1,N23898,N97665,0.5
hard_hallway_1,N23898,N94444,0.5
hard_hallway_1,N18344,N15792,0.5
hard_hallway_1,N18344,N16346,0.5
hard_hallway_1,N29037,N23195,0.5
hard_hallway_1,N29037,N50916,0.5
hard_hallway_1,N57987,N64442,0.5
hard_hallway_1,N57987,N97977,0.5
hard_hallway_1,N35922,N42821,0.5
hard_hallway_1,N35922,N58287,0.5
hard_hallway_1,N16722,N19296,0.5
hard_hallway_1,N16722,N14839,0.5
hard_hallway_1,N92737,N34499,0.5
hard_hallway_1,N92737,N82993,0.5
hard_hallway_1,N47482,N18511,0.5
hard_hallway_1,N47482,N23256,0.5
hard_hallway_1,N84628,N24763,0.5
hard_hallway_1,N84628,N86734,0.5
hard_hallway_1,N94354,N85069,0.5
hard_hallway_1,N94354,N34513,0.5
hard_hallway_1,N56719,N84355,0.5
hard_hallway_1,N56719,N87938,0.5
hard_hallway_1,N99836,N92115,0.5
hard_hallway_1,N99836,N97983,0.5
hard_hallway_1,N10503,N94820,0.5
hard_hallway_1,N10503,N42297,0.5
hard_hallway_1,N98904,N70353,0.5
hard_hallway_1,N98904,N76975,0.5
hard_hallway_1,N50833,N43311,0.5
hard_hallway_1,N50833,N82989,0.5
hard_hallway_1,N65454,N26447,0.5
hard_hallway_1,N65454,N81961,0.5
hard_hallway_1,N62415,N54392,0.5
hard_hallway_1,N62415,N49109,0.5
hard_hallway_1,N36673,N88400,0.5
hard_hallway_1,N36673,N95872,0.5
hard_hallway_1,N72480,N72038,0.5
hard_hallway_1,N72480,N88683,0.5
hard_hallway_1,N52353,N15947,0.5
hard_hallway_1,N52353,N69908,0.5
hard_hallway_1,N91488,N46607,0.5
hard_hallway_1,N91488,N32604,0.5
hard_hallway_1,N85199,N36079,0.5
hard_hallway_1,N85199,N17856,0.5
hard_hallway_1,N93709,N71885,0.5
hard_hallway_1,N93709,N39268,0.5
hard_hallway_1,N95555,N13402,0.5
hard_hallway_1,N95555,N86406,0.5
hard_hallway_1,N75228,N73267,0.5
hard_hallway_1,N75228,N66331,0.5
hard_hallway_1,N73933,N20398,0.5
hard_hallway_1,N73933,N35817,0.5
hard_hallway_1,N70148,N87739,0.5
hard_hallway_1,N70148,N40527,0.5
hard_hallway_1,N26899,N80380,0.5
hard_hallway_1,N26899,N28869,0.5
hard_hallway_1,N38939,N10829,0.5
hard_hallway_1,N38939,N96472,0.5
hard_hallway_1,N42903,N96906,0.5
hard_hallway_1,N42903,N82856,0.5
hard_hallway_1,N50033,N56437,0.5
hard_hallway_1,N50033,N10130,0.5
hard_hallway_1,N55874,N84588,0.5
hard_hallway_1,N55874,N63772,0.5
hard_hallway_1,N46142,N69287,0.5
hard_hallway_1,N46142,N72171,0.5
hard_hallway_1,N31516,N60004,0.5
hard_hallway_1,N31516,N91106,0.5
hard_hallway_1,N45487,N57024,0.5
hard_hallway_1,N45487,N45988,0.5
hard_hallway_1,N18619,N12104,0.5
hard_hallway_1,N18619,N72035,0.5
hard_hallway_1,N79195,N67966,0.5
hard_hallway_1,N79195,N16944,0.5
hard_hallway_1,N83179,N31918,0.5
hard_hallway_1,N83179,N68592,0.5
hard_hallway_1,N82383,N21553,0.5
hard_hallway_1,N82383,N62275,0.5
hard_hallway_1,N57238,N72789,0.5
hard_hallway_1,N57238,N64583,0.5
hard_hallway_1,N68414,N67370,0.5
hard_hallway_1,N68414,N70858,0.5
hard_hallway_1,N31884,N52566,0.5
hard_hallway_1,N31884,N91484,0.5
hard_hallway_1,N95795,N59278,0.5
hard_hallway_1,N95795,N13090,0.5
hard_hallway_1,N20233,N12272,0.5
hard_hallway_1,N20233,N54204,0.5
hard_hallway_1,N63564,N87286,0.5
hard_hallway_1,N63564,N44621,0.5
hard_hallway_1,N22398,N38085,0.5
hard_hallway_1,N22398,N63141,0.5
hard_hallway_1,N13424,N47388,0.5
hard_hallway_1,N13424,N78771,0.5
hard_hallway_1,N46652,N20440,0.5
hard_hallway_1,N46652,N94044,0.5
hard_hallway_1,N45849,N71569,0.5
hard_hallway_1,N45849,N56077,0.5
hard_hallway_1,N35601,N30758,0.5
hard_hallway_1,N35601,N27299,0.5
hard_hallway_1,N42853,N31680,0.5
hard_hallway_1,N42853,N36644,0.5
hard_hallway_1,N86272,N17331,0.5
hard_hallway_1,N86272,N29648,0.5
hard_hallway_1,N82165,N30009,0.5
hard_hallway_1,N82165,N67474,0.5
hard_hallway_1,N68315,N64908,0.5
hard_hallway_1,N68315,N93654,0.5
hard_hallway_1,N57653,N70852,0.5
hard_hallway_1,N57653,N12328,0.5
hard_hallway_1,N11164,N58611,0.5
hard_hallway_1,N11164,N26228,0.5
hard_hallway_1,N36576,N10592,0.5
hard_hallway_1,N36576,N18553,0.5
hard_hallway_1,N24387,N94893,0.5
hard_hallway_1,N24387,N70729,0.5
hard_hallway_1,N64460,N56502,0.5
hard_hallway_1,N64460,N24632,0.5
hard_hallway_1,N63904,N85830,0.5
hard_hallway_1,N63904,N62561,0.5
hard_hallway_1,N24373,N13347,0.5
hard_hallway_1,N24373,N14176,0.5
hard_hallway_1,N26460,N44136,0.5
hard_hallway_1,N26460,N90785,0.5
hard_hallway_1,N26967,N98985,0.5
hard_hallway_1,N26967,N31229,0.5
hard_hallway_1,N67516,N67681,0.5
hard_hallway_1,N67516,N72931,0.5
hard_hallway_1,N47737,N94450,0.5
hard_hallway_1,N47737,N84030,0.5
hard_hallway_1,N54191,N69728,0.5
hard_hallway_1,N54191,N21218,0.5
hard_hallway_1,N51002,N78618,0.5
hard_hallway_1,N51002,N53306,0.5
hard_hallway_1,N80439,N16287,0.5
hard_hallway_1,N80439,N23025,0.5
hard_hallway_1,N37985,N17052,0.5
hard_hallway_1,N37985,N26756,0.5
hard_hallway_1,N14755,N13963,0.5
hard_hallway_1,N14755,N28028,0.5
hard_hallway_1,N34726,N34775,0.5
hard_hallway_1,N34726,N44523,0.5
hard_hallway_1,N23894,N80893,0.5
hard_hallway_1,N23894,N44142,0.5
hard_hallway_1,N26646,N72570,0.5
hard_hallway_1,N26646,N42656,0.5
hard_hallway_1,N31099,N87120,0.5
hard_hallway_1,N31099,N18548,0.5
hard_hallway_1,N27126,N58417,0.5
hard_hallway_1,N27126,N29028,0.5
hard_hallway_1,N80046,N44939,0.5
hard_hallway_1,N80046,N90191,0.5
hard_hallway_1,N17749,N92140,0.5
hard_hallway_1,N17749,N40968,0.5
hard_hallway_1,N80411,N64091,0.5
hard_hallway_1,N80411,N28386,0.5
hard_hallway_1,N79760,N99068,0.5
hard_hallway_1,N79760,N18478,0.5
hard_hallway_1,N47040,N79562,0.5
hard_hallway_1,N47040,N49202,0.5
hard_hallway_1,N69400,N16871,0.5
hard_hallway_1,N69400,N95832,0.5
hard_hallway_1,N78928,N92212,0.5
hard_hallway_1,N78928,N46467,0.5
hard_hallway_1,N37408,N53616,0.5
hard_hallway_1,N37408,N68098,0.5
hard_hallway_1,N96929,N14277,0.5
hard_hallway_1,N96929,N90447,0.5
hard_hallway_1,N66152,N22614,0.5
hard_hallway_1,N66152,N50204,0.5
hard_hallway_1,N29865,N18658,0.5
hard_hallway_1,N29865,N57462,0.5
hard_hallway_1,N60126,N59900,0.5
hard_hallway_1,N60126,N73631,0.5
hard_hallway_1,N35414,N13095,0.5
hard_hallway_1,N35414,N29596,0.5
hard_hallway_1,N22971,N71638,0.5
hard_hallway_1,N22971,N93317,0.5
hard_hallway_1,N68052,N24604,0.5
hard_hallway_1,N68052,N96151,0.5
hard_hallway_1,N20713,N85502,0.5
hard_hallway_1,N20713,N24309,0.5
hard_hallway_1,N11319,N76534,0.5
hard_hallway_1,N11319,N22154,0.5
hard_hallway_1,N85490,N60456,0.5
hard_hallway_1,N85490,N60017,0.5
hard_hallway_1,N85906,N59996,0.5
hard_hallway_1,N85906,N18519,0.5
hard_hallway_1,N72573,N59436,0.5
hard_hallway_1,N72573,N80360,0.5
hard_hallway_1,N67835,N63815,0.5
hard_hallway_1,N67835,N66200,0.5
hard_hallway_1,N61975,N10291,0.5
hard_hallway_1,N61975,N97201,0.5
hard_hallway_1,N46143,N18874,0.5
hard_hallway_1,N46143,N95326,0.5
hard_hallway_1,N44917,N57538,0.5
hard_hallway_1,N44917,N99047,0.5
hard_hallway_1,N13906,N23797,0.5
hard_hallway_1,N13906,N58971,0.5
hard_hallway_1,N99229,N21525,0.5
hard_hallway_1,N99229,N54830,0.5
hard_hallway_1,N65728,N50641,0.5
hard_hallway_1,N65728,N94257,0.5
hard_hallway_1,N66915,N88634,0.5
hard_hallway_1,N66915,N74069,0.5
hard_hallway_1,N87057,N28825,0.5
hard_hallway_1,N87057,N41588,0.5
hard_hallway_1,N35876,N70110,0.5
hard_hallway_1,N35876,N39952,0.5
hard_hallway_1,N27720,N69871,0.5
hard_hallway_1,N27720,N84341,0.5
hard_hallway_1,N68168,N39463,0.5
hard_hallway_1,N68168,N42431,0.5
hard_hallway_1,N41485,N79448,0.5
hard_hallway_1,N41485,N76745,0.5
hard_hallway_1,N42694,N23144,0.5
hard_hallway_1,N42694,N22307,0.5
hard_hallway_1,N35999,N78954,0.5
hard_hallway_1,N35999,N55940,0.5
hard_hallway_1,N33577,N90886,0.5
hard_hallway_1,N33577,N29392,0.5
hard_hallway_1,N46087,N58046,0.5
hard_hallway_1,N46087,N37388,0.5
hard_hallway_1,N34995,N19688,0.5
hard_hallway_1,N34995,N46506,0.5
hard_hallway_1,N52597,N98714,0.5
hard_hallway_1,N52597,N62802,0.5
hard_hallway_1,N62273,N26427,0.5
hard_hallway_1,N62273,N19421,0.5
hard_hallway_1,N54942,N46735,0.5
hard_hallway_1,N54942,N22547,0.5
hard_hallway_1,N53506,N45579,0.5
hard_hallway_1,N53506,N95087,0.5
hard_hallway_1,N87083,N26131,0.5
hard_hallway_1,N87083,N43358,0.5
hard_hallway_1,N63315,N38614,0.5
hard_hallway_1,N63315,N40672,0.5
hard_hallway_1,N28614,N39317,0.5
hard_hallway_1,N28614,N73342,0.5
hard_hallway_1,N10061,N47783,0.5
hard_hallway_1,N10061,N97537,0.5
hard_hallway_1,N48897,N53444,0.5
hard_hallway_1,N48897,N55491,0.5
hard_hallway_1,N67333,N75023,0.5
hard_hallway_1,N67333,N83639,0.5
hard_hallway_1,N92606,N21105,0.5
hard_hallway_1,N92606,N12673,0.5
hard_hallway_1,N64639,N86411,0.5
hard_hallway_1,N64639,N22671,0.5
hard_hallway_1,N46794,N80625,0.5
hard_hallway_1,N46794,N19316,0.5
hard_hallway_1,N82438,N29796,0.5
hard_hallway_1,N82438,N44545,0.5
hard_hallway_1,N65254,N91128,0.5
hard_hallway_1,N65254,N26190,0.5
hard_hallway_1,N81946,N96460,0.5
hard_hallway_1,N81946,N25505,0.5
hard_hallway_1,N44295,N53707,0.5
hard_hallway_1,N44295,N98529,0.5
hard_hallway_1,N97705,N99497,0.5
hard_hallway_1,N97705,N87075,0.5
hard_hallway_1,N44945,N35238,0.5
hard_hallway_1,N44945,N40569,0.5
hard_hallway_1,N54403,N85108,0.5
hard_hallway_1,N54403,N75645,0.5
hard_hallway_1,N17515,N22943,0.5
hard_hallway_1,N17515,N24682,0.5
hard_hallway_1,N23891,N51457,0.5
hard_hallway_1,N23891,N14504,0.5
hard_hallway_1,N10859,N12077,0.5
hard_hallway_1,N10859,N98625,0.5
hard_hallway_1,N46980,N50526,0.5
hard_hallway_1,N46980,N29332,0.5
hard_hallway_1,N92417,N97572,0.5
hard_hallway_1,N92417,N40145,0.5
hard_hallway_1,N35463,N53794,0.5
hard_hallway_1,N35463,N38840,0.5
hard_hallway_1,N89709,N70265,0.5
hard_hallway_1,N89709,N50533,0.5
hard_hallway_1,N30377,N83368,0.5
hard_hallway_1,N30377,N80623,0.5
hard_hallway_1,N64802,N59890,0.5
hard_hallway_1,N64802,N43598,0.5
hard_hallway_1,N23328,N85751,0.5
hard_hallway_1,N23328,N43103,0.5
hard_hallway_1,N68614,N44443,0.5
hard_hallway_1,N68614,N16817,0.5
hard_hallway_1,N94965,N49311,0.5
hard_hallway_1,N94965,N29452,0.5
hard_hallway_1,N13101,N43939,0.5
hard_hallway_1,N13101,N32172,0.5
hard_hallway_1,N30674,N74560,0.5
hard_hallway_1,N30674,N84467,0.5
hard_hallway_1,N85094,N74004,0.5
hard_hallway_1,N85094,N72122,0.5
hard_hallway_1,N70628,N68077,0.5
hard_hallway_1,N70628,N16737,0.5
hard_hallway_1,N57539,N35654,0.5
hard_hallway_1,N57539,N65947,0.5
hard_hallway_1,N21988,N30080,0.5
hard_hallway_1,N21988,N42512,0.5
hard_hallway_1,N95481,N47852,0.5
hard_hallway_1,N95481,N96228,0.5
hard_hallway_1,N92483,N20800,0.5
hard_hallway_1,N92483,N22846,0.5
hard_hallway_1,N23677,N45635,0.5
hard_hallway_1,N23677,N13982,0.5
hard_hallway_1,N83043,N19601,0.5
hard_hallway_1,N83043,N74094,0.5
hard_hallway_1,N53782,N56858,0.5
hard_hallway_1,N53782,N56562,0.5
hard_hallway_1,N45516,N93251,0.5
hard_hallway_1,N45516,N91111,0.5
hard_hallway_1,N16877,N54019,0.5
hard_hallway_1,N16877,N84317,0.5
hard_hallway_1,N82296,N57744,0.5
hard_hallway_1,N82296,N33561,0.5
hard_hallway_1,N99633,N59742,0.5
hard_hallway_1,N99633,N14739,0.5
hard_hallway_1,N44367,N85832,0.5
hard_hallway_1,N44367,N85946,0.5
hard_hallway_1,N94295,N78717,0.5
hard_hallway_1,N94295,N50386,0.5
hard_hallway_1,N25500,N80017,0.5
hard_hallway_1,N25500,N58830,0.5
hard_hallway_1,N18276,N68030,0.5
hard_hallway_1,N18276,N73440,0.5
hard_hallway_1,N93179,N24925,0.5
hard_hallway_1,N93179,N51562,0.5
hard_hallway_1,N36952,N52103,0.5
hard_hallway_1,N36952,N74999,0.5
hard_hallway_1,N99584,N22977,0.5
hard_hallway_1,N99584,N82705,0.5
hard_hallway_1,N24224,N37989,0.5
hard_hallway_1,N24224,N49086,0.5
hard_hallway_1,N37469,N50999,0.5
hard_hallway_1,N37469,N61583,0.5
hard_hallway_1,N82874,N26572,0.5
hard_hallway_1,N82874,N64545,0.5
hard_hallway_1,N16699,N78595,0.5
hard_hallway_1,N16699,N67149,0.5
hard_hallway_1,N81225,N86549,0.5
hard_hallway_1,N81225,N99746,0.5
hard_hallway_1,N76649,N25033,0.5
hard_hallway_1,N76649,N20987,0.5
hard_hallway_1,N51271,N77813,0.5
hard_hallway_1,N51271,N18668,0.5
hard_hallway_1,N62631,N52756,0.5
hard_hallway_1,N62631,N95118,0.5
hard_hallway_1,N44273,N61994,0.5
hard_hallway_1,N44273,N56721,0.5
hard_hallway_1,N31409,N28227,0.5
hard_hallway_1,N31409,N11590,0.5
hard_hallway_1,N19259,N65299,0.5
hard_hallway_1,N19259,N99430,0.5
hard_hallway_1,N88454,N12806,0.5
hard_hallway_1,N88454,N29647,0.5
hard_hallway_1,N25103,N76980,0.5
hard_hallway_1,N25103,N18688,0.5
hard_hallway_1,N88157,N64723,0.5
hard_hallway_1,N88157,N51008,0.5
hard_hallway_1,N28918,N23000,0.5
hard_hallway_1,N28918,N22351,0.5
hard_hallway_1,N85220,N34142,0.5
hard_hallway_1,N85220,N10968,0.5
hard_hallway_1,N30851,N93977,0.5
hard_hallway_1,N30851,N16869,0.5
hard_hallway_1,N60947,N53022,0.5
hard_hallway_1,N60947,N34944,0.5
hard_hallway_1,N75548,N20560,0.5
hard_hallway_1,N75548,N93455,0.5
hard_hallway_1,N91881,N52215,0.5
hard_hallway_1,N91881,N50563,0.5
hard_hallway_1,N12158,N74417,0.5
hard_hallway_1,N12158,N20512,0.5
hard_hallway_1,N35973,N18452,0.5
hard_hallway_1,N35973,N12911,0.5
hard_hallway_1,N89737,N23772,0.5
hard_hallway_1,N89737,N84310,0.5
hard_hallway_1,N24219,N85686,0.5
hard_hallway_1,N24219,N16933,0.5
hard_hallway_1,N87950,N67140,0.5
hard_hallway_1,N87950,N10742,0.5
hard_hallway_1,N21326,N65857,0.5
hard_hallway_1,N21326,N25775,0.5
hard_hallway_1,N70716,N85993,0.5
hard_hallway_1,N70716,N64400,0.5
hard_hallway_1,N31299,N74544,0.5
hard_hallway_1,N31299,N31084,0.5
hard_hallway_1,N74719,N52733,0.5
hard_hallway_1,N74719,N81059,0.5
hard_hallway_1,N40768,N82141,0.5
hard_hallway_1,N40768,N97000,0.5
hard_hallway_1,N41699,N66012,0.5
hard_hallway_1,N41699,N64951,0.5
hard_hallway_1,N97595,N91499,0.5
hard_hallway_1,N97595,N82403,0.5
hard_hallway_1,N13283,N48658,0.5
hard_hallway_1,N13283,N75503,0.5
hard_hallway_1,N31735,N90918,0.5
hard_hallway_1,N31735,N72745,0.5
hard_hallway_1,N86847,N17284,0.5
hard_hallway_1,N86847,N11658,0.5
hard_hallway_1,N93572,N84215,0.5
hard_hallway_1,N93572,N22319,0.5
hard_hallway_1,N89556,N73689,0.5
hard_hallway_1,N89556,N85698,0.5
hard_hallway_1,N81699,N31694,0.5
hard_hallway_1,N81699,N10084,0.5
hard_hallway_1,N35089,N30167,0.5
hard_hallway_1,N35089,N19305,0.5
hard_hallway_1,N36623,N96024,0.5
hard_hallway_1,N36623,N46762,0.5
hard_hallway_1,N95612,N28637,0.5
hard_hallway_1,N95612,N90854,0.5
hard_hallway_1,N71442,N49613,0.5
hard_hallway_1,N71442,N68700,0.5
hard_hallway_1,N36209,N55582,0.5
hard_hallway_1,N36209,N94517,0.5
hard_hallway_1,N43387,N89875,0.5
hard_hallway_1,N43387,N17610,0.5
hard_hallway_1,N47910,N65689,0.5
hard_hallway_1,N47910,N78692,0.5
hard_hallway_1,N44883,N56084,0.5
hard_hallway_1,N44883,N40838,0.5
hard_hallway_1,N59260,N19043,0.5
hard_hallway_1,N59260,N78177,0.5
hard_hallway_1,N98492,N62120,0.5
hard_hallway_1,N98492,N43151,0.5
hard_hallway_1,N55980,N31745,0.5
hard_hallway_1,N55980,N83000,0.5
hard_hallway_1,N20526,N72615,0.5
hard_hallway_1,N20526,N47742,0.5
hard_hallway_1,N28527,N58203,0.5
hard_hallway_1,N28527,N14036,0.5
hard_hallway_1,N41155,N59773,0.5
hard_hallway_1,N41155,N60139,0.5
hard_hallway_1,N26071,N17470,0.5
hard_hallway_1,N26071,N63159,0.5
hard_hallway_1,N18504,N54025,0.5
hard_hallway_1,N18504,N56739,0.5
hard_hallway_1,N13943,N78362,0.5
hard_hallway_1,N13943,N87942,0.5
hard_hallway_1,N58643,N78617,0.5
hard_hallway_1,N58643,N25450,0.5
hard_hallway_1,N37177,N23862,0.5
hard_hallway_1,N37177,N96363,0.5
hard_hallway_1,N93161,N13899,0.5
hard_hallway_1,N93161,N43568,0.5
hard_hallway_1,N76318,N53750,0.5
hard_hallway_1,N76318,N11595,0.5
hard_hallway_1,N59196,N12472,0.5
hard_hallway_1,N59196,N63420,0.5
hard_hallway_1,N36326,N88806,0.5
hard_hallway_1,N36326,N52915,0.5
hard_hallway_1,N69479,N33229,0.5
hard_hallway_1,N69479,N10188,0.5
hard_hallway_1,N88664,N58108,0.5
hard_hallway_1,N88664,N42856,0.5
hard_hallway_1,N30136,N14204,0.5
hard_hallway_1,N30136,N78163,0.5
hard_hallway_1,N60981,N60814,0.5
hard_hallway_1,N60981,N15504,0.5
hard_hallway_1,N48912,N70304,0.5
hard_hallway_1,N48912,N58784,0.5
hard_hallway_1,N16750,N43392,0.5
hard_hallway_1,N16750,N17083,0.5
hard_hallway_1,N97978,N63897,0.5
hard_hallway_1,N97978,N29068,0.5
hard_hallway_1,N18091,N89115,0.5
hard_hallway_1,N18091,N34192,0.5
hard_hallway_1,N59414,N46523,0.5
hard_hallway_1,N59414,N20740,0.5
hard_hallway_1,N79919,N44366,0.5
hard_hallway_1,N79919,N59157,0.5
hard_hallway_1,N66176,N53026,0.5
hard_hallway_1,N66176,N24713,0.5
hard_hallway_1,N41387,N60272,0.5
hard_hallway_1,N41387,N16070,0.5
hard_hallway_1,N72215,N43223,0.5
hard_hallway_1,N72215,N56674,0.5
hard_hallway_1,N75717,N58658,0.5
hard_hallway_1,N75717,N85967,0.5
hard_hallway_1,N14539,N92526,0.5
hard_hallway_1,N14539,N84455,0.5
hard_hallway_1,N36675,N55764,0.5
hard_hallway_1,N36675,N68733,0.5
hard_hallway_1,N46369,N12817,0.5
hard_hallway_1,N46369,N94395,0.5
hard_hallway_1,N35152,N65318,0.5
hard_hallway_1,N35152,N52530,0.5
hard_hallway_1,N84460,N26735,0.5
hard_hallway_1,N84460,N87079,0.5
hard_hallway_1,N51696,N36690,0.5
hard_hallway_1,N51696,N64571,0.5
hard_hallway_1,N34349,N27636,0.5
hard_hallway_1,N34349,N14164,0.5
hard_hallway_1,N43075,N25509,0.5
hard_hallway_1,N43075,N34145,0.5
hard_hallway_1,N87715,N92984,0.5
hard_hallway_1,N87715,N17443,0.5
hard_hallway_1,N13746,N57805,0.5
hard_hallway_1,N13746,N50644,0.5
hard_hallway_1,N57554,N47685,0.5
hard_hallway_1,N57554,N78441,0.5
hard_hallway_1,N71584,N57260,0.5
hard_hallway_1,N71584,N71003,0.5
hard_hallway_1,N59564,N73918,0.5
hard_hallway_1,N59564,N27436,0.5
hard_hallway_1,N76697,N95022,0.5
hard_hallway_1,N76697,N55588,0.5
hard_hallway_1,N74253,N22110,0.5
hard_hallway_1,N74253,N63111,0.5
hard_hallway_1,N81116,N58638,0.5
hard_hallway_1,N81116,N14336,0.5
hard_hallway_1,N70691,N16278,0.5
hard_hallway_1,N70691,N16753,0.5
hard_hallway_1,N23004,N24470,0.5
hard_hallway_1,N23004,N32003,0.5
hard_hallway_1,N41576,N49915,0.5
hard_hallway_1,N41576,N71051,0.5
hard_hallway_1,N90880,N12172,0.5
hard_hallway_1,N90880,N98447,0.5
hard_hallway_1,N74707,N43907,0.5
hard_hallway_1,N74707,N91260,0.5
hard_hallway_1,N34335,N25908,0.5
hard_hallway_1,N34335,N95094,0.5
hard_hallway_1,N58894,N64649,0.5
hard_hallway_1,N58894,N37549,0.5
hard_hallway_1,N10766,N38798,0.5
hard_hallway_1,N10766,N78839,0.5
hard_hallway_1,N50766,N69241,0.5
hard_hallway_1,N50766,N22650,0.5
hard_hallway_1,N66040,N41401,0.5
hard_hallway_1,N66040,N22899,0.5
hard_hallway_1,N59323,N75783,0.5
hard_hallway_1,N59323,N12834,0.5
hard_hallway_1,N48418,N54406,0.5
hard_hallway_1,N48418,N89815,0.5
hard_hallway_1,N65989,N21272,0.5
hard_hallway_1,N65989,N76477,0.5
hard_hallway_1,N71805,N18849,0.5
hard_hallway_1,N71805,N72054,0.5
hard_hallway_1,N68075,N69451,0.5
hard_hallway_1,N68075,N54844,0.5
hard_hallway_1,N56235,N26084,0.5
hard_hallway_1,N56235,N13815,0.5
hard_hallway_1,N25080,N91278,0.5
hard_hallway_1,N25080,N60996,0.5
hard_hallway_1,N81322,N82848,0.5
hard_hallway_1,N81322,N37266,0.5
hard_hallway_1,N44790,N68179,0.5
hard_hallway_1,N44790,N90226,0.5
hard_hallway_1,N92430,N78126,0.5
hard_hallway_1,N92430,N72249,0.5
hard_hallway_1,N99618,N94835,0.5
hard_hallway_1,N99618,N80605,0.5
hard_hallway_1,N65124,N94434,0.5
hard_hallway_1,N65124,N72259,0.5
hard_hallway_1,N25338,N11449,0.5
hard_hallway_1,N25338,N22721,0.5
hard_hallway_1,N37041,N20039,0.5
hard_hallway_1,N37041,N36712,0.5
hard_hallway_1,N90033,N12469,0.5
hard_hallway_1,N90033,N72884,0.5
hard_hallway_1,N80174,N33095,0.5
hard_hallway_1,N80174,N79837,0.5
hard_hallway_1,N65499,N77578,0.5
hard_hallway_1,N65499,N95878,0.5
hard_hallway_1,N88501,N29340,0.5
hard_hallway_1,N88501,N95505,0.5
hard_hallway_1,N31052,N74482,0.5
hard_hallway_1,N31052,N53011,0.5
hard_hallway_1,N19129,N52445,0.5
hard_hallway_1,N19129,N36922,0.5
hard_hallway_1,N32269,N78579,0.5
hard_hallway_1,N32269,N91005,0.5
hard_hallway_1,N84404,N74961,0.5
hard_hallway_1,N84404,N21111,0.5
hard_hallway_1,N87532,N22593,0.5
hard_hallway_1,N87532,N45969,0.5
hard_hallway_1,N36317,N39722,0.5
hard_hallway_1,N36317,N10743,0.5
hard_hallway_1,N47467,N25211,0.5
hard_hallway_1,N47467,N28099,0.5
hard_hallway_1,N67317,N79015,0.5
hard_hallway_1,N67317,N38390,0.5
hard_hallway_1,N47988,N33143,0.5
hard_hallway_1,N47988,N20020,0.5
hard_hallway_1,N47649,N89605,0.5
hard_hallway_1,N47649,N43905,0.5
hard_hallway_1,N94926,N67989,0.5
hard_hallway_1,N94926,N88681,0.5
hard_hallway_1,N25980,N65257,0.5
hard_hallway_1,N25980,N98188,0.5
hard_hallway_1,N85093,N11301,0.5
hard_hallway_1,N85093,N50701,0.5
hard_hallway_1,N59760,N11560,0.5
hard_hallway_1,N59760,N27203,0.5
hard_hallway_1,N10740,N65282,0.5
hard_hallway_1,N10740,N20025,0.5
hard_hallway_1,N67120,N72444,0.5
hard_hallway_1,N67120,N40634,0.5
hard_hallway_1,N28061,N50909,0.5
hard_hallway_1,N28061,N61471,0.5
hard_hallway_1,N62936,N38983,0.5
hard_hallway_1,N62936,N24150,0.5
hard_hallway_1,N70202,N30549,0.5
hard_hallway_1,N70202,N61337,0.5
hard_hallway_1,N90700,N32745,0.5
hard_hallway_1,N90700,N71100,0.5
hard_hallway_1,N10023,N60365,0.5
hard_hallway_1,N10023,N59392,0.5
hard_hallway_1,N46586,N51976,0.5
hard_hallway_1,N46586,N12174,0.5
hard_hallway_1,N11557,N46875,0.5
hard_hallway_1,N11557,N54088,0.5
hard_hallway_1,N26914,N15212,0.5
hard_hallway_1,N26914,N65312,0.5
hard_hallway_1,N46421,N78522,0.5
hard_hallway_1,N46421,N73852,0.5
hard_hallway_1,N59854,N39922,0.5
hard_hallway_1,N59854,N34082,0.5
hard_hallway_1,N29752,N64776,0.5
hard_hallway_1,N29752,N30255,0.5
