world,node,child,value_0.2_1,value_0.28_1,value_0.391_1,value_0.547_1,value_0.765_1,value_1.07_1,value_1.496_1,value_2.092_1,value_2.925_1,value_4.091_1,value_5.721_1,value_8_1
hard_hallway_1,N18091,N16278,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N59414,N16753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,0.9985,0.9905,0.9651,0.9149
hard_hallway_1,N59414,N71484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0015,0.0095,0.0349,0.0851
hard_hallway_1,N79919,N24470,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.998,0.9884,0.96,0.9066,0.8355
hard_hallway_1,N79919,N32003,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.002,0.0116,0.04,0.0934,0.1645
hard_hallway_1,N36138,N49915,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9941,0.9751,0.9323,0.867
hard_hallway_1,N36138,N71051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0059,0.0249,0.0677,0.133
hard_hallway_1,N66176,N30577,1.0,1.0,1.0,1.0,1.0,0.9998,0.9976,0.9866,0.9559,0.9002,0.8282,0.7549
hard_hallway_1,N66176,N68514,0.0,0.0,0.0,0.0,0.0,0.0002,0.0024,0.0134,0.0441,0.0998,0.1718,0.2451
hard_hallway_1,N41387,N89159,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N41387,N12172,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N72215,N98447,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N72215,N43907,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N75717,N91260,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N75717,N25908,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N14539,N95094,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.998,0.9884,0.96,0.9066,0.8355
hard_hallway_1,N14539,N64649,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.002,0.0116,0.04,0.0934,0.1645
hard_hallway_1,N47013,N37549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9941,0.9751,0.9323,0.867
hard_hallway_1,N47013,N38798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0059,0.0249,0.0677,0.133
hard_hallway_1,N46369,N21025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9941,0.9752,0.9325
hard_hallway_1,N46369,N69241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0059,0.0248,0.0675
hard_hallway_1,N35152,N22650,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9941,0.9751,0.9323,0.867
hard_hallway_1,N35152,N41401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0059,0.0249,0.0677,0.133
hard_hallway_1,N84460,N22899,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.998,0.9884,0.96,0.9066,0.8355
hard_hallway_1,N84460,N75783,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.002,0.0116,0.04,0.0934,0.1645
hard_hallway_1,N34349,N54406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9941,0.9752,0.9325
hard_hallway_1,N34349,N89815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0059,0.0248,0.0675
hard_hallway_1,N43075,N21272,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
hard_hallway_1,N43075,N76477,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
hard_hallway_1,N71584,N54844,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9941,0.9752,0.9325
hard_hallway_1,N71584,N26084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0059,0.0248,0.0675
hard_hallway_1,N59564,N13815,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N59564,N91278,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N76697,N60996,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N76697,N82848,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N96593,N37266,1.0,1.0,1.0,1.0,1.0,0.9998,0.9976,0.9866,0.9559,0.9002,0.8282,0.7549
hard_hallway_1,N96593,N68179,0.0,0.0,0.0,0.0,0.0,0.0002,0.0024,0.0134,0.0441,0.0998,0.1718,0.2451
hard_hallway_1,N74253,N90226,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N74253,N78126,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N70691,N94835,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9941,0.9752,0.9325
hard_hallway_1,N70691,N80605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0059,0.0248,0.0675
hard_hallway_1,N45795,N94434,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9941,0.9751,0.9323,0.867
hard_hallway_1,N45795,N72259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0059,0.0249,0.0677,0.133
hard_hallway_1,N23004,N11449,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.998,0.9884,0.96,0.9066,0.8355
hard_hallway_1,N23004,N22721,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.002,0.0116,0.04,0.0934,0.1645
hard_hallway_1,N41576,N20039,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N41576,N36712,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N29011,N12469,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N29011,N72884,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N78640,N33095,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N78640,N79837,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N29569,N77578,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N29569,N95878,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N90880,N29340,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.998,0.9884,0.96,0.9066,0.8355
hard_hallway_1,N90880,N95505,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.002,0.0116,0.04,0.0934,0.1645
hard_hallway_1,N74707,N74482,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N74707,N53011,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N34335,N52445,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N34335,N36922,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N58894,N78579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,0.9985,0.9905,0.9651,0.9149
hard_hallway_1,N58894,N91005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0015,0.0095,0.0349,0.0851
hard_hallway_1,N10766,N74961,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.998,0.9884,0.96,0.9066,0.8355
hard_hallway_1,N10766,N21111,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.002,0.0116,0.04,0.0934,0.1645
hard_hallway_1,N23608,N22593,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N23608,N45969,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N50766,N39722,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,0.9985,0.9905,0.9651,0.9149
hard_hallway_1,N50766,N10743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0015,0.0095,0.0349,0.0851
hard_hallway_1,N66040,N25211,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N66040,N28099,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N59323,N38372,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N59323,N79015,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N48418,N38390,1.0,1.0,1.0,1.0,0.9999,0.9986,0.9908,0.966,0.9163,0.847,0.7727,0.7058
hard_hallway_1,N48418,N33143,0.0,0.0,0.0,0.0,0.0001,0.0014,0.0092,0.034,0.0837,0.153,0.2273,0.2942
hard_hallway_1,N65989,N20020,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
hard_hallway_1,N65989,N89605,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
hard_hallway_1,N71805,N43905,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
hard_hallway_1,N71805,N34546,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
hard_hallway_1,N68075,N67989,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N68075,N88681,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N56235,N65257,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N56235,N98188,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N25080,N16502,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N25080,N39244,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N81322,N40966,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N81322,N11301,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N44790,N50701,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N44790,N11560,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N92430,N27203,1.0,1.0,1.0,1.0,0.9999,0.9986,0.9908,0.966,0.9163,0.847,0.7727,0.7058
hard_hallway_1,N92430,N65282,0.0,0.0,0.0,0.0,0.0001,0.0014,0.0092,0.034,0.0837,0.153,0.2273,0.2942
hard_hallway_1,N99618,N20025,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
hard_hallway_1,N99618,N72444,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
hard_hallway_1,N65124,N40634,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
hard_hallway_1,N65124,N50909,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
hard_hallway_1,N25338,N61471,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N25338,N43020,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N37041,N38983,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.998,0.9884,0.96,0.9066,0.8355
hard_hallway_1,N37041,N24150,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.002,0.0116,0.04,0.0934,0.1645
hard_hallway_1,N90033,N30549,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N90033,N61337,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N80174,N32745,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,0.9985,0.9905,0.9651,0.9149
hard_hallway_1,N80174,N71100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0015,0.0095,0.0349,0.0851
hard_hallway_1,N65499,N60365,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.998,0.9884,0.96,0.9066,0.8355
hard_hallway_1,N65499,N59392,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.002,0.0116,0.04,0.0934,0.1645
hard_hallway_1,N88501,N51976,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9941,0.9751,0.9323,0.867
hard_hallway_1,N88501,N12174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0059,0.0249,0.0677,0.133
hard_hallway_1,N31052,N46875,1.0,1.0,1.0,1.0,1.0,0.9998,0.9976,0.9866,0.9559,0.9002,0.8282,0.7549
hard_hallway_1,N31052,N54088,0.0,0.0,0.0,0.0,0.0,0.0002,0.0024,0.0134,0.0441,0.0998,0.1718,0.2451
hard_hallway_1,N19129,N15212,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N19129,N65312,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N32269,N78522,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N32269,N73852,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N84404,N39922,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N84404,N34082,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N87532,N64776,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.998,0.9884,0.96,0.9066,0.8355
hard_hallway_1,N87532,N30255,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.002,0.0116,0.04,0.0934,0.1645
hard_hallway_1,N36317,N98243,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9941,0.9751,0.9323,0.867
hard_hallway_1,N36317,N41215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0059,0.0249,0.0677,0.133
hard_hallway_1,N47467,N15752,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.998,0.9884,0.96,0.9066,0.8355
hard_hallway_1,N47467,N10801,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.002,0.0116,0.04,0.0934,0.1645
hard_hallway_1,N39696,N18952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9941,0.9751,0.9323,0.867
hard_hallway_1,N39696,N35990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0059,0.0249,0.0677,0.133
hard_hallway_1,N67317,N89980,1.0,1.0,1.0,1.0,1.0,0.9998,0.9976,0.9866,0.9559,0.9002,0.8282,0.7549
hard_hallway_1,N67317,N57083,0.0,0.0,0.0,0.0,0.0,0.0002,0.0024,0.0134,0.0441,0.0998,0.1718,0.2451
hard_hallway_1,N47988,N75413,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N47988,N46677,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N47649,N14827,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N47649,N59346,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N30833,N84716,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N30833,N78289,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N94926,N32362,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.998,0.9884,0.96,0.9066,0.8355
hard_hallway_1,N94926,N78783,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.002,0.0116,0.04,0.0934,0.1645
hard_hallway_1,N25980,N74834,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9941,0.9751,0.9323,0.867
hard_hallway_1,N25980,N27022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0059,0.0249,0.0677,0.133
hard_hallway_1,N93635,N39671,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N93635,N22894,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N32295,N25393,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.998,0.9884,0.96,0.9066,0.8355
hard_hallway_1,N32295,N59838,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.002,0.0116,0.04,0.0934,0.1645
hard_hallway_1,N73714,N19464,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N73714,N54651,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N85093,N63158,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,0.9985,0.9905,0.9651,0.9149
hard_hallway_1,N85093,N67091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0015,0.0095,0.0349,0.0851
hard_hallway_1,N59760,N83231,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N59760,N23748,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N10740,N51818,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N10740,N90559,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N67120,N89839,1.0,1.0,1.0,1.0,1.0,0.9998,0.9976,0.9866,0.9559,0.9002,0.8282,0.7549
hard_hallway_1,N67120,N71419,0.0,0.0,0.0,0.0,0.0,0.0002,0.0024,0.0134,0.0441,0.0998,0.1718,0.2451
hard_hallway_1,N28061,N50700,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N28061,N70231,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N29316,N35389,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.998,0.9884,0.96,0.9066,0.8355
hard_hallway_1,N29316,N35557,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.002,0.0116,0.04,0.0934,0.1645
hard_hallway_1,N62936,N50286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9941,0.9751,0.9323,0.867
hard_hallway_1,N62936,N95301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0059,0.0249,0.0677,0.133
hard_hallway_1,N70202,N90715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9941,0.9751,0.9323,0.867
hard_hallway_1,N70202,N52829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0059,0.0249,0.0677,0.133
hard_hallway_1,N90700,N81430,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.998,0.9884,0.96,0.9066,0.8355
hard_hallway_1,N90700,N50430,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.002,0.0116,0.04,0.0934,0.1645
hard_hallway_1,N10023,N58803,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
hard_hallway_1,N10023,N80444,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
hard_hallway_1,N46586,N81885,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
hard_hallway_1,N46586,N17079,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
hard_hallway_1,N11557,N21450,1.0,1.0,1.0,1.0,0.9999,0.9986,0.9908,0.966,0.9163,0.847,0.7727,0.7058
hard_hallway_1,N11557,N84109,0.0,0.0,0.0,0.0,0.0001,0.0014,0.0092,0.034,0.0837,0.153,0.2273,0.2942
hard_hallway_1,N26914,N46302,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N26914,N13098,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N46421,N14201,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N46421,N23178,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N59854,N75378,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N59854,N81174,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N29752,N16353,1.0,1.0,1.0,1.0,1.0,0.9998,0.9976,0.9866,0.9559,0.9002,0.8282,0.7549
hard_hallway_1,N29752,N57355,0.0,0.0,0.0,0.0,0.0,0.0002,0.0024,0.0134,0.0441,0.0998,0.1718,0.2451
hard_hallway_1,N82487,N17106,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N82487,N71392,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N44603,N31176,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N44603,N55387,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N17344,N24013,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N17344,N30904,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N84950,N36429,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N84950,N17438,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N13463,N50539,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N13463,N12753,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N36240,N64101,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N36240,N90369,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N67300,N80343,1.0,1.0,1.0,1.0,1.0,0.9998,0.9976,0.9866,0.9559,0.9002,0.8282,0.7549
hard_hallway_1,N67300,N98799,0.0,0.0,0.0,0.0,0.0,0.0002,0.0024,0.0134,0.0441,0.0998,0.1718,0.2451
hard_hallway_1,N24190,N77951,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N24190,N91686,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N10987,N26025,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N10987,N79629,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
hard_hallway_1,N16343,N62974,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
hard_hallway_1,N16343,N24859,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
