world,node,child,value_0.2_0,value_0.28_0,value_0.391_0,value_0.547_0,value_0.765_0,value_1.07_0,value_1.496_0,value_2.092_0,value_2.925_0,value_4.091_0,value_5.721_0,value_8_0
4ways_mirror,N53771,N15390,0.0066,0.0266,0.0671,0.1216,0.1756,0.22,0.2531,0.2768,0.2935,0.3052,0.3134,0.3192
4ways_mirror,N53771,N65464,0.0066,0.0266,0.0671,0.1216,0.1756,0.22,0.2531,0.2768,0.2935,0.3052,0.3134,0.3192
4ways_mirror,N90986,N21041,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
4ways_mirror,N90986,N47798,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
4ways_mirror,N68046,N53960,0.0,0.0,0.0005,0.0041,0.0191,0.054,0.1061,0.1614,0.2088,0.245,0.271,0.2894
4ways_mirror,N68046,N42350,0.0,0.0,0.0005,0.0041,0.0191,0.054,0.1061,0.1614,0.2088,0.245,0.271,0.2894
4ways_mirror,N68046,N46824,1.0,1.0,0.9991,0.9918,0.9619,0.8919,0.7879,0.6772,0.5824,0.51,0.4579,0.4211
4ways_mirror,N93564,N47858,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
4ways_mirror,N93564,N31791,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
4ways_mirror,N21757,N19849,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
4ways_mirror,N21757,N36492,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
4ways_mirror,N22145,N91361,0.0066,0.0266,0.0671,0.1216,0.1756,0.22,0.2531,0.2768,0.2935,0.3052,0.3134,0.3192
4ways_mirror,N22145,N78667,0.0066,0.0266,0.0671,0.1216,0.1756,0.22,0.2531,0.2768,0.2935,0.3052,0.3134,0.3192
4ways_mirror,N22145,N30701,0.9867,0.9468,0.8658,0.7568,0.6489,0.5601,0.4938,0.4464,0.4131,0.3897,0.3732,0.3617
4ways_mirror,N71364,N79447,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
4ways_mirror,N71364,N18846,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
4ways_mirror,N60588,N60795,0.0,0.0008,0.006,0.0252,0.0682,0.1336,0.208,0.2777,0.3354,0.3802,0.4135,0.4378
4ways_mirror,N60588,N29964,1.0,0.9992,0.994,0.9748,0.9318,0.8664,0.792,0.7223,0.6646,0.6198,0.5865,0.5622
4ways_mirror,N23137,N74083,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
4ways_mirror,N23137,N52837,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
4ways_mirror,N79304,N96924,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
4ways_mirror,N79304,N54084,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
4ways_mirror,N37493,N63557,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
4ways_mirror,N37493,N26073,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
4ways_mirror,N31173,N87853,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
4ways_mirror,N31173,N87991,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
4ways_mirror,N75273,N29231,0.0,0.0008,0.006,0.0252,0.0682,0.1336,0.208,0.2777,0.3354,0.3802,0.4135,0.4378
4ways_mirror,N75273,N70739,1.0,0.9992,0.994,0.9748,0.9318,0.8664,0.792,0.7223,0.6646,0.6198,0.5865,0.5622
4ways_mirror,N37033,N47116,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
4ways_mirror,N37033,N30208,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
4ways_mirror,N88234,N36457,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
4ways_mirror,N88234,N93228,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
4ways_mirror,N41451,N22471,0.0,0.0008,0.006,0.0252,0.0682,0.1336,0.208,0.2777,0.3354,0.3802,0.4135,0.4378
4ways_mirror,N41451,N31588,1.0,0.9992,0.994,0.9748,0.9318,0.8664,0.792,0.7223,0.6646,0.6198,0.5865,0.5622
4ways_mirror,N27413,N80310,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
4ways_mirror,N27413,N40338,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
4ways_mirror,N45999,N49560,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
4ways_mirror,N45999,N24311,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
4ways_mirror,N32267,N57126,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
4ways_mirror,N32267,N79544,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
4ways_mirror,N87145,N47247,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
4ways_mirror,N87145,N56814,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
4ways_mirror,N55789,N65639,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
4ways_mirror,N55789,N65017,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
4ways_mirror,N38229,N37405,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
4ways_mirror,N38229,N17573,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
4ways_mirror,N15390,N51337,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
4ways_mirror,N15390,N62990,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
4ways_mirror,N65464,N61864,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
4ways_mirror,N65464,N89454,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
4ways_mirror,N21041,N48290,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
4ways_mirror,N21041,N40989,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
4ways_mirror,N53960,N81689,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
4ways_mirror,N53960,N32447,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
4ways_mirror,N42350,N29704,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
4ways_mirror,N42350,N58755,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
4ways_mirror,N46824,N89645,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
4ways_mirror,N46824,N47373,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
4ways_mirror,N47858,N73898,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
4ways_mirror,N47858,N23123,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
4ways_mirror,N19849,N53360,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
4ways_mirror,N19849,N46264,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
4ways_mirror,N91361,N32948,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
4ways_mirror,N91361,N52201,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
4ways_mirror,N78667,N17951,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
4ways_mirror,N78667,N99164,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
4ways_mirror,N30701,N89074,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
4ways_mirror,N30701,N55188,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
4ways_mirror,N79447,N95306,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
4ways_mirror,N79447,N50638,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
3ways_3_mirror,N20346,N38661,0.0,0.0008,0.0059,0.0246,0.0639,0.1179,0.1722,0.2173,0.2512,0.2754,0.2925,0.3045
3ways_3_mirror,N20346,N57426,0.0,0.0008,0.0059,0.0246,0.0639,0.1179,0.1722,0.2173,0.2512,0.2754,0.2925,0.3045
3ways_3_mirror,N20346,N98561,0.9999,0.9984,0.9881,0.9509,0.8723,0.7642,0.6556,0.5653,0.4977,0.4491,0.4149,0.391
3ways_3_mirror,N38661,N51373,0.0,0.0,0.0005,0.004,0.0181,0.0499,0.0963,0.1469,0.1924,0.2294,0.2577,0.2787
3ways_3_mirror,N38661,N82112,0.0,0.0008,0.006,0.0251,0.067,0.127,0.188,0.2369,0.2709,0.2929,0.3069,0.3158
3ways_3_mirror,N38661,N42857,1.0,0.9992,0.9936,0.9709,0.9149,0.8232,0.7157,0.6162,0.5367,0.4776,0.4354,0.4055
3ways_3_mirror,N57426,N38351,1.0,0.9992,0.994,0.9748,0.9318,0.8664,0.792,0.7223,0.6646,0.6198,0.5865,0.5622
3ways_3_mirror,N57426,N48636,0.0,0.0008,0.006,0.0252,0.0682,0.1336,0.208,0.2777,0.3354,0.3802,0.4135,0.4378
3ways_3_mirror,N98561,N92027,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
3ways_3_mirror,N98561,N98315,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
3ways_3_mirror,N51373,N99885,0.0,0.0008,0.006,0.0252,0.0682,0.1336,0.208,0.2777,0.3354,0.3802,0.4135,0.4378
3ways_3_mirror,N51373,N30323,1.0,0.9992,0.994,0.9748,0.9318,0.8664,0.792,0.7223,0.6646,0.6198,0.5865,0.5622
3ways_3_mirror,N82112,N36667,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
3ways_3_mirror,N82112,N12726,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
3ways_3_mirror,N42857,N34852,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
3ways_3_mirror,N42857,N18946,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
3ways_3_mirror,N48636,N62524,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
3ways_3_mirror,N48636,N85330,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
3ways_3_mirror,N98315,N78143,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
3ways_3_mirror,N98315,N73577,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
Equal_4vs2_mirror,N96084,N46118,0.0,0.0008,0.006,0.0252,0.0682,0.1336,0.208,0.2777,0.3354,0.3802,0.4135,0.4378
Equal_4vs2_mirror,N96084,N60971,1.0,0.9992,0.994,0.9748,0.9318,0.8664,0.792,0.7223,0.6646,0.6198,0.5865,0.5622
Loop_2,N31422,N95626,0.0,0.0,0.0,0.0001,0.0014,0.0092,0.033,0.0774,0.1329,0.1854,0.2275,0.2585
Loop_2,N31422,N65814,0.0,0.0,0.0,0.0001,0.0014,0.0092,0.033,0.0774,0.1329,0.1854,0.2275,0.2585
Loop_2,N31422,N21081,1.0,1.0,1.0,0.9998,0.9971,0.9817,0.934,0.8451,0.7342,0.6293,0.5451,0.483
Loop_2,N21081,N94189,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Loop_2,N21081,N45730,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Loop_1_mirror,N75545,N24917,0.0,0.0,0.0,0.0001,0.0014,0.0092,0.033,0.0774,0.1329,0.1854,0.2275,0.2585
Loop_1_mirror,N75545,N40181,0.0,0.0,0.0,0.0001,0.0014,0.0092,0.033,0.0774,0.1329,0.1854,0.2275,0.2585
Loop_1_mirror,N75545,N24183,1.0,1.0,1.0,0.9998,0.9971,0.9817,0.934,0.8451,0.7342,0.6293,0.5451,0.483
Loop_1_mirror,N24183,N91491,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Loop_1_mirror,N24183,N94758,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
3ways_4_mirror,N40560,N34466,0.0,0.0008,0.0059,0.0246,0.0639,0.1179,0.1722,0.2173,0.2512,0.2754,0.2925,0.3045
3ways_4_mirror,N40560,N92681,0.9999,0.9984,0.9881,0.9509,0.8723,0.7642,0.6556,0.5653,0.4977,0.4491,0.4149,0.391
3ways_4_mirror,N40560,N81346,0.0,0.0008,0.0059,0.0246,0.0639,0.1179,0.1722,0.2173,0.2512,0.2754,0.2925,0.3045
3ways_4_mirror,N34466,N29622,1.0,0.9992,0.994,0.9748,0.9318,0.8664,0.792,0.7223,0.6646,0.6198,0.5865,0.5622
3ways_4_mirror,N34466,N46583,0.0,0.0008,0.006,0.0252,0.0682,0.1336,0.208,0.2777,0.3354,0.3802,0.4135,0.4378
3ways_4_mirror,N92681,N31638,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
3ways_4_mirror,N92681,N67014,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
3ways_4_mirror,N81346,N70291,1.0,0.9992,0.994,0.9748,0.9318,0.8664,0.792,0.7223,0.6646,0.6198,0.5865,0.5622
3ways_4_mirror,N81346,N67187,0.0,0.0008,0.006,0.0252,0.0682,0.1336,0.208,0.2777,0.3354,0.3802,0.4135,0.4378
Loop_1,N62643,N98452,0.0,0.0,0.0,0.0001,0.0014,0.0092,0.033,0.0774,0.1329,0.1854,0.2275,0.2585
Loop_1,N62643,N30259,0.0,0.0,0.0,0.0001,0.0014,0.0092,0.033,0.0774,0.1329,0.1854,0.2275,0.2585
Loop_1,N62643,N46040,1.0,1.0,1.0,0.9998,0.9971,0.9817,0.934,0.8451,0.7342,0.6293,0.5451,0.483
Loop_1,N46040,N16375,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Loop_1,N46040,N69766,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Equal_6vs3_mirror,N36202,N79961,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
Equal_6vs3_mirror,N36202,N11570,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
Equal_6vs3_mirror,N11570,N88455,0.0066,0.0259,0.0629,0.1084,0.1493,0.1803,0.202,0.2168,0.2269,0.2338,0.2386,0.2419
Equal_6vs3_mirror,N11570,N34903,0.0066,0.0259,0.0629,0.1084,0.1493,0.1803,0.202,0.2168,0.2269,0.2338,0.2386,0.2419
Equal_6vs3_mirror,N11570,N21423,0.0066,0.0259,0.0629,0.1084,0.1493,0.1803,0.202,0.2168,0.2269,0.2338,0.2386,0.2419
Equal_6vs3_mirror,N11570,N26950,0.9802,0.9222,0.8114,0.6747,0.552,0.4591,0.3941,0.3496,0.3194,0.2986,0.2842,0.2742
Equal_6vs3_mirror,N23503,N12838,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333
Equal_6vs3_mirror,N23503,N61379,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333
Equal_6vs3_mirror,N23503,N24217,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333
Equal_6vs3_mirror,N26950,N86756,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333
Equal_6vs3_mirror,N26950,N31827,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333
Equal_6vs3_mirror,N26950,N97383,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333
4vs1_mirror,N18929,N32469,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
4vs1_mirror,N18929,N66250,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
4vs1_mirror,N66250,N14639,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
4vs1_mirror,N66250,N48874,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
3ways_4,N10778,N17119,0.0,0.0008,0.0059,0.0246,0.0639,0.1179,0.1722,0.2173,0.2512,0.2754,0.2925,0.3045
3ways_4,N10778,N41301,0.9999,0.9984,0.9881,0.9509,0.8723,0.7642,0.6556,0.5653,0.4977,0.4491,0.4149,0.391
3ways_4,N10778,N11146,0.0,0.0008,0.0059,0.0246,0.0639,0.1179,0.1722,0.2173,0.2512,0.2754,0.2925,0.3045
3ways_4,N17119,N92843,1.0,0.9992,0.994,0.9748,0.9318,0.8664,0.792,0.7223,0.6646,0.6198,0.5865,0.5622
3ways_4,N17119,N61586,0.0,0.0008,0.006,0.0252,0.0682,0.1336,0.208,0.2777,0.3354,0.3802,0.4135,0.4378
3ways_4,N41301,N48312,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
3ways_4,N41301,N52598,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
3ways_4,N11146,N27397,1.0,0.9992,0.994,0.9748,0.9318,0.8664,0.792,0.7223,0.6646,0.6198,0.5865,0.5622
3ways_4,N11146,N88526,0.0,0.0008,0.006,0.0252,0.0682,0.1336,0.208,0.2777,0.3354,0.3802,0.4135,0.4378
Equal_6vs6_mirror,N64290,N31979,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Equal_6vs6_mirror,N64290,N99197,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
3ways_1_mirror,N57322,N72074,0.0,0.0,0.0,0.0001,0.0013,0.008,0.0272,0.0621,0.1074,0.1544,0.1966,0.2313
3ways_1_mirror,N57322,N76155,0.0,0.0008,0.006,0.0252,0.0681,0.1326,0.2024,0.2604,0.2994,0.3215,0.3322,0.3366
3ways_1_mirror,N57322,N49197,1.0,0.9992,0.994,0.9747,0.9305,0.8594,0.7704,0.6775,0.5932,0.5241,0.4712,0.4321
3ways_1_mirror,N72074,N44785,0.0,0.0008,0.006,0.0252,0.0682,0.1336,0.208,0.2777,0.3354,0.3802,0.4135,0.4378
3ways_1_mirror,N72074,N25579,1.0,0.9992,0.994,0.9748,0.9318,0.8664,0.792,0.7223,0.6646,0.6198,0.5865,0.5622
3ways_1_mirror,N76155,N71411,1.0,1.0,1.0,0.9999,0.9986,0.9907,0.9659,0.9161,0.8468,0.7724,0.7056,0.6514
3ways_1_mirror,N76155,N50448,0.0,0.0,0.0,0.0001,0.0014,0.0093,0.0341,0.0839,0.1532,0.2276,0.2944,0.3486
3ways_1_mirror,N49197,N83903,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
3ways_1_mirror,N49197,N45565,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
6vs1_2,N62262,N90683,0.0,0.0,0.0,0.0001,0.0014,0.0093,0.0341,0.0839,0.1532,0.2276,0.2944,0.3486
6vs1_2,N62262,N91944,1.0,1.0,1.0,0.9999,0.9986,0.9907,0.9659,0.9161,0.8468,0.7724,0.7056,0.6514
6vs2_mirror,N16794,N20889,0.0,0.0,0.0,0.0007,0.0053,0.0232,0.0645,0.1288,0.203,0.2733,0.332,0.3775
6vs2_mirror,N16794,N45925,1.0,1.0,1.0,0.9993,0.9947,0.9768,0.9355,0.8712,0.797,0.7267,0.668,0.6225
3ways_1,N44644,N15176,0.0,0.0,0.0,0.0001,0.0013,0.008,0.0272,0.0621,0.1074,0.1544,0.1966,0.2313
3ways_1,N44644,N68923,0.0,0.0008,0.006,0.0252,0.0681,0.1326,0.2024,0.2604,0.2994,0.3215,0.3322,0.3366
3ways_1,N44644,N92191,1.0,0.9992,0.994,0.9747,0.9305,0.8594,0.7704,0.6775,0.5932,0.5241,0.4712,0.4321
3ways_1,N15176,N26876,0.0,0.0008,0.006,0.0252,0.0682,0.1336,0.208,0.2777,0.3354,0.3802,0.4135,0.4378
3ways_1,N15176,N42091,1.0,0.9992,0.994,0.9748,0.9318,0.8664,0.792,0.7223,0.6646,0.6198,0.5865,0.5622
3ways_1,N68923,N10165,1.0,1.0,1.0,0.9999,0.9986,0.9907,0.9659,0.9161,0.8468,0.7724,0.7056,0.6514
3ways_1,N68923,N96619,0.0,0.0,0.0,0.0001,0.0014,0.0093,0.0341,0.0839,0.1532,0.2276,0.2944,0.3486
3ways_1,N92191,N16867,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
3ways_1,N92191,N77234,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
Equal_8vs8,N26136,N77859,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
Equal_8vs8,N26136,N23128,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
3ways_3,N69030,N79809,0.0,0.0008,0.0059,0.0246,0.0639,0.1179,0.1722,0.2173,0.2512,0.2754,0.2925,0.3045
3ways_3,N69030,N26625,0.9999,0.9984,0.9881,0.9509,0.8723,0.7642,0.6556,0.5653,0.4977,0.4491,0.4149,0.391
3ways_3,N69030,N65156,0.0,0.0008,0.0059,0.0246,0.0639,0.1179,0.1722,0.2173,0.2512,0.2754,0.2925,0.3045
3ways_3,N79809,N41261,0.0,0.0,0.0005,0.004,0.0181,0.0499,0.0963,0.1469,0.1924,0.2294,0.2577,0.2787
3ways_3,N79809,N53132,1.0,0.9992,0.9936,0.9709,0.9149,0.8232,0.7157,0.6162,0.5367,0.4776,0.4354,0.4055
3ways_3,N79809,N50019,0.0,0.0008,0.006,0.0251,0.067,0.127,0.188,0.2369,0.2709,0.2929,0.3069,0.3158
3ways_3,N26625,N92857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
3ways_3,N26625,N43317,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
3ways_3,N65156,N54494,1.0,0.9992,0.994,0.9748,0.9318,0.8664,0.792,0.7223,0.6646,0.6198,0.5865,0.5622
3ways_3,N65156,N64651,0.0,0.0008,0.006,0.0252,0.0682,0.1336,0.208,0.2777,0.3354,0.3802,0.4135,0.4378
3ways_3,N41261,N40424,1.0,0.9992,0.994,0.9748,0.9318,0.8664,0.792,0.7223,0.6646,0.6198,0.5865,0.5622
3ways_3,N41261,N12394,0.0,0.0008,0.006,0.0252,0.0682,0.1336,0.208,0.2777,0.3354,0.3802,0.4135,0.4378
3ways_3,N53132,N51943,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
3ways_3,N53132,N97783,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
3ways_3,N50019,N91451,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
3ways_3,N50019,N34800,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
3ways_3,N43317,N12802,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
3ways_3,N43317,N97603,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
3ways_3,N64651,N77862,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
3ways_3,N64651,N42432,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
6vs1_1,N56747,N56864,0.0,0.0,0.0,0.0001,0.0014,0.0093,0.0341,0.0839,0.1532,0.2276,0.2944,0.3486
6vs1_1,N56747,N82829,1.0,1.0,1.0,0.9999,0.9986,0.9907,0.9659,0.9161,0.8468,0.7724,0.7056,0.6514
3ways_2,N90891,N81595,0.0,0.0,0.0005,0.004,0.0181,0.0499,0.0963,0.1469,0.1924,0.2294,0.2577,0.2787
3ways_2,N90891,N13245,1.0,0.9992,0.9936,0.9709,0.9149,0.8232,0.7157,0.6162,0.5367,0.4776,0.4354,0.4055
