world,node,child,value_0.2_1,value_0.28_1,value_0.391_1,value_0.547_1,value_0.765_1,value_1.07_1,value_1.496_1,value_2.092_1,value_2.925_1,value_4.091_1,value_5.721_1,value_8_1
4ways,N20811,N50954,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
4ways,N20811,N30238,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
4ways,N25416,N46107,1.0,1.0,1.0,0.9993,0.9947,0.9768,0.9355,0.8712,0.797,0.7267,0.668,0.6225
4ways,N25416,N67687,0.0,0.0,0.0,0.0007,0.0053,0.0232,0.0645,0.1288,0.203,0.2733,0.332,0.3775
4ways,N38655,N79056,1.0,1.0,1.0,0.9993,0.9947,0.9768,0.9355,0.8712,0.797,0.7267,0.668,0.6225
4ways,N38655,N22842,0.0,0.0,0.0,0.0007,0.0053,0.0232,0.0645,0.1288,0.203,0.2733,0.332,0.3775
4ways,N81529,N85196,1.0,1.0,1.0,1.0,0.9996,0.9963,0.9822,0.9462,0.8861,0.8125,0.7405,0.6792
4ways,N81529,N19126,0.0,0.0,0.0,0.0,0.0004,0.0037,0.0178,0.0538,0.1139,0.1875,0.2595,0.3208
4ways,N95080,N88611,1.0,1.0,1.0,1.0,0.9996,0.9963,0.9822,0.9462,0.8861,0.8125,0.7405,0.6792
4ways,N95080,N18220,0.0,0.0,0.0,0.0,0.0004,0.0037,0.0178,0.0538,0.1139,0.1875,0.2595,0.3208
4ways,N22474,N35001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
4ways,N22474,N29539,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
4ways,N99878,N73325,1.0,1.0,1.0,0.9999,0.9986,0.9907,0.9659,0.9161,0.8468,0.7724,0.7056,0.6514
4ways,N99878,N57901,0.0,0.0,0.0,0.0001,0.0014,0.0093,0.0341,0.0839,0.1532,0.2276,0.2944,0.3486
4ways,N60238,N13644,1.0,1.0,1.0,0.9999,0.9986,0.9907,0.9659,0.9161,0.8468,0.7724,0.7056,0.6514
4ways,N60238,N33016,0.0,0.0,0.0,0.0001,0.0014,0.0093,0.0341,0.0839,0.1532,0.2276,0.2944,0.3486
4ways,N70552,N17060,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
4ways,N70552,N30543,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
4ways,N70945,N40273,1.0,1.0,1.0,0.9993,0.9947,0.9768,0.9355,0.8712,0.797,0.7267,0.668,0.6225
4ways,N70945,N45998,0.0,0.0,0.0,0.0007,0.0053,0.0232,0.0645,0.1288,0.203,0.2733,0.332,0.3775
4ways,N19695,N43251,1.0,1.0,1.0,0.9993,0.9947,0.9768,0.9355,0.8712,0.797,0.7267,0.668,0.6225
4ways,N19695,N68434,0.0,0.0,0.0,0.0007,0.0053,0.0232,0.0645,0.1288,0.203,0.2733,0.332,0.3775
4ways,N68334,N75021,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
4ways,N68334,N55430,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
4ways,N14860,N96551,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
4ways,N14860,N32558,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
4ways,N67846,N51445,1.0,0.9992,0.994,0.9748,0.9318,0.8664,0.792,0.7223,0.6646,0.6198,0.5865,0.5622
4ways,N67846,N48696,0.0,0.0008,0.006,0.0252,0.0682,0.1336,0.208,0.2777,0.3354,0.3802,0.4135,0.4378
4ways,N79384,N70045,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
4ways,N79384,N56788,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
4ways,N99186,N27839,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
4ways,N99186,N60822,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
4ways,N84945,N65345,1.0,0.9992,0.994,0.9748,0.9318,0.8664,0.792,0.7223,0.6646,0.6198,0.5865,0.5622
4ways,N84945,N27552,0.0,0.0008,0.006,0.0252,0.0682,0.1336,0.208,0.2777,0.3354,0.3802,0.4135,0.4378
4ways,N24918,N79823,1.0,1.0,1.0,0.9999,0.9986,0.9907,0.9659,0.9161,0.8468,0.7724,0.7056,0.6514
4ways,N24918,N96706,0.0,0.0,0.0,0.0001,0.0014,0.0093,0.0341,0.0839,0.1532,0.2276,0.2944,0.3486
4ways,N77546,N54553,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
4ways,N77546,N39780,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
4ways,N16090,N26846,1.0,0.9992,0.994,0.9748,0.9318,0.8664,0.792,0.7223,0.6646,0.6198,0.5865,0.5622
4ways,N16090,N66021,0.0,0.0008,0.006,0.0252,0.0682,0.1336,0.208,0.2777,0.3354,0.3802,0.4135,0.4378
4ways,N64741,N21259,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
4ways,N64741,N92391,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
4ways,N83433,N11692,1.0,1.0,1.0,1.0,0.9996,0.9963,0.9822,0.9462,0.8861,0.8125,0.7405,0.6792
4ways,N83433,N85488,0.0,0.0,0.0,0.0,0.0004,0.0037,0.0178,0.0538,0.1139,0.1875,0.2595,0.3208
4ways,N57637,N98600,1.0,1.0,1.0,0.9999,0.9986,0.9907,0.9659,0.9161,0.8468,0.7724,0.7056,0.6514
4ways,N57637,N85102,0.0,0.0,0.0,0.0001,0.0014,0.0093,0.0341,0.0839,0.1532,0.2276,0.2944,0.3486
4ways,N97788,N44503,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
4ways,N97788,N24895,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
4ways,N39247,N47659,1.0,0.9992,0.994,0.9748,0.9318,0.8664,0.792,0.7223,0.6646,0.6198,0.5865,0.5622
4ways,N39247,N91153,0.0,0.0008,0.006,0.0252,0.0682,0.1336,0.208,0.2777,0.3354,0.3802,0.4135,0.4378
4ways,N66641,N39797,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
4ways,N66641,N17903,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
4ways,N38171,N79618,1.0,1.0,1.0,1.0,0.9996,0.9963,0.9822,0.9462,0.8861,0.8125,0.7405,0.6792
4ways,N38171,N92012,0.0,0.0,0.0,0.0,0.0004,0.0037,0.0178,0.0538,0.1139,0.1875,0.2595,0.3208
Equal_6vs6,N11226,N33423,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Equal_6vs6,N11226,N12169,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Equal_8vs3,N70001,N74194,1.0,1.0,1.0,1.0,0.9996,0.9963,0.9822,0.9462,0.8861,0.8125,0.7405,0.6792
Equal_8vs3,N70001,N18204,0.0,0.0,0.0,0.0,0.0004,0.0037,0.0178,0.0538,0.1139,0.1875,0.2595,0.3208
Equal_7vs9_mirror,N74301,N10790,1.0,0.9992,0.994,0.9748,0.9318,0.8664,0.792,0.7223,0.6646,0.6198,0.5865,0.5622
Equal_7vs9_mirror,N74301,N85381,0.0,0.0008,0.006,0.0252,0.0682,0.1336,0.208,0.2777,0.3354,0.3802,0.4135,0.4378
Equal_2vs5,N78389,N61252,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
Equal_2vs5,N78389,N23723,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
Equal_7vs9,N23168,N97931,1.0,0.9992,0.994,0.9748,0.9318,0.8664,0.792,0.7223,0.6646,0.6198,0.5865,0.5622
Equal_7vs9,N23168,N71964,0.0,0.0008,0.006,0.0252,0.0682,0.1336,0.208,0.2777,0.3354,0.3802,0.4135,0.4378
6vs2,N57320,N16786,1.0,0.9992,0.994,0.9748,0.9318,0.8664,0.792,0.7223,0.6646,0.6198,0.5865,0.5622
6vs2,N57320,N92511,0.0,0.0008,0.006,0.0252,0.0682,0.1336,0.208,0.2777,0.3354,0.3802,0.4135,0.4378
Equal_8vs8_mirror,N25275,N90121,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Equal_8vs8_mirror,N25275,N19704,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
4vs1,N71706,N89283,0.9933,0.9727,0.9281,0.8615,0.787,0.718,0.6612,0.6173,0.5846,0.5608,0.5436,0.5312
4vs1,N71706,N66282,0.0067,0.0273,0.0719,0.1385,0.213,0.282,0.3388,0.3827,0.4154,0.4392,0.4564,0.4688
4vs1,N66282,N87450,1.0,1.0,1.0,0.9993,0.9947,0.9768,0.9355,0.8712,0.797,0.7267,0.668,0.6225
4vs1,N66282,N37939,0.0,0.0,0.0,0.0007,0.0053,0.0232,0.0645,0.1288,0.203,0.2733,0.332,0.3775
Equal_7vs2,N75113,N97490,1.0,1.0,1.0,0.9999,0.9986,0.9907,0.9659,0.9161,0.8468,0.7724,0.7056,0.6514
Equal_7vs2,N75113,N76871,0.0,0.0,0.0,0.0001,0.0014,0.0093,0.0341,0.0839,0.1532,0.2276,0.2944,0.3486
Equal_7vs2_mirror,N10437,N63818,1.0,1.0,1.0,0.9999,0.9986,0.9907,0.9659,0.9161,0.8468,0.7724,0.7056,0.6514
Equal_7vs2_mirror,N10437,N65890,0.0,0.0,0.0,0.0001,0.0014,0.0093,0.0341,0.0839,0.1532,0.2276,0.2944,0.3486
Equal_8vs3_mirror,N74322,N68066,1.0,1.0,1.0,1.0,0.9996,0.9963,0.9822,0.9462,0.8861,0.8125,0.7405,0.6792
Equal_8vs3_mirror,N74322,N55102,0.0,0.0,0.0,0.0,0.0004,0.0037,0.0178,0.0538,0.1139,0.1875,0.2595,0.3208
4ways_mirror,N71965,N55786,1.0,0.9992,0.994,0.9746,0.9293,0.8526,0.75,0.6379,0.5357,0.454,0.3938,0.351
4ways_mirror,N71965,N68849,0.0,0.0008,0.006,0.0252,0.068,0.1315,0.197,0.2452,0.2704,0.2785,0.2776,0.2733
4ways_mirror,N71965,N87420,0.0,0.0,0.0,0.0001,0.0013,0.008,0.0265,0.0584,0.097,0.1338,0.1643,0.1879
4ways_mirror,N71965,N28069,0.0,0.0,0.0,0.0001,0.0013,0.008,0.0265,0.0584,0.097,0.1338,0.1643,0.1879
4ways_mirror,N55786,N68398,1.0,1.0,0.9991,0.9918,0.9619,0.8919,0.7879,0.6772,0.5824,0.51,0.4579,0.4211
4ways_mirror,N55786,N22049,0.0,0.0,0.0005,0.0041,0.0191,0.054,0.1061,0.1614,0.2088,0.245,0.271,0.2894
4ways_mirror,N55786,N79058,0.0,0.0,0.0005,0.0041,0.0191,0.054,0.1061,0.1614,0.2088,0.245,0.271,0.2894
4ways_mirror,N68849,N28828,1.0,1.0,1.0,0.9999,0.9978,0.9836,0.9332,0.8297,0.6954,0.5695,0.4721,0.4032
4ways_mirror,N68849,N48426,0.0,0.0,0.0,0.0001,0.0014,0.0092,0.033,0.076,0.1258,0.1678,0.197,0.2158
4ways_mirror,N68849,N16410,0.0,0.0,0.0,0.0,0.0004,0.0036,0.0169,0.0471,0.0894,0.1314,0.1654,0.1905
4ways_mirror,N68849,N53771,0.0,0.0,0.0,0.0,0.0004,0.0036,0.0169,0.0471,0.0894,0.1314,0.1654,0.1905
4ways_mirror,N87420,N90986,1.0,1.0,0.9995,0.9958,0.9792,0.9346,0.8547,0.7519,0.6495,0.5634,0.4977,0.4499
4ways_mirror,N87420,N68046,0.0,0.0,0.0005,0.0041,0.0194,0.0566,0.1151,0.1792,0.2329,0.2706,0.2946,0.3092
4ways_mirror,N87420,N93564,0.0,0.0,0.0,0.0001,0.0014,0.0087,0.0302,0.0689,0.1176,0.166,0.2077,0.2408
4ways_mirror,N28069,N21757,1.0,1.0,0.9995,0.9958,0.9792,0.9346,0.8547,0.7519,0.6495,0.5634,0.4977,0.4499
4ways_mirror,N28069,N22145,0.0,0.0,0.0005,0.0041,0.0194,0.0566,0.1151,0.1792,0.2329,0.2706,0.2946,0.3092
4ways_mirror,N28069,N71364,0.0,0.0,0.0,0.0001,0.0014,0.0087,0.0302,0.0689,0.1176,0.166,0.2077,0.2408
4ways_mirror,N68398,N60588,1.0,1.0,1.0,1.0,0.9992,0.9927,0.965,0.898,0.7955,0.6843,0.588,0.5142
4ways_mirror,N68398,N23137,0.0,0.0,0.0,0.0,0.0004,0.0036,0.0175,0.051,0.1023,0.1579,0.206,0.2429
4ways_mirror,N68398,N79304,0.0,0.0,0.0,0.0,0.0004,0.0036,0.0175,0.051,0.1023,0.1579,0.206,0.2429
4ways_mirror,N22049,N94824,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
4ways_mirror,N22049,N37493,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
4ways_mirror,N79058,N46312,1.0,1.0,0.9995,0.9959,0.9806,0.9429,0.8814,0.8075,0.7361,0.6755,0.6282,0.5927
4ways_mirror,N79058,N31173,0.0,0.0,0.0005,0.0041,0.0194,0.0571,0.1186,0.1925,0.2639,0.3245,0.3718,0.4073
4ways_mirror,N28828,N75273,0.9867,0.9468,0.8658,0.7568,0.6489,0.5601,0.4938,0.4464,0.4131,0.3897,0.3732,0.3617
4ways_mirror,N28828,N37033,0.0066,0.0266,0.0671,0.1216,0.1756,0.22,0.2531,0.2768,0.2935,0.3052,0.3134,0.3192
4ways_mirror,N28828,N88234,0.0066,0.0266,0.0671,0.1216,0.1756,0.22,0.2531,0.2768,0.2935,0.3052,0.3134,0.3192
4ways_mirror,N48426,N41451,0.9999,0.9984,0.9881,0.9509,0.8723,0.7642,0.6556,0.5653,0.4977,0.4491,0.4149,0.391
4ways_mirror,N48426,N27413,0.0,0.0008,0.0059,0.0246,0.0639,0.1179,0.1722,0.2173,0.2512,0.2754,0.2925,0.3045
4ways_mirror,N48426,N45999,0.0,0.0008,0.0059,0.0246,0.0639,0.1179,0.1722,0.2173,0.2512,0.2754,0.2925,0.3045
4ways_mirror,N16410,N32267,1.0,1.0,1.0,0.9992,0.9932,0.9679,0.9055,0.8068,0.6965,0.5985,0.5224,0.4669
4ways_mirror,N16410,N87145,0.0,0.0,0.0,0.0007,0.0053,0.023,0.0625,0.1192,0.1774,0.2251,0.2596,0.2832
4ways_mirror,N16410,N55789,0.0,0.0,0.0,0.0001,0.0014,0.009,0.032,0.0739,0.1261,0.1763,0.218,0.2499
4ways_mirror,N53771,N38229,1.0,1.0,1.0,0.9992,0.9932,0.9679,0.9055,0.8068,0.6965,0.5985,0.5224,0.4669
4ways_mirror,N53771,N15390,0.0,0.0,0.0,0.0007,0.0053,0.023,0.0625,0.1192,0.1774,0.2251,0.2596,0.2832
4ways_mirror,N53771,N65464,0.0,0.0,0.0,0.0001,0.0014,0.009,0.032,0.0739,0.1261,0.1763,0.218,0.2499
4ways_mirror,N90986,N21041,1.0,0.9992,0.994,0.9748,0.9318,0.8664,0.792,0.7223,0.6646,0.6198,0.5865,0.5622
4ways_mirror,N90986,N47798,0.0,0.0008,0.006,0.0252,0.0682,0.1336,0.208,0.2777,0.3354,0.3802,0.4135,0.4378
4ways_mirror,N68046,N53960,1.0,1.0,1.0,0.9999,0.9982,0.9872,0.9492,0.8708,0.7636,0.6556,0.5657,0.4981
4ways_mirror,N68046,N42350,0.0,0.0,0.0,0.0001,0.0014,0.0092,0.0336,0.0798,0.1382,0.1931,0.2361,0.2666
4ways_mirror,N68046,N46824,0.0,0.0,0.0,0.0,0.0004,0.0036,0.0172,0.0495,0.0982,0.1513,0.1982,0.2353
