world,node,child,value_0.2_0,value_0.2_0.1,value_0.2_0.2,value_0.2_0.3,value_0.2_0.4,value_0.2_0.5,value_0.2_0.6,value_0.2_0.7,value_0.2_0.8,value_0.2_0.9,value_0.2_1,value_0.28_0,value_0.28_0.1,value_0.28_0.2,value_0.28_0.3,value_0.28_0.4,value_0.28_0.5,value_0.28_0.6,value_0.28_0.7,value_0.28_0.8,value_0.28_0.9,value_0.28_1,value_0.391_0,value_0.391_0.1,value_0.391_0.2,value_0.391_0.3,value_0.391_0.4,value_0.391_0.5,value_0.391_0.6,value_0.391_0.7,value_0.391_0.8,value_0.391_0.9,value_0.391_1,value_0.547_0,value_0.547_0.1,value_0.547_0.2,value_0.547_0.3,value_0.547_0.4,value_0.547_0.5,value_0.547_0.6,value_0.547_0.7,value_0.547_0.8,value_0.547_0.9,value_0.547_1,value_0.765_0,value_0.765_0.1,value_0.765_0.2,value_0.765_0.3,value_0.765_0.4,value_0.765_0.5,value_0.765_0.6,value_0.765_0.7,value_0.765_0.8,value_0.765_0.9,value_0.765_1,value_1.07_0,value_1.07_0.1,value_1.07_0.2,value_1.07_0.3,value_1.07_0.4,value_1.07_0.5,value_1.07_0.6,value_1.07_0.7,value_1.07_0.8,value_1.07_0.9,value_1.07_1,value_1.496_0,value_1.496_0.1,value_1.496_0.2,value_1.496_0.3,value_1.496_0.4,value_1.496_0.5,value_1.496_0.6,value_1.496_0.7,value_1.496_0.8,value_1.496_0.9,value_1.496_1,value_2.092_0,value_2.092_0.1,value_2.092_0.2,value_2.092_0.3,value_2.092_0.4,value_2.092_0.5,value_2.092_0.6,value_2.092_0.7,value_2.092_0.8,value_2.092_0.9,value_2.092_1,value_2.925_0,value_2.925_0.1,value_2.925_0.2,value_2.925_0.3,value_2.925_0.4,value_2.925_0.5,value_2.925_0.6,value_2.925_0.7,value_2.925_0.8,value_2.925_0.9,value_2.925_1,value_4.091_0,value_4.091_0.1,value_4.091_0.2,value_4.091_0.3,value_4.091_0.4,value_4.091_0.5,value_4.091_0.6,value_4.091_0.7,value_4.091_0.8,value_4.091_0.9,value_4.091_1,value_5.721_0,value_5.721_0.1,value_5.721_0.2,value_5.721_0.3,value_5.721_0.4,value_5.721_0.5,value_5.721_0.6,value_5.721_0.7,value_5.721_0.8,value_5.721_0.9,value_5.721_1,value_8_0,value_8_0.1,value_8_0.2,value_8_0.3,value_8_0.4,value_8_0.5,value_8_0.6,value_8_0.7,value_8_0.8,value_8_0.9,value_8_1
3ways_4_mirror,N40560,N34466,0.0,0.0006,0.0067,0.0758,0.4994,0.9237,0.9932,0.9994,0.9999,1.0,1.0,0.0008,0.0047,0.0273,0.1428,0.4966,0.853,0.9711,0.9948,0.999,0.9998,1.0,0.0059,0.0209,0.0708,0.2131,0.4886,0.7693,0.9195,0.9744,0.9919,0.9973,0.9991,0.0246,0.0585,0.1323,0.2712,0.4736,0.6824,0.8348,0.9209,0.9632,0.9828,0.9918,0.0639,0.1139,0.1941,0.3095,0.4528,0.6021,0.7322,0.8299,0.8956,0.9369,0.9619,0.1179,0.1719,0.2429,0.3304,0.43,0.5339,0.6334,0.7212,0.7934,0.8497,0.8919,0.1722,0.2201,0.2762,0.3396,0.4084,0.4801,0.5517,0.6201,0.6832,0.7393,0.7879,0.2173,0.2554,0.2973,0.3424,0.3901,0.4394,0.4895,0.5392,0.5876,0.6338,0.6772,0.2512,0.2799,0.3104,0.3423,0.3754,0.4096,0.4443,0.4793,0.5142,0.5486,0.5824,0.2754,0.2965,0.3184,0.341,0.3642,0.3879,0.412,0.4364,0.4609,0.4855,0.51,0.2925,0.3078,0.3235,0.3395,0.3558,0.3723,0.3892,0.4062,0.4233,0.4406,0.4579,0.3045,0.3155,0.3267,0.3381,0.3496,0.3612,0.373,0.3849,0.3969,0.409,0.4211
3ways_4_mirror,N40560,N92681,0.9999,0.9993,0.993,0.9234,0.4994,0.0758,0.0067,0.0006,0.0,0.0,0.0,0.9984,0.9937,0.9695,0.8515,0.4966,0.143,0.0273,0.0047,0.0008,0.0001,0.0,0.9881,0.9694,0.9139,0.7656,0.4886,0.2141,0.0713,0.021,0.006,0.0017,0.0005,0.9509,0.9077,0.8235,0.6765,0.4736,0.2736,0.1342,0.0593,0.0249,0.0102,0.0041,0.8723,0.8092,0.7173,0.595,0.4528,0.3132,0.1981,0.1168,0.0656,0.0357,0.0191,0.7642,0.6983,0.6185,0.5272,0.43,0.3346,0.2488,0.1775,0.1224,0.0821,0.054,0.6556,0.5998,0.5389,0.4743,0.4084,0.3437,0.2827,0.2275,0.1794,0.139,0.1061,0.5653,0.5232,0.4795,0.4349,0.3901,0.346,0.3035,0.2632,0.2259,0.1918,0.1614,0.4977,0.4675,0.4369,0.4061,0.3754,0.3452,0.3156,0.287,0.2595,0.2334,0.2088,0.4491,0.4279,0.4066,0.3853,0.3642,0.3433,0.3227,0.3024,0.2827,0.2635,0.245,0.4149,0.4001,0.3853,0.3705,0.3558,0.3412,0.3267,0.3125,0.2984,0.2846,0.271,0.391,0.3806,0.3702,0.3599,0.3496,0.3393,0.3292,0.3191,0.3091,0.2992,0.2894
3ways_4_mirror,N40560,N81346,0.0,0.0001,0.0003,0.0008,0.0012,0.0005,0.0001,0.0,0.0,0.0,0.0,0.0008,0.0016,0.0032,0.0057,0.0068,0.004,0.0016,0.0006,0.0002,0.0001,0.0,0.0059,0.0097,0.0153,0.0213,0.0227,0.0166,0.0092,0.0045,0.0021,0.001,0.0005,0.0246,0.0338,0.0442,0.0523,0.0528,0.044,0.0311,0.0198,0.012,0.0071,0.0041,0.0639,0.0769,0.0886,0.0954,0.0943,0.0847,0.0696,0.0533,0.0389,0.0275,0.0191,0.1179,0.1298,0.1386,0.1425,0.1401,0.1314,0.1178,0.1013,0.0842,0.0681,0.054,0.1722,0.1801,0.1849,0.1861,0.1831,0.1762,0.1656,0.1524,0.1373,0.1216,0.1061,0.2173,0.2213,0.2232,0.2227,0.2198,0.2145,0.207,0.1976,0.1866,0.1744,0.1614,0.2512,0.2526,0.2528,0.2516,0.2491,0.2452,0.2401,0.2338,0.2263,0.218,0.2088,0.2754,0.2756,0.275,0.2737,0.2716,0.2688,0.2653,0.2612,0.2564,0.2509,0.245,0.2925,0.2921,0.2913,0.2901,0.2885,0.2865,0.2841,0.2814,0.2783,0.2748,0.271,0.3045,0.3039,0.3031,0.3021,0.3009,0.2995,0.2978,0.296,0.294,0.2918,0.2894
3ways_4_mirror,N34466,N29622,1.0,0.9999,0.9997,0.9991,0.9975,0.9933,0.982,0.9526,0.8808,0.7311,0.5,0.9992,0.9984,0.9967,0.9933,0.9864,0.9727,0.9457,0.895,0.8067,0.6713,0.5,0.994,0.9901,0.9836,0.9729,0.9556,0.9281,0.8855,0.8227,0.7356,0.6252,0.5,0.9748,0.9641,0.9491,0.9282,0.8997,0.8615,0.8119,0.7497,0.6751,0.5904,0.5,0.9318,0.9132,0.8901,0.8618,0.8276,0.787,0.74,0.6866,0.6278,0.565,0.5,0.8664,0.8432,0.8169,0.7872,0.7543,0.718,0.6787,0.6366,0.5924,0.5466,0.5,0.792,0.7691,0.7445,0.7183,0.6904,0.6612,0.6306,0.5989,0.5664,0.5334,0.5,0.7223,0.7027,0.6824,0.6613,0.6396,0.6173,0.5945,0.5712,0.5477,0.5239,0.5,0.6646,0.6492,0.6334,0.6174,0.6011,0.5846,0.568,0.5511,0.5341,0.5171,0.5,0.6198,0.6083,0.5965,0.5847,0.5728,0.5608,0.5487,0.5366,0.5244,0.5122,0.5,0.5865,0.578,0.5695,0.5609,0.5522,0.5436,0.5349,0.5262,0.5175,0.5087,0.5,0.5622,0.556,0.5498,0.5436,0.5374,0.5312,0.525,0.5187,0.5125,0.5062,0.5
3ways_4_mirror,N34466,N46583,0.0,0.0001,0.0003,0.0009,0.0025,0.0067,0.018,0.0474,0.1192,0.2689,0.5,0.0008,0.0016,0.0033,0.0067,0.0136,0.0273,0.0543,0.105,0.1933,0.3287,0.5,0.006,0.0099,0.0164,0.0271,0.0444,0.0719,0.1145,0.1773,0.2644,0.3748,0.5,0.0252,0.0359,0.0509,0.0718,0.1003,0.1385,0.1881,0.2503,0.3249,0.4096,0.5,0.0682,0.0868,0.1099,0.1382,0.1724,0.213,0.26,0.3134,0.3722,0.435,0.5,0.1336,0.1568,0.1831,0.2128,0.2457,0.282,0.3213,0.3634,0.4076,0.4534,0.5,0.208,0.2309,0.2555,0.2817,0.3096,0.3388,0.3694,0.4011,0.4336,0.4666,0.5,0.2777,0.2973,0.3176,0.3387,0.3604,0.3827,0.4055,0.4288,0.4523,0.4761,0.5,0.3354,0.3508,0.3666,0.3826,0.3989,0.4154,0.432,0.4489,0.4659,0.4829,0.5,0.3802,0.3917,0.4035,0.4153,0.4272,0.4392,0.4513,0.4634,0.4756,0.4878,0.5,0.4135,0.422,0.4305,0.4391,0.4478,0.4564,0.4651,0.4738,0.4825,0.4913,0.5,0.4378,0.444,0.4502,0.4564,0.4626,0.4688,0.475,0.4813,0.4875,0.4938,0.5
3ways_4_mirror,N92681,N31638,0.5,0.8176,0.9526,0.989,0.9975,0.9994,0.9999,1.0,1.0,1.0,1.0,0.5,0.7449,0.895,0.9614,0.9864,0.9953,0.9984,0.9994,0.9998,0.9999,1.0,0.5,0.6829,0.8227,0.909,0.9556,0.9789,0.9901,0.9954,0.9978,0.999,0.9995,0.5,0.6338,0.7497,0.8383,0.8997,0.9395,0.9641,0.9789,0.9877,0.9929,0.9959,0.5,0.5968,0.6866,0.7643,0.8276,0.8766,0.9132,0.9396,0.9584,0.9715,0.9806,0.5,0.5696,0.6366,0.6987,0.7543,0.8025,0.8432,0.8768,0.904,0.9258,0.9429,0.5,0.55,0.5989,0.646,0.6904,0.7316,0.7691,0.8028,0.8326,0.8587,0.8814,0.5,0.5358,0.5712,0.6059,0.6396,0.6719,0.7027,0.7318,0.759,0.7843,0.8075,0.5,0.5256,0.5511,0.5763,0.6011,0.6255,0.6492,0.6722,0.6943,0.7157,0.7361,0.5,0.5183,0.5366,0.5548,0.5728,0.5907,0.6083,0.6256,0.6426,0.6593,0.6755,0.5,0.5131,0.5262,0.5392,0.5522,0.5652,0.578,0.5908,0.6034,0.6158,0.6282,0.5,0.5094,0.5187,0.5281,0.5374,0.5467,0.556,0.5653,0.5744,0.5836,0.5927
3ways_4_mirror,N92681,N67014,0.5,0.1824,0.0474,0.011,0.0025,0.0006,0.0001,0.0,0.0,0.0,0.0,0.5,0.2551,0.105,0.0386,0.0136,0.0047,0.0016,0.0006,0.0002,0.0001,0.0,0.5,0.3171,0.1773,0.091,0.0444,0.0211,0.0099,0.0046,0.0022,0.001,0.0005,0.5,0.3662,0.2503,0.1617,0.1003,0.0605,0.0359,0.0211,0.0123,0.0071,0.0041,0.5,0.4032,0.3134,0.2357,0.1724,0.1234,0.0868,0.0604,0.0416,0.0285,0.0194,0.5,0.4304,0.3634,0.3013,0.2457,0.1975,0.1568,0.1232,0.096,0.0742,0.0571,0.5,0.45,0.4011,0.354,0.3096,0.2684,0.2309,0.1972,0.1674,0.1413,0.1186,0.5,0.4642,0.4288,0.3941,0.3604,0.3281,0.2973,0.2682,0.241,0.2157,0.1925,0.5,0.4744,0.4489,0.4237,0.3989,0.3745,0.3508,0.3278,0.3057,0.2843,0.2639,0.5,0.4817,0.4634,0.4452,0.4272,0.4093,0.3917,0.3744,0.3574,0.3407,0.3245,0.5,0.4869,0.4738,0.4608,0.4478,0.4348,0.422,0.4092,0.3966,0.3842,0.3718,0.5,0.4906,0.4813,0.4719,0.4626,0.4533,0.444,0.4347,0.4256,0.4164,0.4073
3ways_4_mirror,N81346,N70291,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9994,0.9996,0.9997,0.9998,0.9999,0.9999,0.9999,1.0,1.0,1.0,0.994,0.9954,0.9964,0.9972,0.9978,0.9983,0.9987,0.999,0.9992,0.9994,0.9995,0.9748,0.9789,0.9824,0.9853,0.9877,0.9898,0.9914,0.9929,0.9941,0.995,0.9959,0.9318,0.9396,0.9466,0.9529,0.9584,0.9633,0.9677,0.9715,0.9749,0.9779,0.9806,0.8664,0.8768,0.8866,0.8956,0.904,0.9119,0.9191,0.9258,0.9319,0.9376,0.9429,0.792,0.8028,0.8131,0.8231,0.8326,0.8417,0.8504,0.8587,0.8666,0.8742,0.8814,0.7223,0.7318,0.7411,0.7502,0.759,0.7676,0.7761,0.7843,0.7922,0.8,0.8075,0.6646,0.6722,0.6796,0.687,0.6943,0.7016,0.7087,0.7157,0.7226,0.7294,0.7361,0.6198,0.6256,0.6313,0.637,0.6426,0.6482,0.6537,0.6593,0.6647,0.6702,0.6755,0.5865,0.5908,0.595,0.5992,0.6034,0.6075,0.6117,0.6158,0.62,0.6241,0.6282,0.5622,0.5653,0.5683,0.5714,0.5744,0.5775,0.5805,0.5836,0.5866,0.5896,0.5927
3ways_4_mirror,N81346,N67187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0006,0.0004,0.0003,0.0002,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.006,0.0046,0.0036,0.0028,0.0022,0.0017,0.0013,0.001,0.0008,0.0006,0.0005,0.0252,0.0211,0.0176,0.0147,0.0123,0.0102,0.0086,0.0071,0.0059,0.005,0.0041,0.0682,0.0604,0.0534,0.0471,0.0416,0.0367,0.0323,0.0285,0.0251,0.0221,0.0194,0.1336,0.1232,0.1134,0.1044,0.096,0.0881,0.0809,0.0742,0.0681,0.0624,0.0571,0.208,0.1972,0.1869,0.1769,0.1674,0.1583,0.1496,0.1413,0.1334,0.1258,0.1186,0.2777,0.2682,0.2589,0.2498,0.241,0.2324,0.2239,0.2157,0.2078,0.2,0.1925,0.3354,0.3278,0.3204,0.313,0.3057,0.2984,0.2913,0.2843,0.2774,0.2706,0.2639,0.3802,0.3744,0.3687,0.363,0.3574,0.3518,0.3463,0.3407,0.3353,0.3298,0.3245,0.4135,0.4092,0.405,0.4008,0.3966,0.3925,0.3883,0.3842,0.38,0.3759,0.3718,0.4378,0.4347,0.4317,0.4286,0.4256,0.4225,0.4195,0.4164,0.4134,0.4104,0.4073
Loop_1,N62643,N98452,0.0,0.0,0.0,0.0,0.0009,0.0758,0.8789,0.9976,0.9996,0.9999,1.0,0.0,0.0,0.0,0.0003,0.0067,0.143,0.7978,0.9839,0.9963,0.9984,0.9992,0.0,0.0,0.0003,0.0028,0.027,0.2141,0.7113,0.94,0.9801,0.9897,0.994,0.0001,0.0006,0.0029,0.0146,0.0706,0.2736,0.6278,0.8545,0.9332,0.9609,0.9742,0.0014,0.0047,0.0149,0.0461,0.1318,0.3132,0.5552,0.7445,0.8475,0.8989,0.9272,0.0092,0.0208,0.0463,0.0985,0.1933,0.3346,0.4966,0.6382,0.7396,0.8057,0.8489,0.033,0.0576,0.0975,0.1582,0.2418,0.3437,0.4517,0.552,0.6357,0.7012,0.7509,0.0774,0.111,0.1552,0.2104,0.2751,0.346,0.4185,0.488,0.551,0.606,0.6527,0.1329,0.1668,0.2058,0.2494,0.2963,0.3452,0.3944,0.4423,0.4878,0.53,0.5684,0.1854,0.2138,0.2443,0.2764,0.3096,0.3433,0.377,0.4102,0.4424,0.4733,0.5026,0.2275,0.2492,0.2716,0.2945,0.3178,0.3412,0.3645,0.3876,0.4104,0.4326,0.4541,0.2585,0.2744,0.2904,0.3067,0.323,0.3393,0.3556,0.3718,0.3879,0.4037,0.4192
Loop_1,N62643,N30259,0.0,0.0,0.0,0.0,0.0,0.0005,0.0022,0.0009,0.0003,0.0001,0.0,0.0,0.0,0.0,0.0,0.0004,0.004,0.011,0.0066,0.0033,0.0016,0.0008,0.0,0.0,0.0001,0.0006,0.0035,0.0166,0.033,0.0262,0.0164,0.0099,0.006,0.0001,0.0004,0.0014,0.0049,0.0164,0.044,0.07,0.0661,0.0501,0.0358,0.0252,0.0014,0.0036,0.0088,0.0211,0.0463,0.0847,0.1157,0.1194,0.1047,0.0855,0.0679,0.0092,0.0173,0.0319,0.0562,0.0915,0.1314,0.1618,0.1725,0.1658,0.1498,0.1309,0.033,0.0504,0.0746,0.1059,0.1417,0.1762,0.2025,0.2165,0.2182,0.2105,0.1972,0.0774,0.1009,0.1282,0.1579,0.1877,0.2145,0.2358,0.2499,0.2565,0.2563,0.2509,0.1329,0.1558,0.1795,0.2031,0.2254,0.2452,0.2617,0.2741,0.2823,0.2864,0.2869,0.1854,0.2036,0.2216,0.2387,0.2546,0.2688,0.2811,0.2913,0.2992,0.3048,0.3083,0.2275,0.2406,0.2533,0.2652,0.2763,0.2865,0.2956,0.3035,0.3103,0.3158,0.3202,0.2585,0.2676,0.2763,0.2845,0.2923,0.2995,0.3061,0.3121,0.3175,0.3223,0.3265
Loop_1,N62643,N46040,1.0,1.0,1.0,1.0,0.9991,0.9237,0.1189,0.0015,0.0,0.0,0.0,1.0,1.0,1.0,0.9997,0.9929,0.853,0.1912,0.0095,0.0004,0.0,0.0,1.0,1.0,0.9996,0.9966,0.9695,0.7693,0.2557,0.0338,0.0035,0.0004,0.0,0.9998,0.9991,0.9958,0.9805,0.913,0.6824,0.3022,0.0794,0.0167,0.0033,0.0006,0.9971,0.9917,0.9763,0.9328,0.8218,0.6021,0.3291,0.1361,0.0478,0.0156,0.005,0.9817,0.9619,0.9218,0.8453,0.7152,0.5339,0.3417,0.1894,0.0946,0.0445,0.0202,0.934,0.8921,0.8279,0.7359,0.6165,0.4801,0.3457,0.2315,0.1461,0.0883,0.0518,0.8451,0.7881,0.7166,0.6317,0.5372,0.4394,0.3457,0.2621,0.1925,0.1377,0.0964,0.7342,0.6775,0.6147,0.5475,0.4782,0.4096,0.344,0.2836,0.2299,0.1836,0.1448,0.6293,0.5825,0.5341,0.4849,0.4359,0.3879,0.3419,0.2985,0.2584,0.2218,0.1891,0.5451,0.5102,0.4752,0.4403,0.4059,0.3723,0.3399,0.3089,0.2794,0.2516,0.2257,0.483,0.458,0.4333,0.4088,0.3848,0.3612,0.3383,0.3161,0.2946,0.274,0.2543
Loop_1,N46040,N16375,0.5,0.8808,0.982,0.9975,0.9997,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.8067,0.9457,0.9864,0.9967,0.9992,0.9998,1.0,1.0,1.0,1.0,0.5,0.7356,0.8855,0.9556,0.9836,0.994,0.9978,0.9992,0.9997,0.9999,1.0,0.5,0.6751,0.8119,0.8997,0.9491,0.9748,0.9877,0.9941,0.9971,0.9986,0.9993,0.5,0.6278,0.74,0.8276,0.8901,0.9318,0.9584,0.9749,0.985,0.991,0.9947,0.5,0.5924,0.6787,0.7543,0.8169,0.8664,0.904,0.9319,0.9522,0.9666,0.9768,0.5,0.5664,0.6306,0.6904,0.7445,0.792,0.8326,0.8666,0.8946,0.9173,0.9355,0.5,0.5477,0.5945,0.6396,0.6824,0.7223,0.759,0.7922,0.822,0.8482,0.8712,0.5,0.5341,0.568,0.6011,0.6334,0.6646,0.6943,0.7226,0.7491,0.774,0.797,0.5,0.5244,0.5487,0.5728,0.5965,0.6198,0.6426,0.6647,0.6862,0.7068,0.7267,0.5,0.5175,0.5349,0.5522,0.5695,0.5865,0.6034,0.62,0.6363,0.6523,0.668,0.5,0.5125,0.525,0.5374,0.5498,0.5622,0.5744,0.5866,0.5987,0.6106,0.6225
Loop_1,N46040,N69766,0.5,0.1192,0.018,0.0025,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1933,0.0543,0.0136,0.0033,0.0008,0.0002,0.0,0.0,0.0,0.0,0.5,0.2644,0.1145,0.0444,0.0164,0.006,0.0022,0.0008,0.0003,0.0001,0.0,0.5,0.3249,0.1881,0.1003,0.0509,0.0252,0.0123,0.0059,0.0029,0.0014,0.0007,0.5,0.3722,0.26,0.1724,0.1099,0.0682,0.0416,0.0251,0.015,0.009,0.0053,0.5,0.4076,0.3213,0.2457,0.1831,0.1336,0.096,0.0681,0.0478,0.0334,0.0232,0.5,0.4336,0.3694,0.3096,0.2555,0.208,0.1674,0.1334,0.1054,0.0827,0.0645,0.5,0.4523,0.4055,0.3604,0.3176,0.2777,0.241,0.2078,0.178,0.1518,0.1288,0.5,0.4659,0.432,0.3989,0.3666,0.3354,0.3057,0.2774,0.2509,0.226,0.203,0.5,0.4756,0.4513,0.4272,0.4035,0.3802,0.3574,0.3353,0.3138,0.2932,0.2733,0.5,0.4825,0.4651,0.4478,0.4305,0.4135,0.3966,0.38,0.3637,0.3477,0.332,0.5,0.4875,0.475,0.4626,0.4502,0.4378,0.4256,0.4134,0.4013,0.3894,0.3775
Equal_6vs3_mirror,N36202,N79961,0.0067,0.0293,0.1192,0.3775,0.7311,0.9241,0.982,0.9959,0.9991,0.9998,1.0,0.0273,0.0759,0.1933,0.4117,0.6713,0.8564,0.9457,0.9807,0.9933,0.9977,0.9992,0.0719,0.143,0.2644,0.4364,0.6252,0.7822,0.8855,0.9434,0.9729,0.9872,0.994,0.1385,0.2176,0.3249,0.4544,0.5904,0.7138,0.8119,0.8819,0.9282,0.9572,0.9748,0.213,0.286,0.3722,0.4674,0.565,0.6578,0.74,0.8081,0.8618,0.9022,0.9318,0.282,0.342,0.4076,0.4767,0.5466,0.6147,0.6787,0.7365,0.7872,0.8304,0.8664,0.3388,0.3851,0.4336,0.4833,0.5334,0.5828,0.6306,0.676,0.7183,0.757,0.792,0.3827,0.4171,0.4523,0.4881,0.5239,0.5595,0.5945,0.6285,0.6613,0.6927,0.7223,0.4154,0.4405,0.4659,0.4915,0.5171,0.5426,0.568,0.5929,0.6174,0.6413,0.6646,0.4392,0.4573,0.4756,0.4939,0.5122,0.5305,0.5487,0.5668,0.5847,0.6024,0.6198,0.4564,0.4694,0.4825,0.4956,0.5087,0.5218,0.5349,0.5479,0.5609,0.5737,0.5865,0.4688,0.4781,0.4875,0.4969,0.5062,0.5156,0.525,0.5343,0.5436,0.5529,0.5622
Equal_6vs3_mirror,N36202,N11570,0.9933,0.9707,0.8808,0.6225,0.2689,0.0759,0.018,0.0041,0.0009,0.0002,0.0,0.9727,0.9241,0.8067,0.5883,0.3287,0.1436,0.0543,0.0193,0.0067,0.0023,0.0008,0.9281,0.857,0.7356,0.5636,0.3748,0.2178,0.1145,0.0566,0.0271,0.0128,0.006,0.8615,0.7824,0.6751,0.5456,0.4096,0.2862,0.1881,0.1181,0.0718,0.0428,0.0252,0.787,0.714,0.6278,0.5326,0.435,0.3422,0.26,0.1919,0.1382,0.0978,0.0682,0.718,0.658,0.5924,0.5233,0.4534,0.3853,0.3213,0.2635,0.2128,0.1696,0.1336,0.6612,0.6149,0.5664,0.5167,0.4666,0.4172,0.3694,0.324,0.2817,0.243,0.208,0.6173,0.5829,0.5477,0.5119,0.4761,0.4405,0.4055,0.3715,0.3387,0.3073,0.2777,0.5846,0.5595,0.5341,0.5085,0.4829,0.4574,0.432,0.4071,0.3826,0.3587,0.3354,0.5608,0.5427,0.5244,0.5061,0.4878,0.4695,0.4513,0.4332,0.4153,0.3976,0.3802,0.5436,0.5306,0.5175,0.5044,0.4913,0.4782,0.4651,0.4521,0.4391,0.4263,0.4135,0.5312,0.5219,0.5125,0.5031,0.4938,0.4844,0.475,0.4657,0.4564,0.4471,0.4378
Equal_6vs3_mirror,N11570,N88455,0.0066,0.2028,0.5601,0.691,0.787,0.859,0.9094,0.943,0.9647,0.9783,0.9867,0.0259,0.2251,0.477,0.5911,0.6758,0.7489,0.81,0.859,0.897,0.9256,0.9468,0.0629,0.2372,0.4141,0.5111,0.5805,0.6422,0.6987,0.7497,0.7946,0.8332,0.8658,0.1084,0.2435,0.3675,0.4478,0.5049,0.5537,0.5992,0.6425,0.6834,0.7215,0.7568,0.1493,0.2467,0.3337,0.3982,0.446,0.4854,0.5209,0.5545,0.587,0.6184,0.6488,0.1803,0.2483,0.3096,0.3596,0.3993,0.4322,0.4608,0.487,0.5119,0.536,0.5596,0.202,0.2491,0.2925,0.3302,0.3622,0.3897,0.4136,0.435,0.4548,0.4735,0.4916,0.2168,0.2496,0.2802,0.3082,0.3332,0.3555,0.3754,0.3934,0.4098,0.4251,0.4395,0.2269,0.2498,0.2716,0.292,0.311,0.3285,0.3446,0.3595,0.3732,0.386,0.3981,0.2338,0.2499,0.2654,0.2802,0.2943,0.3077,0.3203,0.3322,0.3434,0.354,0.364,0.2386,0.2499,0.261,0.2717,0.282,0.292,0.3016,0.3108,0.3197,0.3282,0.3363,0.2419,0.25,0.2578,0.2655,0.2731,0.2804,0.2876,0.2945,0.3013,0.3079,0.3143
Equal_6vs3_mirror,N11570,N34903,0.0066,0.123,0.206,0.1542,0.1065,0.0705,0.0453,0.0285,0.0177,0.0109,0.0066,0.0259,0.1575,0.2335,0.2025,0.162,0.1256,0.095,0.0705,0.0515,0.0372,0.0266,0.0629,0.1836,0.2483,0.2373,0.2087,0.1788,0.1506,0.1251,0.1027,0.0834,0.0671,0.1084,0.2028,0.2549,0.2588,0.243,0.222,0.2001,0.1787,0.1583,0.1392,0.1216,0.1493,0.2165,0.257,0.269,0.2644,0.2525,0.2377,0.2221,0.2063,0.1907,0.1756,0.1803,0.2262,0.2568,0.2716,0.2748,0.2708,0.263,0.2532,0.2424,0.2312,0.2198,0.202,0.233,0.2559,0.2702,0.2773,0.2789,0.2769,0.2724,0.2664,0.2595,0.2519,0.2168,0.2379,0.2547,0.267,0.2752,0.2799,0.2818,0.2815,0.2796,0.2765,0.2725,0.2269,0.2414,0.2536,0.2635,0.2712,0.2769,0.2807,0.283,0.2839,0.2838,0.2828,0.2338,0.2439,0.2527,0.2604,0.2669,0.2723,0.2766,0.2799,0.2824,0.2841,0.2851,0.2386,0.2456,0.252,0.2578,0.263,0.2676,0.2716,0.275,0.278,0.2804,0.2824,0.2419,0.2469,0.2515,0.2558,0.2598,0.2634,0.2668,0.2699,0.2726,0.2751,0.2774
Equal_6vs3_mirror,N11570,N21423,0.0066,0.123,0.206,0.1542,0.1065,0.0705,0.0453,0.0285,0.0177,0.0109,0.0066,0.0259,0.1575,0.2335,0.2025,0.162,0.1256,0.095,0.0705,0.0515,0.0372,0.0266,0.0629,0.1836,0.2483,0.2373,0.2087,0.1788,0.1506,0.1251,0.1027,0.0834,0.0671,0.1084,0.2028,0.2549,0.2588,0.243,0.222,0.2001,0.1787,0.1583,0.1392,0.1216,0.1493,0.2165,0.257,0.269,0.2644,0.2525,0.2377,0.2221,0.2063,0.1907,0.1756,0.1803,0.2262,0.2568,0.2716,0.2748,0.2708,0.263,0.2532,0.2424,0.2312,0.2198,0.202,0.233,0.2559,0.2702,0.2773,0.2789,0.2769,0.2724,0.2664,0.2595,0.2519,0.2168,0.2379,0.2547,0.267,0.2752,0.2799,0.2818,0.2815,0.2796,0.2765,0.2725,0.2269,0.2414,0.2536,0.2635,0.2712,0.2769,0.2807,0.283,0.2839,0.2838,0.2828,0.2338,0.2439,0.2527,0.2604,0.2669,0.2723,0.2766,0.2799,0.2824,0.2841,0.2851,0.2386,0.2456,0.252,0.2578,0.263,0.2676,0.2716,0.275,0.278,0.2804,0.2824,0.2419,0.2469,0.2515,0.2558,0.2598,0.2634,0.2668,0.2699,0.2726,0.2751,0.2774
