world,nodeLocation,NID,PARENTID,pathFromParent,depth,N,S,stepsFromRoot,isLeaf,nodeValue,nodeEP,blackremains,cellDistances
4ways,"(0, 1)",N38655,N26976,"p(4, 4);p(3, 4);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(1, 1);p(0, 1);",0,2,7,15,FALSE,0,0,5,"1, 2"
4ways,"(0, 1)",N67505,N53690,"p(4, 1);p(3, 1);p(2, 1);p(1, 1);p(0, 1);",0,2,4,15,FALSE,0,0,2,"1, 2"
4ways,"(4, 4)",N81529,N53690,"p(4, 1);p(3, 1);p(2, 1);p(2, 2);p(2, 3);p(2, 4);p(3, 4);p(4, 4);",0,1,7,18,FALSE,0,0,3,1
4ways,"(4, 1)",N55441,N85228,"p(0, 1);p(1, 1);p(2, 1);p(3, 1);p(4, 1);",0,4,4,15,FALSE,0,0,2,"1, 1, 2, 2"
4ways,"(4, 4)",N95080,N85228,"p(0, 1);p(1, 1);p(2, 1);p(2, 2);p(2, 3);p(2, 4);p(3, 4);p(4, 4);",0,1,7,18,FALSE,0,0,5,1
4ways,"(0, 6)",N22474,N32798,"p(4, 5);p(4, 4);p(3, 4);p(2, 4);p(2, 5);p(2, 6);p(1, 6);p(0, 6);",0,1,7,12,FALSE,0,0,6,1
4ways,"(4, 1)",N99878,N32798,"p(4, 5);p(4, 4);p(3, 4);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1);",0,4,8,13,FALSE,0,0,3,"1, 1, 2, 2"
4ways,"(0, 1)",N60238,N32798,"p(4, 5);p(4, 4);p(3, 4);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(1, 1);p(0, 1);",0,2,8,13,FALSE,0,0,5,"1, 2"
4ways,"(4, 5)",N70552,N91530,"p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(4, 5);",0,1,7,17,FALSE,0,0,6,1
4ways,"(4, 1)",N70945,N91530,"p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1);",0,4,9,19,FALSE,0,0,3,"1, 1, 2, 2"
4ways,"(0, 1)",N19695,N91530,"p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(1, 1);p(0, 1);",0,2,9,19,FALSE,0,0,5,"1, 2"
4ways,"(0, 1)",N68334,N88542,"p(4, 1);p(3, 1);p(2, 1);p(1, 1);p(0, 1);",0,2,4,15,FALSE,0,0,2,"1, 2"
4ways,"(4, 5)",N14860,N88542,"p(4, 1);p(3, 1);p(2, 1);p(2, 2);p(2, 3);p(2, 4);p(3, 4);p(4, 4);p(4, 5);",0,1,8,19,FALSE,0,0,3,1
4ways,"(0, 6)",N67846,N88542,"p(4, 1);p(3, 1);p(2, 1);p(2, 2);p(2, 3);p(2, 4);p(2, 5);p(2, 6);p(1, 6);p(0, 6);",0,1,9,20,FALSE,0,0,3,1
4ways,"(4, 1)",N79384,N68171,"p(0, 1);p(1, 1);p(2, 1);p(3, 1);p(4, 1);",0,4,4,15,FALSE,0,0,2,"1, 1, 2, 2"
4ways,"(4, 5)",N99186,N68171,"p(0, 1);p(1, 1);p(2, 1);p(2, 2);p(2, 3);p(2, 4);p(3, 4);p(4, 4);p(4, 5);",0,1,8,19,FALSE,0,0,5,1
4ways,"(0, 6)",N84945,N68171,"p(0, 1);p(1, 1);p(2, 1);p(2, 2);p(2, 3);p(2, 4);p(2, 5);p(2, 6);p(1, 6);p(0, 6);",0,1,9,20,FALSE,0,0,5,1
4ways,"(4, 4)",N24918,N27336,"p(0, 1);p(1, 1);p(2, 1);p(2, 2);p(2, 3);p(2, 4);p(3, 4);p(4, 4);",0,1,7,18,FALSE,0,0,2,1
4ways,"(0, 6)",N35692,N27336,"p(0, 1);p(1, 1);p(2, 1);p(2, 2);p(2, 3);p(2, 4);p(2, 5);p(2, 6);p(1, 6);p(0, 6);",0,1,9,20,FALSE,0,0,2,1
4ways,"(4, 5)",N77546,N21554,"p(4, 4);p(4, 5);",0,1,1,15,FALSE,0,0,3,1
4ways,"(0, 6)",N16090,N21554,"p(4, 4);p(3, 4);p(2, 4);p(2, 5);p(2, 6);p(1, 6);p(0, 6);",0,1,6,20,FALSE,0,0,3,1
4ways,"(0, 1)",N64741,N21554,"p(4, 4);p(3, 4);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(1, 1);p(0, 1);",0,2,7,21,FALSE,0,0,2,"1, 2"
4ways,"(4, 4)",N83433,N26319,"p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);",0,1,6,22,FALSE,0,0,3,1
4ways,"(0, 1)",N93526,N26319,"p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(1, 1);p(0, 1);",0,2,9,25,FALSE,0,0,2,"1, 2"
4ways,"(4, 4)",N57637,N60447,"p(4, 1);p(3, 1);p(2, 1);p(2, 2);p(2, 3);p(2, 4);p(3, 4);p(4, 4);",0,1,7,18,FALSE,0,0,2,1
4ways,"(0, 6)",N20174,N60447,"p(4, 1);p(3, 1);p(2, 1);p(2, 2);p(2, 3);p(2, 4);p(2, 5);p(2, 6);p(1, 6);p(0, 6);",0,1,9,20,FALSE,0,0,2,1
4ways,"(4, 5)",N97788,N61169,"p(4, 4);p(4, 5);",0,1,1,15,FALSE,0,0,5,1
4ways,"(0, 6)",N39247,N61169,"p(4, 4);p(3, 4);p(2, 4);p(2, 5);p(2, 6);p(1, 6);p(0, 6);",0,1,6,20,FALSE,0,0,5,1
4ways,"(4, 1)",N66641,N61169,"p(4, 4);p(3, 4);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1);",0,4,7,21,FALSE,0,0,2,"1, 1, 2, 2"
4ways,"(4, 4)",N38171,N29748,"p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);",0,1,6,22,FALSE,0,0,5,1
4ways,"(4, 1)",N21112,N29748,"p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1);",0,4,9,25,FALSE,0,0,2,"1, 1, 2, 2"
4ways,"(4, 1)",N50954,N20811,"p(4, 5);p(4, 4);p(3, 4);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1);",0,4,8,17,FALSE,0,0,2,"1, 1, 2, 2"
4ways,"(0, 1)",N30238,N20811,"p(4, 5);p(4, 4);p(3, 4);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(1, 1);p(0, 1);",0,2,8,17,FALSE,0,0,4,"1, 2"
4ways,"(0, 1)",N46107,N25416,"p(4, 1);p(3, 1);p(2, 1);p(1, 1);p(0, 1);",0,2,4,19,FALSE,0,0,1,"1, 2"
4ways,"(4, 5)",N67687,N25416,"p(4, 1);p(3, 1);p(2, 1);p(2, 2);p(2, 3);p(2, 4);p(3, 4);p(4, 4);p(4, 5);",0,1,8,23,FALSE,0,0,2,1
4ways,"(4, 1)",N79056,N38655,"p(0, 1);p(1, 1);p(2, 1);p(3, 1);p(4, 1);",0,4,4,19,FALSE,0,0,1,"1, 1, 2, 2"
4ways,"(4, 5)",N22842,N38655,"p(0, 1);p(1, 1);p(2, 1);p(2, 2);p(2, 3);p(2, 4);p(3, 4);p(4, 4);p(4, 5);",0,1,8,23,FALSE,0,0,4,1
4ways,"(4, 4)",N48928,N67505,"p(0, 1);p(1, 1);p(2, 1);p(2, 2);p(2, 3);p(2, 4);p(3, 4);p(4, 4);",0,1,7,22,FALSE,0,0,1,1
4ways,"(4, 5)",N85196,N81529,"p(4, 4);p(4, 5);",0,1,1,19,FALSE,0,0,2,1
4ways,"(0, 1)",N19126,N81529,"p(4, 4);p(3, 4);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(1, 1);p(0, 1);",0,2,7,25,FALSE,0,0,1,"1, 2"
4ways,"(4, 4)",N64310,N55441,"p(4, 1);p(3, 1);p(2, 1);p(2, 2);p(2, 3);p(2, 4);p(3, 4);p(4, 4);",0,1,7,22,FALSE,0,0,1,1
4ways,"(4, 5)",N88611,N95080,"p(4, 4);p(4, 5);",0,1,1,19,FALSE,0,0,4,1
4ways,"(4, 1)",N18220,N95080,"p(4, 4);p(3, 4);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1);",0,4,7,25,FALSE,0,0,1,"1, 1, 2, 2"
4ways,"(4, 1)",N35001,N22474,"p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1);",0,4,9,21,FALSE,0,0,2,"1, 1, 2, 2"
4ways,"(0, 1)",N29539,N22474,"p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(1, 1);p(0, 1);",0,2,9,21,FALSE,0,0,4,"1, 2"
4ways,"(0, 1)",N73325,N99878,"p(4, 1);p(3, 1);p(2, 1);p(1, 1);p(0, 1);",0,2,4,17,FALSE,0,0,1,"1, 2"
4ways,"(0, 6)",N57901,N99878,"p(4, 1);p(3, 1);p(2, 1);p(2, 2);p(2, 3);p(2, 4);p(2, 5);p(2, 6);p(1, 6);p(0, 6);",0,1,9,22,FALSE,0,0,2,1
4ways,"(4, 1)",N13644,N60238,"p(0, 1);p(1, 1);p(2, 1);p(3, 1);p(4, 1);",0,4,4,17,FALSE,0,0,1,"1, 1, 2, 2"
4ways,"(0, 6)",N33016,N60238,"p(0, 1);p(1, 1);p(2, 1);p(2, 2);p(2, 3);p(2, 4);p(2, 5);p(2, 6);p(1, 6);p(0, 6);",0,1,9,22,FALSE,0,0,4,1
4ways,"(4, 1)",N17060,N70552,"p(4, 5);p(4, 4);p(3, 4);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(3, 1);p(4, 1);",0,4,8,25,FALSE,0,0,2,"1, 1, 2, 2"
4ways,"(0, 1)",N30543,N70552,"p(4, 5);p(4, 4);p(3, 4);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(1, 1);p(0, 1);",0,2,8,25,FALSE,0,0,4,"1, 2"
4ways,"(0, 1)",N40273,N70945,"p(4, 1);p(3, 1);p(2, 1);p(1, 1);p(0, 1);",0,2,4,23,FALSE,0,0,1,"1, 2"
4ways,"(4, 5)",N45998,N70945,"p(4, 1);p(3, 1);p(2, 1);p(2, 2);p(2, 3);p(2, 4);p(3, 4);p(4, 4);p(4, 5);",0,1,8,27,FALSE,0,0,2,1
4ways,"(4, 1)",N43251,N19695,"p(0, 1);p(1, 1);p(2, 1);p(3, 1);p(4, 1);",0,4,4,23,FALSE,0,0,1,"1, 1, 2, 2"
4ways,"(4, 5)",N68434,N19695,"p(0, 1);p(1, 1);p(2, 1);p(2, 2);p(2, 3);p(2, 4);p(3, 4);p(4, 4);p(4, 5);",0,1,8,27,FALSE,0,0,4,1
4ways,"(4, 5)",N75021,N68334,"p(0, 1);p(1, 1);p(2, 1);p(2, 2);p(2, 3);p(2, 4);p(3, 4);p(4, 4);p(4, 5);",0,1,8,23,FALSE,0,0,1,1
4ways,"(0, 6)",N55430,N68334,"p(0, 1);p(1, 1);p(2, 1);p(2, 2);p(2, 3);p(2, 4);p(2, 5);p(2, 6);p(1, 6);p(0, 6);",0,1,9,24,FALSE,0,0,1,1
4ways,"(0, 6)",N96551,N14860,"p(4, 5);p(4, 4);p(3, 4);p(2, 4);p(2, 5);p(2, 6);p(1, 6);p(0, 6);",0,1,7,26,FALSE,0,0,2,1
4ways,"(0, 1)",N32558,N14860,"p(4, 5);p(4, 4);p(3, 4);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(1, 1);p(0, 1);",0,2,8,27,FALSE,0,0,1,"1, 2"
4ways,"(4, 5)",N51445,N67846,"p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(3, 4);p(4, 4);p(4, 5);",0,1,7,27,FALSE,0,0,2,1
4ways,"(0, 1)",N48696,N67846,"p(0, 6);p(1, 6);p(2, 6);p(2, 5);p(2, 4);p(2, 3);p(2, 2);p(2, 1);p(1, 1);p(0, 1);",0,2,9,29,FALSE,0,0,1,"1, 2"
4ways,"(4, 5)",N70045,N79384,"p(4, 1);p(3, 1);p(2, 1);p(2, 2);p(2, 3);p(2, 4);p(3, 4);p(4, 4);p(4, 5);",0,1,8,23,FALSE,0,0,1,1
4ways,"(0, 6)",N56788,N79384,"p(4, 1);p(3, 1);p(2, 1);p(2, 2);p(2, 3);p(2, 4);p(2, 5);p(2, 6);p(1, 6);p(0, 6);",0,1,9,24,FALSE,0,0,1,1
