subject	world	trialNo	steps	path	times
S51693885	Loop_1	6	77	p(7,0)p(6,0);p(5,0);p(5,1);p(4,1);p(3,1);p(2,1);p(1,1);p(1,2);p(1,3);	3245;319;368;368;304;505;449;848;296;
S51693885	Equal_10vs2_mirror	7	89	p(2,7)p(2,6);p(2,5);p(3,5);p(4,5);p(5,5);p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);	1119;376;352;880;361;344;335;474;335;424;761;457;
S51693885	3ways_2	8	97	p(2,6)p(2,5);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);	1712;385;343;505;584;440;400;625;
S51693885	Equal_4vs2_mirror	9	103	p(4,0)p(3,0);p(2,0);p(1,0);p(1,1);p(1,2);p(0,2);	1068;409;359;1528;345;367;
S51693885	4ways	10	115	p(2,6)p(2,5);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(3,1);p(2,1);p(1,1);p(0,1);p(0,2);	2458;383;440;360;576;449;453;668;312;392;344;721;
S51693885	Equal_7vs9_mirror	11	127	p(2,2)p(2,1);p(2,0);p(3,0);p(4,0);p(5,0);p(6,0);p(7,0);p(7,1);p(7,2);p(7,3);p(7,4);p(6,4);	1149;368;457;344;400;535;337;336;784;858;422;329;
S51693885	6vs1_1	12	144	p(4,5)p(5,5);p(6,5);p(5,5);p(4,5);p(3,5);p(2,5);p(1,5);p(0,5);p(0,4);p(0,3);p(0,2);p(0,1);p(1,1);p(2,1);p(3,1);p(4,1);p(4,0);	1611;335;977;304;704;529;401;440;415;473;472;327;385;393;351;617;312;
S51693885	4vs1_mirror	13	149	p(2,4)p(2,3);p(2,2);p(2,1);p(1,1);p(0,1);	1212;305;335;512;432;
S51693885	Equal_7vs2_mirror	14	159	p(2,4)p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,1);p(5,0);p(4,0);p(3,0);p(2,0);	1058;691;313;624;648;335;545;608;457;377;
S51693885	Loop_2	15	169	p(7,3)p(6,3);p(5,3);p(5,2);p(5,1);p(4,1);p(3,1);p(2,1);p(1,1);p(1,2);p(0,2);	1264;344;343;362;391;409;384;479;577;449;
S51693885	Equal_8vs8	16	191	p(6,3)p(5,3);p(4,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(6,3);p(7,3);p(8,3);p(9,3);p(9,4);p(9,5);p(8,5);p(7,5);p(6,5);p(5,5);p(4,5);p(3,5);p(2,5);	1082;288;329;351;840;729;768;600;489;473;350;377;448;506;439;512;464;946;335;600;416;433;
S51693885	Equal_7vs2	17	203	p(5,4)p(5,5);p(5,6);p(5,5);p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);p(1,0);	1554;279;953;336;328;456;321;304;447;305;337;584;
S51693885	Equal_8vs3_mirror	18	217	p(2,2)p(2,1);p(2,0);p(3,0);p(4,0);p(5,0);p(6,0);p(7,0);p(8,0);p(8,1);p(8,2);p(8,3);p(7,3);p(6,3);p(5,3);	966;463;767;665;449;497;327;336;330;424;640;319;362;1304;
S51693885	6vs2_mirror	19	222	p(5,1)p(4,1);p(3,1);p(2,1);p(1,1);p(1,0);	1219;297;312;336;616;
S51693885	3ways_3_mirror	20	229	p(3,4)p(3,3);p(3,2);p(3,1);p(2,1);p(1,1);p(0,1);p(0,0);	1794;273;359;322;312;727;320;
S51693885	Loop_2_mirror	21	239	p(0,3)p(1,3);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(5,1);p(6,1);p(6,2);p(6,3);	1019;318;305;1047;338;375;385;520;625;338;
S51693885	6vs1_2	22	250	p(4,6)p(5,6);p(6,6);p(6,5);p(6,4);p(6,3);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);	1260;278;298;303;321;494;522;359;762;720;303;
S51693885	4ways_mirror	23	266	p(3,6)p(4,6);p(5,6);p(4,6);p(3,6);p(3,5);p(3,4);p(3,3);p(3,2);p(3,1);p(2,1);p(1,1);p(2,1);p(3,1);p(4,1);p(5,1);p(5,2);	1723;313;408;272;424;344;320;601;487;513;440;648;312;392;345;1241;
S51693885	3ways_4	24	277	p(4,2)p(5,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(1,2);p(1,3);p(1,4);p(1,5);p(2,5);	1534;352;1392;353;384;344;392;449;544;1777;302;
S51693885	3ways_2_mirror	25	285	p(3,6)p(3,5);p(3,4);p(3,3);p(3,2);p(3,1);p(4,1);p(5,1);p(5,2);	1657;304;344;536;537;272;327;481;
S51693885	Equal_2vs5	26	299	p(2,4)p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(0,3);p(0,2);	1459;946;1071;313;336;655;337;504;456;320;313;400;505;335;
S51693885	Equal_10vs2	27	302	p(3,7)p(3,8);p(3,9);p(4,9);	1987;784;768;
S51693885	3ways_1_mirror	28	313	p(2,4)p(1,4);p(0,4);p(0,3);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(1,1);p(1,0);	1569;369;369;968;279;353;351;337;457;608;344;
S51693885	3ways_3	29	317	p(2,4)p(2,5);p(2,6);p(1,6);p(0,6);	1476;463;681;328;
S51693885	Equal_2vs5_mirror	30	328	p(2,4)p(3,4);p(4,4);p(3,4);p(2,4);p(2,3);p(2,2);p(2,1);p(1,1);p(0,1);p(0,2);p(0,3);	2056;768;433;296;440;317;419;352;456;825;320;
S51693885	3ways_4_mirror	31	342	p(2,2)p(1,2);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(5,1);p(5,0);p(4,0);	1545;279;689;304;354;350;384;441;423;600;305;360;335;273;
S51693885	Equal_8vs8_mirror	32	350	p(3,3)p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(5,1);p(4,1);p(4,0);	930;320;335;361;368;753;608;327;
S51693885	Equal_6vs6_mirror	33	367	p(2,4)p(1,4);p(0,4);p(0,5);p(0,6);p(0,7);p(0,6);p(0,5);p(0,4);p(1,4);p(2,4);p(3,4);p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(3,0);	2147;327;336;425;432;576;376;497;383;424;360;353;352;319;849;576;377;
S51693885	Equal_7vs9	34	396	p(5,2)p(5,1);p(5,0);p(4,0);p(3,0);p(2,0);p(1,0);p(0,0);p(0,1);p(0,2);p(0,1);p(0,0);p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(5,1);p(5,2);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,6);p(7,7);p(6,7);p(5,7);p(4,7);p(3,7);	1255;400;281;343;472;368;505;321;351;697;312;336;360;304;409;431;1521;257;286;473;392;321;304;272;336;552;520;321;464;
S51693885	Loop_1_mirror	35	410	p(0,0)p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(5,1);p(6,1);p(5,1);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(1,3);	1755;344;391;353;424;463;408;730;303;274;310;337;368;304;
S51693885	6vs1_1_mirror	36	427	p(2,5)p(1,5);p(0,5);p(1,5);p(2,5);p(3,5);p(4,5);p(5,5);p(6,5);p(6,4);p(6,3);p(6,2);p(6,1);p(5,1);p(4,1);p(3,1);p(2,1);p(2,0);	2329;334;728;257;376;296;1248;328;272;338;302;345;272;320;344;720;257;
S51693885	Equal_4vs2	37	430	p(1,0)p(1,1);p(1,2);p(2,2);	2909;296;546;
S51693885	6vs2	38	439	p(0,1)p(0,2);p(0,3);p(0,2);p(0,1);p(1,1);p(2,1);p(3,1);p(4,1);p(4,2);	945;304;1000;313;295;354;367;424;472;
S51693885	Equal_6vs3_mirror	39	446	p(2,4)p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(6,3);	3730;369;297;352;343;704;336;
S51693885	6vs1_2_mirror	40	464	p(2,6)p(3,6);p(4,6);p(5,6);p(6,6);p(5,6);p(4,6);p(3,6);p(2,6);p(1,6);p(0,6);p(0,5);p(0,4);p(0,3);p(0,2);p(1,2);p(2,2);p(3,2);p(3,1);	1567;336;312;873;1152;384;408;526;314;465;352;327;377;480;415;714;280;576;
S99991343	Equal_8vs3_mirror	1	16	p(2,2)p(2,3);p(2,2);p(2,1);p(2,0);p(3,0);p(4,0);p(5,0);p(6,0);p(7,0);p(8,0);p(8,1);p(8,2);p(8,3);p(7,3);p(6,3);p(5,3);	3278;1968;744;578;471;887;616;440;416;432;466;445;1241;487;465;471;
S99991343	Equal_2vs5	2	20	p(2,4)p(1,4);p(0,4);p(0,3);p(0,2);	2840;559;945;432;
S99991343	Equal_8vs3	3	43	p(6,2)p(6,3);p(6,4);p(7,4);p(8,4);p(7,4);p(6,4);p(6,3);p(6,2);p(6,1);p(6,0);p(5,0);p(4,0);p(3,0);p(2,0);p(1,0);p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(4,3);	1996;655;512;440;1128;416;441;423;495;416;400;448;409;409;478;419;456;678;679;432;384;392;400;
S99991343	Equal_8vs3	4	43	p(6,2)p(6,3);p(6,4);p(7,4);p(8,4);p(7,4);p(6,4);p(6,3);p(6,2);p(6,1);p(6,0);p(5,0);p(4,0);p(3,0);p(2,0);p(1,0);p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(4,3);	1996;655;512;440;1128;416;441;423;495;416;400;448;409;409;478;419;456;678;679;432;384;392;400;
S99991343	Equal_10vs2	5	46	p(3,7)p(3,8);p(3,9);p(4,9);	4397;639;816;
S99991343	4ways	6	58	p(2,6)p(2,5);p(2,4);p(3,4);p(4,4);p(3,4);p(2,4);p(2,3);p(2,2);p(2,1);p(1,1);p(0,1);p(0,2);	3843;608;491;693;2000;528;544;496;544;423;440;776;
S99991343	3ways_4	7	75	p(4,2)p(3,2);p(4,2);p(5,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(1,2);p(1,1);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(2,4);p(2,5);	1846;1072;448;408;1215;417;423;472;624;428;404;1720;480;448;496;1048;535;
S99991343	Equal_7vs2_mirror	8	89	p(2,4)p(2,5);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,1);p(5,0);p(4,0);p(3,0);p(2,0);	2368;496;920;417;423;464;408;400;560;432;448;1360;399;432;
S99991343	Equal_7vs9_mirror	9	117	p(2,2)p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(1,5);p(0,5);p(0,6);p(0,7);p(0,6);p(0,5);p(1,5);p(2,5);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(3,0);p(4,0);p(5,0);p(6,0);p(7,0);p(7,1);p(7,2);p(7,3);p(7,4);p(6,4);	1505;1334;432;441;726;457;400;471;536;1608;432;376;432;410;454;408;408;441;599;568;456;1207;449;424;472;1439;489;479;
S99991343	6vs1_2_mirror	10	127	p(2,6)p(1,6);p(0,6);p(0,5);p(0,4);p(0,3);p(0,2);p(1,2);p(2,2);p(3,2);p(3,1);	3067;895;660;412;392;1056;592;448;530;925;
S99991343	Equal_6vs3	11	132	p(4,4)p(4,5);p(4,6);p(4,7);p(5,7);p(6,7);	2746;447;455;881;447;
S99991343	3ways_1_mirror	12	137	p(2,4)p(2,3);p(2,2);p(2,1);p(2,0);p(1,0);	3121;424;450;909;472;
S99991343	Equal_8vs8_mirror	13	155	p(3,3)p(2,3);p(1,3);p(0,3);p(0,4);p(0,5);p(0,4);p(0,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,0);p(5,0);p(4,0);	2367;455;432;473;495;1163;461;426;456;414;392;410;494;456;928;1703;434;374;
S99991343	Equal_6vs6_mirror	14	162	p(2,4)p(3,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(3,0);	1693;496;561;456;463;888;407;
S99991343	3ways_1	15	176	p(5,4)p(6,4);p(7,4);p(6,4);p(5,4);p(5,3);p(5,2);p(5,1);p(5,2);p(4,2);p(3,2);p(2,2);p(1,2);p(1,3);p(0,3);	2618;471;898;494;512;448;447;1248;426;430;1033;439;1048;528;
S99991343	3ways_3_mirror	16	187	p(3,4)p(3,5);p(3,6);p(3,5);p(3,4);p(3,3);p(3,2);p(3,1);p(2,1);p(1,1);p(1,0);p(0,0);	1683;462;977;410;421;403;421;441;480;1407;448;
S99991343	Loop_2_mirror	17	197	p(0,3)p(1,3);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(5,1);p(6,1);p(6,2);p(6,3);	1546;455;409;416;712;416;399;393;888;383;
S99991343	4vs1_mirror	18	202	p(2,4)p(2,3);p(2,2);p(2,1);p(1,1);p(0,1);	1647;419;346;843;390;
S99991343	3ways_3	19	206	p(2,4)p(2,5);p(2,6);p(1,6);p(0,6);	1533;424;824;377;
S99991343	Equal_4vs2	20	209	p(1,0)p(1,1);p(1,2);p(2,2);	1673;551;896;
S99991343	Equal_2vs5_mirror	21	220	p(2,4)p(3,4);p(4,4);p(3,4);p(2,4);p(2,3);p(2,2);p(2,1);p(1,1);p(0,1);p(0,2);p(0,3);	1874;442;934;393;622;433;433;488;422;784;408;
S99991343	4vs1	22	231	p(0,4)p(0,3);p(0,2);p(0,1);p(1,1);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(2,3);	2609;441;407;2817;1247;480;432;456;495;408;528;
S99991343	Equal_7vs9	23	242	p(5,2)p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,6);p(7,7);p(6,7);p(5,7);p(4,7);p(3,7);	2906;472;410;453;368;392;472;872;424;384;456;
S99991343	6vs1_1_mirror	24	255	p(2,5)p(3,5);p(4,5);p(5,5);p(6,5);p(6,4);p(6,3);p(6,2);p(6,1);p(5,1);p(4,1);p(3,1);p(2,1);p(2,0);	1985;407;384;381;421;438;697;591;368;408;416;863;617;
S99991343	Equal_10vs2_mirror	25	267	p(2,7)p(2,6);p(2,5);p(3,5);p(4,5);p(5,5);p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(3,1);p(2,1);	2042;4317;465;392;407;431;474;398;472;464;1128;440;
S99991343	Equal_4vs2_mirror	26	277	p(4,0)p(4,1);p(4,2);p(4,1);p(4,0);p(3,0);p(2,0);p(1,0);p(0,0);p(0,1);p(0,2);	1475;480;927;425;367;376;417;1095;419;430;
S99991343	6vs1_2	27	288	p(4,6)p(5,6);p(6,6);p(6,5);p(6,4);p(6,3);p(6,2);p(5,2);p(4,2);p(3,2);p(3,1);p(2,1);	1600;416;424;342;424;401;408;392;407;928;408;
S99991343	Loop_1_mirror	28	294	p(0,0)p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(1,3);	2061;488;591;1408;928;960;
S99991343	4ways_mirror	29	316	p(3,6)p(4,6);p(5,6);p(4,6);p(3,6);p(3,5);p(3,4);p(2,4);p(1,4);p(1,5);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);p(3,1);p(2,1);p(1,1);p(2,1);p(3,1);p(4,1);p(5,1);p(5,2);	2118;424;952;424;448;464;384;456;1391;776;450;726;440;440;744;432;432;1216;551;1448;472;632;
S99991343	3ways_2_mirror	30	328	p(3,6)p(3,5);p(3,4);p(3,3);p(3,2);p(3,1);p(2,1);p(1,1);p(2,1);p(3,1);p(4,1);p(5,1);p(5,2);	2072;439;432;424;464;377;474;996;409;399;448;761;
S99991343	3ways_4_mirror	31	342	p(2,2)p(1,2);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(5,1);p(5,0);p(4,0);	2232;400;825;406;425;408;672;415;456;1032;392;463;833;544;
S99991343	Loop_2	32	354	p(7,3)p(6,3);p(5,3);p(5,2);p(5,1);p(5,0);p(5,1);p(4,1);p(3,1);p(2,1);p(1,1);p(1,2);p(0,2);	2042;447;440;376;424;1960;439;442;392;679;935;440;
S99991343	Equal_6vs3_mirror	33	361	p(2,4)p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(6,3);	5534;944;423;488;465;983;473;
S99991343	3ways_2	34	369	p(2,6)p(2,5);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);	15158;471;428;533;759;554;502;1032;
S99991343	Loop_1	35	382	p(7,0)p(7,1);p(7,2);p(7,3);p(6,3);p(5,3);p(5,2);p(5,1);p(4,1);p(3,1);p(2,1);p(1,1);p(1,2);p(1,3);	5083;568;472;1041;567;448;508;411;417;424;443;1071;373;
S99991343	6vs2	36	387	p(0,1)p(1,1);p(2,1);p(3,1);p(4,1);p(4,2);	2011;624;456;424;816;
S99991343	Equal_7vs2	37	399	p(5,4)p(5,5);p(5,6);p(5,5);p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);p(1,0);	1845;423;784;831;498;391;392;428;1059;392;370;958;
S99991343	Equal_8vs8	38	421	p(6,3)p(5,3);p(4,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(6,3);p(7,3);p(8,3);p(9,3);p(9,4);p(9,5);p(8,5);p(7,5);p(6,5);p(5,5);p(4,5);p(3,5);p(2,5);	64118;679;632;448;428;1156;407;394;647;384;380;620;430;459;446;811;381;424;443;430;439;594;
S99991343	6vs1_1	39	438	p(4,5)p(5,5);p(6,5);p(5,5);p(4,5);p(3,5);p(2,5);p(1,5);p(0,5);p(0,4);p(0,3);p(0,2);p(0,1);p(1,1);p(2,1);p(3,1);p(4,1);p(4,0);	1428;448;1280;423;432;439;416;377;431;392;425;471;400;392;408;776;544;
S99991343	Equal_6vs6	40	455	p(4,4)p(3,4);p(2,4);p(2,3);p(2,2);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);p(6,4);p(6,5);p(6,6);p(6,7);p(5,7);p(4,7);	2072;613;400;392;360;1064;352;352;504;352;432;439;417;417;487;823;696;
S99991343	6vs2_mirror	41	464	p(5,1)p(5,2);p(5,3);p(5,2);p(5,1);p(4,1);p(3,1);p(2,1);p(1,1);p(1,0);	1353;400;840;415;400;393;392;503;856;
S84565588	Equal_10vs2	1	3	p(3,7)p(3,8);p(3,9);p(4,9);	3165;352;865;
S84565588	Loop_1	2	16	p(7,0)p(7,1);p(7,2);p(7,3);p(6,3);p(5,3);p(5,2);p(5,1);p(4,1);p(3,1);p(2,1);p(1,1);p(1,2);p(1,3);	2065;231;697;1063;303;338;273;943;335;363;1031;1097;286;
S84565588	Equal_8vs3	3	39	p(6,2)p(6,3);p(6,4);p(7,4);p(8,4);p(7,4);p(6,4);p(6,3);p(6,2);p(6,1);p(6,0);p(5,0);p(4,0);p(3,0);p(2,0);p(1,0);p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(4,3);	1470;355;292;345;1160;472;930;311;286;312;603;519;376;350;377;374;282;367;937;502;603;319;400;
S84565588	3ways_3	4	57	p(2,4)p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(3,1);p(2,1);p(1,1);p(0,1);p(1,1);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(1,6);p(0,6);	1954;453;458;464;366;1147;401;364;562;744;338;319;279;288;616;326;520;371;
S84565588	4ways_mirror	5	75	p(3,6)p(4,6);p(5,6);p(4,6);p(3,6);p(3,5);p(3,4);p(2,4);p(1,4);p(1,5);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);p(3,1);p(4,1);p(5,1);p(5,2);	1370;270;553;327;812;275;258;263;679;531;247;311;282;241;516;441;319;684;
S84565588	3ways_4	6	90	p(4,2)p(5,2);p(6,2);p(5,2);p(4,2);p(3,2);p(2,2);p(1,2);p(1,1);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(2,4);p(2,5);	1178;473;594;341;336;339;550;433;368;967;224;257;544;1064;239;
S84565588	Equal_2vs5_mirror	7	101	p(2,4)p(3,4);p(4,4);p(3,4);p(2,4);p(2,3);p(2,2);p(2,1);p(1,1);p(0,1);p(0,2);p(0,3);	1531;261;548;297;653;321;382;289;369;664;262;
S84565588	3ways_2_mirror	8	117	p(3,6)p(4,6);p(5,6);p(4,6);p(3,6);p(3,5);p(3,4);p(3,3);p(3,2);p(3,1);p(2,1);p(1,1);p(2,1);p(3,1);p(4,1);p(5,1);p(5,2);	1470;272;608;328;450;255;329;336;282;261;846;1346;185;262;513;303;
S84565588	4vs1_mirror	9	126	p(2,4)p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(1,1);p(0,1);	1267;545;567;275;970;263;309;553;279;
S84565588	Equal_8vs8_mirror	10	134	p(3,3)p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(5,1);p(4,1);p(4,0);	1157;305;252;328;626;905;328;262;
S84565588	Equal_6vs3	11	139	p(4,4)p(4,5);p(4,6);p(4,7);p(5,7);p(6,7);	1474;512;405;819;278;
S84565588	6vs2_mirror	12	150	p(5,1)p(5,2);p(5,3);p(5,2);p(5,1);p(5,2);p(5,1);p(4,1);p(3,1);p(2,1);p(1,1);p(1,0);	984;203;690;256;945;1398;230;280;354;382;695;
S84565588	6vs1_1	13	167	p(4,5)p(5,5);p(6,5);p(5,5);p(4,5);p(3,5);p(2,5);p(1,5);p(0,5);p(0,4);p(0,3);p(0,2);p(0,1);p(1,1);p(2,1);p(3,1);p(3,0);p(4,0);	1203;593;559;301;344;305;375;347;304;253;284;279;289;781;227;820;282;
S84565588	Equal_6vs6_mirror	14	174	p(2,4)p(3,4);p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(3,0);	2468;261;271;301;310;1191;272;
S84565588	Equal_7vs9	15	203	p(5,2)p(5,1);p(5,0);p(4,0);p(3,0);p(2,0);p(1,0);p(0,0);p(0,1);p(0,2);p(0,1);p(0,0);p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(5,1);p(5,2);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(7,6);p(7,7);p(6,7);p(5,7);p(4,7);p(3,7);	1808;248;265;855;245;305;949;255;307;861;237;609;267;271;279;320;679;280;282;494;440;481;263;324;314;939;320;368;543;
S84565588	6vs1_2_mirror	16	221	p(2,6)p(3,6);p(4,6);p(5,6);p(6,6);p(5,6);p(4,6);p(3,6);p(2,6);p(1,6);p(0,6);p(0,5);p(0,4);p(0,3);p(0,2);p(1,2);p(2,2);p(3,2);p(3,1);	1497;676;242;266;550;288;364;330;409;441;336;271;720;256;257;390;337;702;
S84565588	3ways_1_mirror	17	230	p(2,4)p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(1,1);p(1,0);	1138;297;503;305;261;281;297;1403;807;
S84565588	Equal_6vs6	18	237	p(4,4)p(5,4);p(6,4);p(6,5);p(6,6);p(6,7);p(5,7);p(4,7);	1619;271;250;247;641;3016;423;
S84565588	Equal_7vs2_mirror	19	251	p(2,4)p(2,5);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,1);p(5,0);p(4,0);p(3,0);p(2,0);	1017;618;617;275;282;344;276;821;225;262;245;702;306;299;
S84565588	6vs1_1_mirror	20	268	p(2,5)p(1,5);p(0,5);p(1,5);p(2,5);p(3,5);p(4,5);p(5,5);p(6,5);p(6,4);p(6,3);p(6,2);p(6,1);p(5,1);p(4,1);p(3,1);p(3,0);p(2,0);	1337;325;639;279;265;225;310;372;305;260;303;292;246;287;281;711;360;
S84565588	Equal_10vs2_mirror	21	284	p(2,7)p(2,8);p(2,9);p(2,8);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(5,5);p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(3,1);p(2,1);	2262;258;541;239;279;1496;241;251;240;509;294;267;266;299;1249;266;
S84565588	Equal_4vs2	22	287	p(1,0)p(1,1);p(1,2);p(2,2);	1215;288;775;
S84565588	Loop_2_mirror	23	299	p(0,3)p(0,2);p(0,1);p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(5,1);p(6,1);p(6,2);p(6,3);	1430;1041;200;457;326;547;782;282;382;465;792;1679;
S84565588	Loop_1_mirror	24	303	p(0,0)p(0,1);p(0,2);p(0,3);p(1,3);	1295;310;363;630;
S84565588	6vs2	25	312	p(0,1)p(0,2);p(0,3);p(0,2);p(0,1);p(1,1);p(2,1);p(3,1);p(4,1);p(4,2);	1604;439;597;266;856;232;850;338;622;
S84565588	Equal_2vs5	26	316	p(2,4)p(1,4);p(0,4);p(0,3);p(0,2);	1018;343;641;599;
S84565588	Loop_2	27	328	p(7,3)p(7,2);p(7,1);p(7,0);p(6,0);p(5,0);p(5,1);p(4,1);p(3,1);p(2,1);p(1,1);p(1,2);p(0,2);	1401;999;305;311;392;287;512;320;582;970;642;293;
S84565588	Equal_7vs2	28	340	p(5,4)p(5,5);p(5,6);p(5,5);p(5,4);p(5,3);p(5,2);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);p(1,0);	1012;289;620;294;309;304;336;323;311;255;272;673;
S84565588	Equal_7vs9_mirror	29	366	p(2,2)p(2,3);p(2,4);p(2,5);p(1,5);p(0,5);p(0,6);p(0,7);p(0,6);p(0,5);p(1,5);p(2,5);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(3,0);p(4,0);p(5,0);p(6,0);p(7,0);p(7,1);p(7,2);p(6,2);p(6,3);p(6,4);	2456;362;559;328;341;289;321;691;246;271;238;325;231;287;285;260;246;272;472;297;414;323;219;1284;248;1373;
S84565588	Equal_8vs3_mirror	30	388	p(2,2)p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(3,0);p(4,0);p(5,0);p(6,0);p(7,0);p(8,0);p(8,1);p(8,2);p(7,2);p(6,2);p(5,2);p(5,3);	1097;239;313;765;623;272;271;304;441;1457;294;267;623;416;366;424;415;388;553;374;400;363;
S84565588	Equal_6vs3_mirror	31	401	p(2,4)p(2,5);p(2,6);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(6,3);	1027;238;284;533;220;296;287;739;482;256;463;835;699;
S84565588	Equal_4vs2_mirror	32	411	p(4,0)p(4,1);p(4,2);p(4,1);p(4,0);p(3,0);p(2,0);p(1,0);p(1,1);p(1,2);p(0,2);	1306;283;625;309;737;280;281;847;795;277;
S84565588	3ways_2	33	423	p(2,6)p(1,6);p(0,6);p(1,6);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);	1185;324;378;280;841;303;305;311;304;265;279;771;
S84565588	3ways_1	34	437	p(5,4)p(6,4);p(7,4);p(6,4);p(5,4);p(5,3);p(5,2);p(5,1);p(5,2);p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);	1296;322;631;327;682;1407;217;567;263;326;408;1373;1990;249;
S84565588	3ways_4_mirror	35	447	p(2,2)p(1,2);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(5,1);p(5,0);p(4,0);	956;360;548;260;540;292;830;400;287;753;
S84565588	4ways	36	469	p(2,6)p(1,6);p(0,6);p(1,6);p(2,6);p(2,5);p(2,4);p(3,4);p(4,4);p(4,5);p(4,4);p(3,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(3,1);p(2,1);p(1,1);p(0,1);p(0,2);	1402;327;598;288;287;275;584;234;863;508;289;377;359;323;503;245;529;641;303;503;1522;391;
