subject,step,direct,rt
S8400090,2,1,696
S8400090,3,1,570
S8400090,4,1,541
S8400090,5,1,550
S8400090,7,1,745
S8400090,8,1,682
S8400090,9,1,729
S8400090,10,1,605
S8400090,11,1,676
S8400090,2,1,541
S8400090,3,1,599
S8400090,5,1,489
S8400090,6,1,559
S8400090,7,1,606
S8400090,8,1,634
S8400090,9,1,550
S8400090,10,1,504
S8400090,11,1,707
S8400090,2,1,590
S8400090,3,1,1001
S8400090,4,1,510
S8400090,6,1,546
S8400090,7,1,535
S8400090,8,1,549
S8400090,9,1,560
S8400090,10,1,659
S8400090,11,1,587
S8400090,12,1,590
S8400090,13,1,559
S8400090,14,1,598
S8400090,15,1,821
S8400090,16,1,511
S8400090,17,1,484
S8400090,18,1,642
S8400090,2,1,595
S8400090,4,1,566
S8400090,5,1,557
S8400090,6,1,503
S8400090,7,1,567
S8400090,8,1,583
S8400090,11,1,557
S8400090,12,1,481
S8400090,13,1,537
S8400090,14,1,719
S8400090,15,1,745
S8400090,16,1,754
S8400090,17,1,480
S8400090,2,1,535
S8400090,4,1,629
S8400090,5,1,596
S8400090,6,1,712
S8400090,7,1,823
S8400090,8,1,628
S8400090,9,1,745
S8400090,2,1,485
S8400090,3,1,467
S8400090,4,1,504
S8400090,5,1,488
S8400090,6,1,536
S8400090,7,1,656
S8400090,8,1,505
S8400090,9,1,599
S8400090,2,1,558
S8400090,3,1,537
S8400090,4,1,520
S8400090,2,1,583
S8400090,3,1,542
S8400090,4,1,506
S8400090,5,1,501
S8400090,6,1,549
S8400090,7,1,692
S8400090,8,1,745
S8400090,9,1,743
S8400090,10,1,551
S8400090,11,1,721
S8400090,2,1,557
S8400090,3,1,464
S8400090,4,1,573
S8400090,5,1,561
S8400090,2,1,621
S8400090,3,1,581
S8400090,4,1,543
S8400090,5,1,574
S8400090,6,1,505
S8400090,7,1,528
S8400090,2,1,480
S8400090,3,1,488
S8400090,4,1,541
S8400090,5,1,520
S8400090,6,1,676
S8400090,7,1,559
S8400090,9,1,978
S8400090,10,1,517
S8400090,11,1,514
S8400090,2,1,473
S8400090,3,1,496
S8400090,4,1,480
S8400090,2,1,528
S8400090,3,1,619
S8400090,5,1,627
S8400090,6,1,568
S8400090,7,1,503
S8400090,8,1,676
S8400090,2,1,530
S8400090,3,1,532
S8400090,4,1,490
S8400090,5,1,581
S8400090,7,1,536
S8400090,8,1,611
S8400090,9,1,674
S8400090,10,1,536
S8400090,2,1,571
S8400090,3,1,768
S8400090,4,1,527
S8400090,5,1,505
S8400090,6,1,550
S8400090,7,1,474
S8400090,8,1,480
S8400090,9,1,487
S8400090,10,1,512
S8400090,2,1,490
S8400090,3,1,775
S8400090,4,1,458
S8400090,5,1,540
S8400090,2,1,458
S8400090,3,1,480
S8400090,4,1,481
S8400090,5,1,504
S8400090,2,1,463
S8400090,3,1,706
S8400090,4,1,460
S8400090,5,1,544
S8400090,6,1,481
S8400090,7,1,494
S8400090,2,1,652
S8400090,3,1,567
S8400090,4,1,504
S8400090,5,1,499
S8400090,6,1,439
S8400090,8,1,557
S8400090,9,1,419
S8400090,10,1,473
S8400090,11,1,793
S8400090,2,1,543
S8400090,3,1,488
S8400090,4,1,489
S8400090,5,1,533
S8400090,7,1,505
S8400090,8,1,581
S8400090,9,1,839
S8400090,10,1,496
S8400090,11,1,792
S8400090,12,1,650
S8400090,13,1,840
S8400090,14,1,495
S8400090,15,1,506
S8400090,2,1,487
S8400090,3,1,549
S8400090,4,1,932
S8400090,5,1,514
S8400090,2,1,549
S8400090,4,1,598
S8400090,5,1,520
S8400090,6,1,465
S8400090,7,1,503
S8400090,8,1,487
S8400090,9,1,595
S8400090,10,1,461
S8400090,11,1,512
S8400090,2,1,494
S8400090,2,1,584
S8400090,3,1,513
S8400090,4,1,463
S8400090,6,1,474
S8400090,7,1,472
S8400090,8,1,458
S8400090,9,1,472
S8400090,10,1,411
S8400090,11,1,484
S8400090,12,1,479
S8400090,13,1,510
S8400090,14,1,496
S8400090,15,1,491
S8400090,16,1,489
S8400090,17,1,512
S8400090,2,1,513
S8400090,3,1,456
S8400090,4,1,652
S8400090,5,1,481
S8400090,6,1,487
S8400090,7,1,708
S8400090,8,1,532
S8400090,9,1,475
S8400090,2,1,838
S8400090,3,1,594
S8400090,4,1,558
S8400090,5,1,1042
S8400090,6,1,450
S8400090,7,1,425
S8400090,8,1,395
S8400090,2,1,511
S8400090,2,1,504
S8400090,2,1,520
S8400090,4,1,463
S8400090,5,1,557
S8400090,6,1,442
S8400090,7,1,831
S8400090,2,1,529
S8400090,2,1,519
S8400090,3,1,1250
S8400090,4,1,518
S8400090,5,1,520
S8400090,7,1,410
S8400090,8,1,471
S8400090,9,1,536
S8400090,10,1,489
S8400090,11,1,503
S8400090,12,1,476
S8400090,13,1,524
S8400090,2,1,628
S8400090,4,1,506
S8400090,5,1,449
S8400090,6,1,422
S8400090,7,1,431
S8400090,8,1,403
S8400090,9,1,465
S8400090,2,1,464
S8400090,2,1,512
S8400090,4,1,543
S8400090,5,1,1186
S8400090,6,1,541
S8400090,7,1,506
S8400090,8,1,506
S8400090,9,1,743
S8400090,10,1,504
S8400090,11,1,490
S8400090,12,1,489
S8400090,13,1,487
S8400090,14,1,549
S8400090,15,1,669
S8400090,2,1,474
S8400090,4,1,472
S8400090,6,1,494
S8400090,7,1,434
S8400090,8,1,435
S8400090,9,1,412
S8400090,10,1,466
S8400090,11,1,448
S8400090,12,1,438
S8400090,13,1,453
S8400090,15,1,519
S8400090,16,1,513
S8400090,17,1,564
S8400090,2,1,534
S8400090,4,1,471
S8400090,5,1,1046
S8400090,6,1,481
S8400090,7,1,474
S8400090,2,1,503
S8400090,4,1,551
S8400090,5,1,479
S8400090,6,1,559
S8400090,7,1,870
S8400090,8,1,529
S8400090,11,1,472
S8400090,12,1,458
S8400090,13,1,460
S8400090,14,1,1248
S8400090,15,1,493
S8400090,16,1,567
S8400090,17,1,528
S8400090,19,1,714
S8400090,20,1,506
S8400090,21,1,473
S8400090,2,1,472
S8400090,4,1,427
S8400090,5,1,528
S8400090,6,1,433
S8400090,7,1,590
S8400090,8,1,456
S8400090,9,1,491
S8400090,10,1,480
S8400090,11,1,613
S8400090,12,1,836
S8400090,13,1,582
S8400090,14,1,535
S8400090,2,1,468
S8400090,3,1,580
S8400090,4,1,479
S8400090,5,1,669
S8400090,6,1,457
S8400090,7,1,481
S8400090,8,1,504
S8400090,9,1,503
S8400090,11,1,539
S8400090,12,1,862
S8400090,13,1,559
S8400090,14,1,619
S8400090,15,1,559
S8400090,16,1,481
S8400090,17,1,458
S8400090,18,1,761
S8400090,19,1,480
S8400090,20,1,519
S8400090,21,1,488
S8400090,22,1,428
S8400090,23,1,451
S8400090,24,1,473
S8400090,25,1,403
S8400090,2,1,816
S8400090,3,1,1101
S8400090,4,1,506
S8400090,5,1,463
S64663250,2,1,639
S64663250,3,1,571
S64663250,4,1,539
S64663250,5,1,556
S64663250,6,1,555
S64663250,7,1,537
S64663250,8,1,594
S64663250,9,1,556
S64663250,2,1,572
S64663250,3,1,616
S64663250,4,1,628
S64663250,5,1,611
S64663250,6,1,707
S64663250,7,1,626
S64663250,8,1,619
S64663250,9,1,591
S64663250,2,1,601
S64663250,3,1,565
S64663250,2,1,512
S64663250,3,1,538
S64663250,4,1,557
S64663250,5,1,557
S64663250,2,1,564
S64663250,3,1,567
S64663250,4,1,581
S64663250,5,1,655
S64663250,6,1,649
S64663250,7,1,580
S64663250,2,1,566
S64663250,3,1,646
S64663250,4,1,633
S64663250,5,1,619
S64663250,6,1,688
S64663250,7,1,1148
S64663250,8,1,530
S64663250,2,1,573
S64663250,3,1,566
S64663250,4,1,555
S64663250,5,1,619
S64663250,6,1,556
S64663250,7,1,566
S64663250,8,1,591
S64663250,9,1,1194
S64663250,10,1,652
S64663250,12,0,619
S64663250,13,0,548
S64663250,14,0,3056
S64663250,15,0,644
S64663250,16,0,513
S64663250,17,0,523
S64663250,18,1,545
S64663250,19,1,1114
S64663250,20,1,591
S64663250,21,1,567
S64663250,22,1,555
S64663250,23,1,575
S64663250,24,1,625
S64663250,25,1,548
S64663250,26,1,609
S64663250,27,1,577
S64663250,28,1,617
S64663250,2,1,574
S64663250,3,1,609
S64663250,4,1,556
S64663250,5,1,575
S64663250,7,1,831
S64663250,8,1,629
S64663250,9,1,545
S64663250,10,1,556
S64663250,11,1,503
S64663250,12,1,577
S64663250,13,1,579
S64663250,14,1,530
S64663250,15,1,601
S64663250,2,1,707
S64663250,3,1,668
S64663250,2,1,643
S64663250,3,1,690
S64663250,4,1,820
S64663250,2,1,608
S64663250,3,1,644
S64663250,4,1,686
S64663250,5,1,701
S64663250,2,1,579
S64663250,3,1,1167
S64663250,4,1,655
S64663250,5,1,669
S64663250,2,1,609
S64663250,3,1,584
S64663250,4,1,582
S64663250,5,1,592
S64663250,6,1,611
S64663250,7,1,714
S64663250,2,1,575
S64663250,3,1,750
S64663250,4,1,671
S64663250,5,1,653
S64663250,6,1,649
S64663250,7,1,729
S64663250,2,1,802
S64663250,3,1,707
S64663250,4,1,605
S64663250,5,1,596
S64663250,7,1,592
S64663250,8,1,601
S64663250,9,1,583
S64663250,10,1,629
S64663250,11,1,908
S64663250,12,1,600
S64663250,13,1,552
S64663250,14,1,561
S64663250,15,1,637
S64663250,2,1,2614
S64663250,3,0,494
S64663250,4,0,662
S64663250,5,0,644
S64663250,6,0,576
S64663250,8,1,627
S64663250,9,1,893
S64663250,10,1,629
S64663250,11,1,554
S64663250,12,1,574
S64663250,13,1,565
S64663250,14,1,557
S64663250,15,1,611
S64663250,16,1,617
S64663250,17,1,636
S64663250,18,1,612
S64663250,19,1,576
S64663250,20,1,590
S64663250,2,1,1127
S64663250,3,1,646
S64663250,4,1,661
S64663250,5,1,644
S64663250,7,1,602
S64663250,8,1,555
S64663250,9,1,591
S64663250,10,1,621
S64663250,11,1,582
S64663250,12,1,626
S64663250,2,1,588
S64663250,3,1,618
S64663250,4,1,610
S64663250,5,1,601
S64663250,6,1,571
S64663250,7,1,604
S64663250,8,1,885
S64663250,9,1,1190
S64663250,11,1,579
S64663250,12,1,590
S64663250,13,1,582
S64663250,14,1,624
S64663250,15,1,647
S64663250,16,1,590
S64663250,17,1,592
S64663250,18,1,1627
S64663250,19,1,809
S64663250,20,1,998
S64663250,21,1,662
S64663250,22,1,637
S64663250,23,1,1211
S64663250,24,1,617
S64663250,25,1,671
S64663250,2,1,617
S64663250,4,1,714
S64663250,5,1,575
S64663250,6,1,558
S64663250,7,1,545
S64663250,8,1,601
S64663250,9,1,611
S64663250,10,1,1976
S64663250,11,1,655
S64663250,12,1,600
S64663250,13,1,662
S64663250,14,1,675
S64663250,15,1,933
S64663250,2,1,635
S64663250,3,1,548
S64663250,4,1,619
S64663250,5,1,708
S64663250,7,1,1141
S64663250,8,1,633
S64663250,9,1,541
S64663250,10,1,546
S64663250,11,1,1203
S64663250,12,1,651
S64663250,13,1,927
S64663250,2,1,593
S64663250,3,1,561
S64663250,4,1,786
S64663250,2,1,538
S64663250,3,1,647
S64663250,2,1,556
S64663250,3,1,627
S64663250,6,1,531
S64663250,7,1,629
S64663250,8,1,570
S64663250,9,1,567
S64663250,10,1,586
S64663250,2,1,1211
S64663250,4,1,654
S64663250,5,1,628
S64663250,6,1,1351
S64663250,7,1,688
S64663250,8,1,706
S64663250,9,1,815
S64663250,10,1,554
S64663250,11,1,662
S64663250,13,1,874
S64663250,14,1,618
S64663250,15,1,600
S64663250,2,1,2623
S64663250,3,0,681
S64663250,4,0,608
S64663250,5,0,628
S64663250,6,0,618
S64663250,8,1,610
S64663250,9,1,646
S64663250,10,1,661
S64663250,11,1,583
S64663250,12,1,671
S64663250,13,1,539
S64663250,14,1,565
S64663250,15,1,663
S64663250,16,1,645
S64663250,17,1,591
S64663250,18,1,629
S64663250,19,1,1120
S64663250,20,1,981
S64663250,2,1,662
S64663250,4,1,1164
S64663250,5,1,616
S64663250,6,1,627
S64663250,7,1,672
S64663250,8,1,584
S64663250,9,1,600
S64663250,11,1,585
S64663250,12,1,528
S64663250,13,1,574
S64663250,2,1,626
S64663250,3,1,705
S64663250,4,1,637
S64663250,5,1,618
S64663250,6,1,636
S64663250,7,1,576
S64663250,8,1,555
S64663250,9,1,680
S64663250,2,1,616
S64663250,3,1,609
S64663250,4,1,628
S64663250,5,1,645
S64663250,7,1,555
S64663250,8,1,557
S64663250,9,1,600
S64663250,11,1,565
S64663250,12,1,549
S64663250,13,1,881
S64663250,14,1,689
S64663250,15,1,583
S64663250,16,1,716
S64663250,2,1,662
S64663250,4,1,593
S64663250,5,1,584
S64663250,6,1,545
S64663250,7,1,637
S64663250,8,1,591
S64663250,9,1,566
S64663250,10,1,592
S64663250,11,1,1085
S64663250,2,1,548
S64663250,2,1,617
S64663250,4,1,614
S64663250,5,1,610
S64663250,6,1,618
S64663250,7,1,574
S64663250,8,1,565
S64663250,9,1,600
S64663250,10,1,582
S64663250,11,1,574
S64663250,12,1,584
S64663250,13,1,1437
S64663250,14,1,583
S64663250,15,1,609
S64663250,2,1,831
S64663250,3,1,528
S64663250,4,1,576
S64663250,5,1,616
S64663250,6,1,558
S64663250,7,1,607
S64663250,9,1,564
S64663250,10,1,646
S64663250,11,1,679
S64663250,12,1,722
S64663250,13,1,990
S64663250,2,1,624
S64663250,4,1,617
S64663250,5,1,584
S64663250,6,1,600
S64663250,7,1,608
S64663250,8,1,645
S64663250,11,1,552
S64663250,12,1,572
S64663250,13,1,593
S64663250,14,1,599
S64663250,15,1,830
S64663250,16,1,558
S64663250,17,1,642
S64663250,19,1,830
S64663250,20,1,600
S64663250,21,1,574
S64663250,2,1,628
S64663250,4,1,598
S64663250,5,1,586
S64663250,6,1,591
S64663250,7,1,555
S64663250,8,1,627
S64663250,9,1,655
S64663250,10,1,758
S64663250,11,1,557
S64663250,2,1,902
S64663250,4,1,565
S64663250,5,1,547
S64663250,6,1,1403
S64663250,7,1,874
S64663250,8,1,557
S64663250,9,1,602
S64663250,2,1,1032
S64663250,3,1,574
S64663250,4,1,655
S64663250,5,1,652
S64663250,2,1,717
S64663250,3,1,564
S64663250,4,1,637
S64663250,5,1,731
S64663250,7,1,557
S64663250,8,1,609
S64663250,9,1,592
S64663250,10,1,600
S64663250,2,1,749
S64663250,3,1,626
S64663250,4,1,575
S64663250,5,1,574
S64663250,6,1,594
S64663250,7,1,572
S64663250,8,1,645
S64663250,9,1,1113
S64663250,10,1,609
S64663250,2,1,619
S64663250,3,1,645
S64663250,5,1,567
S64663250,6,1,573
S64663250,7,1,564
S64663250,8,1,630
S64663250,2,1,601
S64663250,3,1,573
S64663250,4,1,575
S64663250,5,1,598
S64663250,7,1,538
S64663250,8,1,638
S64663250,9,1,574
S47804928,2,1,1326
S47804928,4,1,2213
S47804928,5,1,1183
S47804928,6,1,803
S47804928,7,1,435
S47804928,9,1,540
S47804928,10,1,456
S47804928,11,1,480
S47804928,12,1,721
S47804928,2,1,717
S47804928,3,1,377
S47804928,4,1,403
S47804928,5,1,360
S47804928,6,1,368
S47804928,7,1,368
S47804928,8,1,366
S47804928,9,1,728
S47804928,2,1,402
S47804928,3,1,421
S47804928,5,1,338
S47804928,6,1,344
S47804928,7,1,337
S47804928,8,1,369
S47804928,9,1,480
S47804928,10,1,321
S47804928,11,1,360
S47804928,2,1,412
S47804928,3,1,374
S47804928,4,1,472
S47804928,5,1,420
S47804928,6,1,406
S47804928,7,1,442
S47804928,9,1,315
S47804928,10,1,412
S47804928,11,1,554
S47804928,12,1,1965
S47804928,13,1,376
S47804928,14,1,366
S47804928,15,1,353
S47804928,16,1,361
S47804928,17,1,442
S47804928,18,1,832
S47804928,19,1,2024
S47804928,20,1,389
S47804928,21,1,413
S47804928,22,1,398
S47804928,23,1,396
S47804928,2,1,539
S47804928,3,1,451
S47804928,4,1,465
S47804928,2,1,471
S47804928,3,1,458
S47804928,4,1,404
S47804928,5,1,420
S47804928,6,1,374
S47804928,7,1,420
S47804928,8,1,459
S47804928,9,1,366
S47804928,2,1,360
S47804928,4,1,320
S47804928,5,1,379
S47804928,6,1,323
S47804928,7,1,380
S47804928,8,1,352
S47804928,9,1,450
S47804928,10,1,429
S47804928,11,1,511
S47804928,12,1,883
S47804928,13,1,578
S47804928,14,1,898
S47804928,2,1,358
S47804928,4,1,780
S47804928,5,1,346
S47804928,6,1,374
S47804928,7,1,330
S47804928,8,1,390
S47804928,9,1,368
S47804928,10,1,383
S47804928,11,1,382
S47804928,12,1,352
S47804928,13,1,434
S47804928,14,1,638
S47804928,15,1,689
S47804928,2,1,383
S47804928,3,1,485
S47804928,4,1,347
S47804928,5,1,477
S47804928,2,1,780
S47804928,3,1,398
S47804928,4,1,681
S47804928,5,1,442
S47804928,2,1,367
S47804928,4,1,396
S47804928,5,1,532
S47804928,6,1,410
S47804928,7,1,356
S47804928,2,1,367
S47804928,3,1,387
S47804928,2,1,644
S47804928,3,1,398
S47804928,4,1,433
S47804928,5,1,802
S47804928,7,1,382
S47804928,8,1,383
S47804928,9,1,373
S47804928,10,1,834
S47804928,2,1,726
S47804928,3,1,1005
S47804928,4,1,330
S47804928,5,1,367
S47804928,7,1,346
S47804928,8,1,456
S47804928,9,1,526
S47804928,10,1,442
S47804928,11,1,336
S47804928,12,1,368
S47804928,13,1,383
S47804928,14,1,428
S47804928,15,1,433
S47804928,2,1,345
S47804928,4,1,390
S47804928,5,1,472
S47804928,6,1,360
S47804928,7,1,441
S47804928,8,1,465
S47804928,9,1,436
S47804928,2,1,388
S47804928,3,1,368
S47804928,4,1,404
S47804928,5,1,382
S47804928,6,1,398
S47804928,7,1,352
S47804928,2,1,442
S47804928,3,1,592
S47804928,4,1,472
S47804928,5,1,450
S47804928,7,1,330
S47804928,8,1,471
S47804928,9,1,344
S47804928,10,1,452
S47804928,11,1,345
S47804928,12,1,336
S47804928,13,1,1148
S47804928,14,1,373
S47804928,15,1,429
S47804928,2,1,419
S47804928,3,1,411
S47804928,4,1,383
S47804928,5,1,390
S47804928,6,1,360
S47804928,7,1,548
S47804928,9,1,1416
S47804928,10,1,368
S47804928,11,1,390
S47804928,2,1,375
S47804928,3,1,420
S47804928,4,1,366
S47804928,5,1,390
S47804928,2,1,364
S47804928,3,1,459
S47804928,4,1,404
S47804928,6,1,398
S47804928,7,1,435
S47804928,8,1,397
S47804928,9,1,442
S47804928,10,1,870
S47804928,11,1,1080
S47804928,13,1,493
S47804928,14,1,489
S47804928,15,1,431
S47804928,2,1,381
S47804928,3,1,412
S47804928,4,1,1095
S47804928,5,1,682
S47804928,6,1,532
S47804928,7,1,450
S47804928,8,1,414
S47804928,9,1,388
S47804928,11,1,375
S47804928,12,1,390
S47804928,13,1,381
S47804928,14,1,376
S47804928,15,1,435
S47804928,16,1,338
S47804928,17,1,374
S47804928,18,1,389
S47804928,19,1,391
S47804928,20,1,405
S47804928,21,1,352
S47804928,22,1,451
S47804928,23,1,434
S47804928,24,1,397
S47804928,25,1,390
S47804928,2,1,305
S47804928,3,1,384
S47804928,5,1,375
S47804928,6,1,405
S47804928,7,1,441
S47804928,8,1,360
S47804928,2,1,421
S47804928,3,1,357
S47804928,4,1,324
S47804928,5,1,867
S47804928,7,1,381
S47804928,8,1,630
S47804928,9,1,352
S47804928,10,1,398
S47804928,2,1,330
S47804928,2,1,368
S47804928,3,1,809
S47804928,2,1,345
S47804928,4,1,390
S47804928,5,1,480
S47804928,6,1,570
S47804928,7,1,510
S47804928,8,1,361
S47804928,9,1,367
S47804928,10,1,367
S47804928,11,1,345
S47804928,12,1,374
S47804928,13,1,465
S47804928,14,1,599
S47804928,15,1,497
S47804928,2,1,389
S47804928,3,1,390
S47804928,4,1,374
S47804928,2,1,329
S47804928,4,1,294
S47804928,5,1,471
S47804928,6,1,375
S47804928,7,1,359
S47804928,2,1,414
S47804928,3,1,456
S47804928,4,1,421
S47804928,5,1,741
S47804928,6,1,413
S47804928,7,1,419
S47804928,2,1,419
S47804928,4,1,359
S47804928,5,1,390
S47804928,6,1,399
S47804928,7,1,433
S47804928,8,1,428
S47804928,9,1,382
S47804928,11,1,383
S47804928,12,1,300
S47804928,13,1,418
S47804928,2,1,1372
S47804928,3,1,419
S47804928,4,1,389
S47804928,6,1,845
S47804928,7,1,376
S47804928,8,1,367
S47804928,9,1,743
S47804928,10,1,479
S47804928,11,1,449
S47804928,13,1,398
S47804928,14,1,456
S47804928,15,1,504
S47804928,2,1,405
S47804928,3,1,412
S47804928,5,1,399
S47804928,6,1,389
S47804928,7,1,465
S47804928,8,1,428
S47804928,2,1,367
S47804928,3,1,555
S47804928,4,1,397
S47804928,5,1,413
S47804928,6,1,577
S47804928,7,1,396
S47804928,9,1,343
S47804928,10,1,352
S47804928,11,1,377
S47804928,2,1,398
S47804928,4,1,421
S47804928,5,1,382
S47804928,6,1,412
S47804928,7,1,870
S47804928,8,1,436
S47804928,9,1,442
S47804928,2,1,411
S47804928,3,1,322
S47804928,4,1,347
S47804928,5,1,510
S47804928,7,1,376
S47804928,8,1,396
S47804928,9,1,976
S47804928,10,1,322
S47804928,11,1,419
S47804928,12,1,352
S47804928,2,1,510
S47804928,3,1,366
S47804928,4,1,419
S47804928,6,1,487
S47804928,7,1,368
S47804928,8,1,413
S47804928,9,1,493
S47804928,10,1,390
S47804928,11,1,570
S47804928,12,1,1335
S47804928,13,1,525
S47804928,14,1,435
S47804928,15,1,1017
S47804928,16,1,376
S47804928,17,1,360
S47804928,18,1,368
S47804928,2,1,389
S47804928,2,1,359
S47804928,3,1,352
S47804928,4,1,339
S47804928,5,1,466
S47804928,6,1,379
S47804928,7,1,442
S47804928,8,1,593
S47804928,9,1,425
S47804928,10,1,348
S47804928,2,1,397
S47804928,3,1,472
S47804928,4,1,353
S47804928,5,1,369
S17865914,2,1,931
S17865914,4,1,365
S17865914,5,1,427
S17865914,6,1,585
S17865914,7,1,522
S17865914,8,1,476
S17865914,9,1,577
S17865914,10,1,514
S17865914,11,1,357
S17865914,2,1,352
S17865914,2,1,464
S17865914,3,1,458
S17865914,4,1,509
S17865914,5,1,474
S17865914,6,1,507
S17865914,7,1,355
S17865914,8,1,349
S17865914,9,1,334
S17865914,2,1,504
S17865914,3,1,499
S17865914,4,1,419
S17865914,5,1,421
S17865914,6,1,434
S17865914,7,1,453
S17865914,8,1,494
S17865914,9,1,383
S17865914,10,1,396
S17865914,12,1,418
S17865914,13,1,450
S17865914,14,1,427
S17865914,15,1,515
S17865914,16,1,475
S17865914,17,1,482
S17865914,18,1,453
S17865914,19,1,422
S17865914,20,1,391
S17865914,21,1,408
S17865914,22,1,430
S17865914,2,1,449
S17865914,4,1,433
S17865914,5,1,446
S17865914,6,1,441
S17865914,7,1,436
S17865914,8,1,392
S17865914,9,1,489
S17865914,2,1,612
S17865914,3,1,383
S17865914,4,1,429
S17865914,5,1,355
S17865914,6,1,477
S17865914,8,1,489
S17865914,9,1,429
S17865914,10,1,442
S17865914,11,1,485
S17865914,2,1,447
S17865914,4,1,367
S17865914,5,1,439
S17865914,6,1,414
S17865914,7,1,470
S17865914,8,1,395
S17865914,9,1,441
S17865914,10,1,494
S17865914,11,1,959
S17865914,12,1,426
S17865914,13,1,379
S17865914,14,1,412
S17865914,15,1,451
S17865914,2,1,528
S17865914,3,1,383
S17865914,4,1,512
S17865914,5,1,402
S17865914,6,1,506
S17865914,7,1,398
S17865914,2,1,372
S17865914,3,1,344
S17865914,4,1,285
S17865914,2,1,442
S17865914,3,1,308
S17865914,4,1,256
S17865914,5,1,771
S17865914,7,1,413
S17865914,8,1,413
S17865914,9,1,415
S17865914,10,1,908
S17865914,11,1,335
S17865914,12,1,343
S17865914,13,1,656
S17865914,2,1,330
S17865914,3,1,330
S17865914,4,1,478
S17865914,5,1,900
S17865914,6,1,270
S17865914,7,1,399
S17865914,8,1,574
S17865914,2,1,365
S17865914,3,1,350
S17865914,2,1,346
S17865914,3,1,391
S17865914,4,1,409
S17865914,5,1,505
S17865914,7,1,389
S17865914,8,1,692
S17865914,9,1,462
S17865914,10,1,368
S17865914,11,1,444
S17865914,12,1,419
S17865914,13,1,428
S17865914,14,1,373
S17865914,15,1,402
S17865914,2,1,934
S17865914,3,1,584
S17865914,4,1,499
S17865914,5,1,470
S17865914,6,1,349
S17865914,7,1,436
S17865914,9,1,511
S17865914,10,1,520
S17865914,11,1,344
S17865914,2,1,484
S17865914,3,1,332
S17865914,4,1,462
S17865914,5,1,473
S17865914,6,1,499
S17865914,7,1,467
S17865914,8,1,460
S17865914,9,1,312
S17865914,2,1,378
S17865914,3,1,392
S17865914,4,1,509
S17865914,5,1,432
S17865914,6,1,492
S17865914,7,1,535
S17865914,8,1,502
S17865914,9,1,437
S17865914,10,1,387
S17865914,2,1,361
S17865914,3,1,529
S17865914,4,1,467
S17865914,5,1,468
S17865914,7,1,320
S17865914,8,1,387
S17865914,9,1,433
S17865914,10,1,356
S17865914,11,1,517
S17865914,12,1,373
S17865914,13,1,362
S17865914,14,1,445
S17865914,15,1,373
S17865914,2,1,444
S17865914,3,1,451
S17865914,4,1,429
S17865914,5,1,422
S17865914,6,1,290
S17865914,7,1,282
S17865914,2,1,442
S17865914,3,1,487
S17865914,4,1,339
S17865914,5,1,419
S17865914,6,1,372
S17865914,7,1,475
S17865914,2,1,790
S17865914,3,1,270
S17865914,5,1,375
S17865914,6,1,326
S17865914,7,1,341
S17865914,8,1,596
S17865914,2,1,460
S17865914,3,1,322
S17865914,4,1,332
S17865914,5,1,455
S17865914,6,1,314
S17865914,7,1,768
S17865914,2,1,323
S17865914,3,1,294
S17865914,4,1,323
S17865914,5,1,354
S17865914,6,1,487
S17865914,7,1,1034
S17865914,9,1,372
S17865914,10,1,353
S17865914,11,1,400
S17865914,12,1,528
S17865914,13,1,601
S17865914,2,1,411
S17865914,3,1,466
S17865914,4,1,483
S17865914,5,1,522
S17865914,6,1,419
S17865914,7,1,444
S17865914,9,1,467
S17865914,10,1,417
S17865914,11,1,449
S17865914,2,1,685
S17865914,3,1,453
S17865914,4,1,365
S17865914,5,1,332
S17865914,2,1,614
S17865914,3,1,525
S17865914,4,1,325
S17865914,5,1,338
S17865914,2,1,362
S17865914,3,1,369
S17865914,4,1,363
S17865914,5,1,469
S17865914,7,1,412
S17865914,8,1,725
S17865914,9,1,523
S17865914,2,1,475
S17865914,3,1,456
S17865914,6,1,434
S17865914,7,1,329
S17865914,8,1,403
S17865914,9,1,628
S17865914,10,1,488
S17865914,2,1,609
S17865914,3,1,554
S17865914,2,1,352
S17865914,3,1,345
S17865914,4,1,306
S17865914,6,1,314
S17865914,7,1,345
S17865914,8,1,551
S17865914,9,1,516
S17865914,10,1,498
S17865914,11,1,537
S17865914,12,1,452
S17865914,13,1,470
S17865914,14,1,684
S17865914,15,1,471
S17865914,16,1,411
S17865914,17,1,514
S17865914,18,1,506
S17865914,2,1,306
S17865914,3,1,373
S17865914,4,1,432
S17865914,6,1,381
S17865914,7,1,371
S17865914,8,1,618
S17865914,9,1,505
S17865914,10,1,485
S17865914,11,1,541
S17865914,12,1,493
S17865914,13,1,405
S17865914,14,1,493
S17865914,15,1,541
S17865914,16,1,407
S17865914,17,1,361
S17865914,18,1,450
S17865914,2,1,472
S17865914,3,1,417
S17865914,4,1,353
S17865914,5,1,302
S17865914,7,1,340
S17865914,8,1,324
S17865914,9,1,377
S17865914,10,1,351
S17865914,11,1,377
S17865914,12,1,504
S17865914,2,1,500
S17865914,3,1,420
S17865914,4,1,545
S17865914,5,1,367
S17865914,6,1,467
S17865914,7,1,436
S17865914,8,1,433
S17865914,9,1,378
S17865914,2,1,660
S17865914,3,1,321
S17865914,4,1,354
S17865914,5,1,532
S17865914,2,1,323
S17865914,3,1,300
S17865914,4,1,294
