subject,step,direct,rt
S31520197,17,1,515
S31520197,18,1,564
S31520197,19,1,516
S31520197,20,1,440
S31520197,21,1,544
S31520197,22,1,450
S31520197,23,1,516
S31520197,24,1,417
S31520197,25,1,454
S31520197,2,1,414
S31520197,3,1,446
S31520197,4,1,423
S31520197,5,1,423
S31520197,7,1,291
S31520197,8,1,346
S31520197,9,1,376
S31520197,10,1,509
S31520197,11,1,415
S31520197,12,1,366
S31520197,13,1,420
S31520197,14,1,419
S31520197,15,1,462
S31520197,2,1,515
S31520197,4,1,336
S31520197,5,1,439
S31520197,6,1,374
S31520197,7,1,440
S31520197,8,1,342
S31520197,9,1,395
S31520197,10,1,550
S31520197,11,1,429
S31520197,12,1,374
S31520197,13,1,599
S31520197,14,1,595
S31520197,2,1,379
S31520197,3,1,432
S31520197,4,1,431
S31520197,5,1,367
S31520197,6,1,401
S31520197,7,1,478
S31520197,8,1,393
S31520197,9,1,375
S31520197,10,1,362
S31520197,2,1,400
S31520197,3,1,2421
S31520197,4,1,556
S31520197,5,1,288
S31520197,6,1,561
S31520197,7,1,377
S31520197,9,1,340
S31520197,10,1,336
S31520197,11,1,287
S31520197,2,1,400
S31520197,3,1,331
S31520197,4,1,447
S31520197,5,1,421
S31520197,7,1,440
S31520197,8,1,399
S31520197,9,1,421
S31520197,2,1,318
S31520197,3,1,439
S31520197,4,1,417
S31520197,5,1,407
S31520197,7,1,313
S31520197,8,1,306
S31520197,9,1,386
S31520197,10,1,359
S31520197,11,1,397
S31520197,12,1,416
S31520197,13,1,415
S31520197,2,1,429
S31520197,3,1,471
S31520197,4,1,375
S31520197,5,1,940
S31520197,6,1,376
S31520197,7,1,384
S31520197,2,1,483
S31520197,3,1,448
S31520197,4,1,549
S31520197,6,1,419
S31520197,7,1,438
S31520197,8,1,543
S31520197,9,1,420
S31520197,10,1,472
S31520197,11,1,424
S31520197,13,1,840
S31520197,14,1,381
S31520197,15,1,370
S31520197,2,1,391
S31520197,3,1,336
S31520197,4,1,463
S31520197,5,1,337
S31520197,6,1,400
S31520197,7,1,391
S31520197,2,1,419
S31520197,3,1,361
S31520197,4,1,352
S31520197,5,1,354
S31520197,6,1,321
S31520197,7,1,486
S31520197,8,1,390
S31520197,9,1,334
S31520197,10,1,395
S31520197,2,1,392
S31520197,3,1,417
S31520197,4,1,427
S31520197,5,1,368
S31520197,6,1,519
S31520197,7,1,382
S31520197,2,1,1209
S31520197,3,1,420
S31520197,4,1,385
S31520197,5,1,408
S31520197,6,1,383
S31520197,7,1,438
S31520197,8,1,421
S31520197,9,1,548
S31520197,10,1,386
S31520197,11,1,351
S31520197,2,1,654
S31520197,3,1,470
S31520197,4,1,447
S31520197,5,1,674
S31520197,6,1,523
S31520197,7,1,449
S31520197,8,1,784
S31520197,2,1,322
S31520197,3,1,374
S31520197,6,1,331
S31520197,7,1,367
S31520197,8,1,351
S31520197,9,1,533
S31520197,10,1,454
S31520197,2,1,383
S31520197,3,1,373
S31520197,4,1,345
S31520197,5,1,384
S31520197,2,1,449
S31520197,3,1,467
S31520197,4,1,456
S31520197,5,1,414
S31520197,6,1,448
S31520197,7,1,707
S31520197,8,1,438
S31520197,9,1,415
S31520197,2,1,499
S31520197,3,1,432
S31520197,4,1,391
S31520197,5,1,370
S31520197,2,1,402
S31520197,3,1,496
S31520197,4,1,383
S31520197,2,1,402
S31520197,3,1,384
S31520197,2,1,916
S31520197,3,1,676
S31520197,2,1,366
S31520197,3,1,435
S31520197,4,1,377
S31520197,5,1,391
S31520197,6,1,385
S31520197,7,1,471
S31520197,8,1,386
S31520197,2,1,455
S31520197,3,1,360
S31520197,4,1,769
S31520197,5,1,382
S31520197,7,1,422
S31520197,8,1,376
S31520197,9,1,337
S31520197,10,1,353
S31520197,11,1,455
S31520197,12,1,437
S86178371,2,1,291
S86178371,3,1,409
S86178371,4,1,353
S86178371,5,1,362
S86178371,6,1,345
S86178371,7,1,401
S86178371,8,1,298
S86178371,9,1,441
S86178371,10,1,463
S86178371,2,1,353
S86178371,3,1,361
S86178371,4,1,346
S86178371,5,1,417
S86178371,2,1,371
S86178371,3,1,330
S86178371,4,1,393
S86178371,5,1,353
S86178371,6,1,339
S86178371,7,1,455
S86178371,8,1,385
S86178371,9,1,432
S86178371,2,1,322
S86178371,3,1,385
S86178371,4,1,388
S86178371,5,1,415
S86178371,6,1,462
S86178371,7,1,401
S86178371,9,1,353
S86178371,10,1,379
S86178371,11,1,391
S86178371,2,1,297
S86178371,3,1,433
S86178371,4,1,479
S86178371,5,1,426
S86178371,6,1,424
S86178371,8,1,281
S86178371,9,1,347
S86178371,10,1,331
S86178371,11,1,368
S86178371,2,1,347
S86178371,3,1,330
S86178371,4,1,385
S86178371,5,1,431
S86178371,7,1,369
S86178371,8,1,322
S86178371,9,1,401
S86178371,10,1,384
S86178371,11,1,324
S86178371,12,1,368
S86178371,13,1,371
S86178371,2,1,408
S86178371,3,1,337
S86178371,6,1,289
S86178371,7,1,339
S86178371,8,1,354
S86178371,9,1,306
S86178371,10,1,339
S86178371,2,1,361
S86178371,3,1,306
S86178371,4,1,292
S86178371,6,1,292
S86178371,7,1,368
S86178371,8,1,347
S86178371,9,1,353
S86178371,10,1,329
S86178371,11,1,331
S86178371,12,1,314
S86178371,13,1,337
S86178371,14,1,370
S86178371,15,1,361
S86178371,16,1,393
S86178371,17,1,458
S86178371,18,1,368
S86178371,2,1,355
S86178371,3,1,307
S86178371,4,1,329
S86178371,5,1,346
S86178371,6,1,290
S86178371,7,1,409
S86178371,9,1,243
S86178371,10,1,344
S86178371,11,1,362
S86178371,12,1,409
S86178371,13,1,410
S86178371,14,1,393
S86178371,15,1,376
S86178371,16,1,346
S86178371,17,1,378
S86178371,18,1,409
S86178371,19,1,369
S86178371,20,1,385
S86178371,21,1,369
S86178371,22,1,393
S86178371,23,1,432
S86178371,2,1,297
S86178371,3,1,331
S86178371,4,1,464
S86178371,5,1,636
S86178371,6,1,400
S86178371,7,1,465
S86178371,9,1,320
S86178371,10,1,293
S86178371,11,1,309
S86178371,12,1,366
S86178371,13,1,298
S86178371,2,1,332
S86178371,3,1,319
S86178371,4,1,324
S86178371,5,1,401
S86178371,2,1,321
S86178371,3,1,276
S86178371,4,1,314
S86178371,5,1,347
S86178371,6,1,331
S86178371,7,1,321
S86178371,8,1,290
S86178371,9,1,291
S86178371,11,1,276
S86178371,12,1,321
S86178371,13,1,338
S86178371,14,1,377
S86178371,15,1,393
S86178371,16,1,346
S86178371,17,1,347
S86178371,18,1,328
S86178371,19,1,315
S86178371,20,1,323
S86178371,21,1,290
S86178371,22,1,346
S86178371,23,1,370
S86178371,24,1,384
S86178371,25,1,377
S86178371,2,1,448
S86178371,3,1,391
S86178371,4,1,386
S86178371,2,1,306
S86178371,3,1,394
S86178371,5,1,308
S86178371,6,1,360
S86178371,7,1,378
S86178371,8,1,354
S86178371,2,1,332
S86178371,3,1,361
S86178371,4,1,362
S86178371,5,1,369
S86178371,6,1,370
S86178371,7,1,313
S86178371,8,1,1047
S86178371,9,1,494
S86178371,2,1,402
S86178371,3,1,401
S86178371,4,1,353
S86178371,5,1,338
S86178371,6,1,346
S86178371,7,1,338
S86178371,8,1,407
S86178371,2,1,360
S86178371,3,1,340
S86178371,4,1,391
S86178371,5,1,418
S86178371,2,1,250
S86178371,3,1,300
S86178371,4,1,321
S86178371,5,1,316
S86178371,6,1,289
S86178371,7,1,292
S86178371,8,1,291
S86178371,9,1,329
S86178371,10,1,369
S86178371,12,1,307
S86178371,13,1,338
S86178371,14,1,337
S86178371,15,1,323
S86178371,16,1,329
S86178371,17,1,355
S86178371,18,1,345
S86178371,19,1,362
S86178371,20,1,369
S86178371,21,1,393
S86178371,22,1,389
S86178371,2,1,363
S86178371,3,1,414
S86178371,4,1,401
S86178371,5,1,339
S86178371,6,1,340
S86178371,7,1,391
S86178371,9,1,299
S86178371,10,1,306
S86178371,11,1,338
S86178371,2,1,321
S86178371,3,1,353
S86178371,2,1,354
S86178371,3,1,306
S86178371,4,1,290
S86178371,5,1,299
S86178371,2,1,337
S86178371,3,1,323
S86178371,4,1,329
S86178371,5,1,361
S86178371,7,1,330
S86178371,8,1,321
S86178371,9,1,363
S86178371,10,1,322
S86178371,11,1,401
S86178371,12,1,424
S86178371,2,1,329
S86178371,3,1,331
S86178371,5,1,323
S86178371,6,1,290
S86178371,7,1,299
S86178371,8,1,313
S86178371,2,1,274
S86178371,3,1,276
S86178371,4,1,266
S86178371,5,1,259
S86178371,7,1,229
S86178371,8,1,257
S86178371,9,1,322
S86178371,10,1,330
S86178371,11,1,314
S86178371,12,1,331
S86178371,13,1,306
S86178371,14,1,315
S86178371,15,1,321
S86178371,2,1,283
S86178371,4,1,283
S86178371,5,1,260
S86178371,6,1,321
S86178371,7,1,344
S86178371,8,1,322
S86178371,9,1,338
S86178371,2,1,306
S86178371,3,1,313
S86178371,4,1,316
S86178371,5,1,290
S86178371,6,1,308
S86178371,7,1,281
S86178371,8,1,299
S86178371,9,1,315
S86178371,10,1,315
S86178371,11,1,329
S86178371,2,1,371
S86178371,4,1,285
S86178371,5,1,319
S86178371,6,1,323
S86178371,7,1,269
S86178371,8,1,290
S86178371,9,1,348
S86178371,10,1,365
S86178371,11,1,286
S86178371,2,1,277
S86178371,3,1,257
S86178371,2,1,290
S86178371,3,1,291
S86178371,4,1,307
S86178371,5,1,298
S86178371,6,1,316
S86178371,7,1,312
S86178371,9,1,299
S86178371,10,1,322
S86178371,11,1,354
S86178371,2,1,290
S86178371,3,1,339
S86178371,4,1,400
S86178371,5,1,355
S86178371,6,1,346
S86178371,7,1,345
S86178371,8,1,333
S86178371,9,1,304
S86178371,10,1,328
S86178371,11,1,340
S86178371,2,1,448
S86178371,3,1,361
S86178371,4,1,362
S86178371,5,1,457
S86178371,7,1,265
S86178371,8,1,331
S86178371,9,1,282
S86178371,2,1,258
S86178371,3,1,315
S86178371,4,1,352
S86178371,5,1,369
S86178371,2,1,268
S86178371,3,1,273
S86178371,4,1,307
S86178371,5,1,329
S86178371,7,1,346
S86178371,8,1,338
S86178371,9,1,330
S86178371,10,1,314
S86178371,11,1,317
S86178371,12,1,344
S86178371,13,1,338
S86178371,14,1,377
S86178371,15,1,323
S86178371,2,1,251
S86178371,4,1,291
S86178371,5,1,392
S86178371,6,1,401
S86178371,7,1,322
S86178371,8,1,354
S86178371,9,1,363
S86178371,10,1,321
S86178371,11,1,323
S86178371,12,1,330
S86178371,13,1,314
S86178371,14,1,337
S86178371,2,1,297
S86178371,3,1,354
S86178371,4,1,354
S86178371,2,1,361
S86178371,3,1,354
S86178371,4,1,339
S86178371,5,1,343
S86178371,6,1,402
S86178371,7,1,401
S86178371,2,1,258
S86178371,3,1,269
S86178371,4,1,298
S86178371,5,1,305
S86178371,6,1,353
S86178371,7,1,363
S86178371,8,1,337
S86178371,2,1,260
S86178371,3,1,315
S86178371,4,1,306
S86178371,5,1,299
S86178371,6,1,337
S86178371,7,1,322
S86178371,2,1,282
S86178371,3,1,282
S86178371,4,1,315
S86178371,5,1,314
S86178371,6,1,315
S86178371,7,1,306
S86178371,2,1,289
S86178371,3,1,274
S86178371,4,1,314
S86178371,5,1,299
S86178371,7,1,269
S86178371,8,1,296
S86178371,9,1,306
S86178371,11,1,274
S86178371,12,1,275
S86178371,13,1,424
S86178371,14,1,370
S86178371,15,1,439
S86178371,16,1,369
S9302220,2,1,819
S9302220,3,1,923
S9302220,2,1,635
S9302220,3,1,1292
S9302220,4,1,503
S9302220,5,1,517
S9302220,6,1,487
S9302220,7,1,480
S9302220,9,1,403
S9302220,10,1,417
S9302220,11,1,613
S9302220,2,1,390
S9302220,3,1,376
S9302220,4,1,416
S9302220,5,1,412
S9302220,6,1,445
S9302220,7,1,406
S9302220,8,1,501
S9302220,9,1,503
S9302220,2,1,598
S9302220,3,1,759
S9302220,4,1,662
S9302220,5,1,537
S9302220,2,1,654
S9302220,4,1,599
S9302220,5,1,501
S9302220,6,1,428
S9302220,7,1,467
S9302220,8,1,1048
S9302220,9,1,524
S9302220,11,1,181
S9302220,12,1,506
S9302220,13,1,457
S9302220,2,1,400
S9302220,2,1,452
S9302220,3,1,541
S9302220,4,1,447
S9302220,5,1,440
S9302220,6,1,456
S9302220,7,1,427
S9302220,8,1,400
S9302220,9,1,506
S9302220,10,1,576
S9302220,11,1,623
S9302220,2,1,470
S9302220,3,1,428
S9302220,4,1,589
S9302220,7,1,379
S9302220,8,1,748
S9302220,9,1,319
S9302220,10,1,444
S9302220,11,1,400
S9302220,12,1,396
S9302220,13,1,516
S9302220,15,1,557
S9302220,16,1,745
S9302220,17,1,575
S9302220,2,1,398
S9302220,3,1,366
S9302220,2,1,407
S9302220,3,1,773
S9302220,4,1,447
S9302220,5,1,372
S9302220,6,1,419
S9302220,7,1,704
S9302220,8,1,156
S9302220,9,1,624
S9302220,10,1,409
S9302220,11,1,442
S9302220,2,1,381
S9302220,3,1,455
S9302220,4,1,439
S9302220,5,1,464
S9302220,7,1,341
S9302220,8,1,410
S9302220,9,1,424
S9302220,10,1,433
S9302220,11,1,400
S9302220,12,1,491
S9302220,13,1,553
S9302220,14,1,397
S9302220,15,1,696
S9302220,2,1,319
S9302220,3,1,409
S9302220,4,1,355
S9302220,5,1,513
S9302220,6,1,355
S9302220,7,1,380
S9302220,8,1,372
S9302220,9,1,424
S9302220,10,1,500
S9302220,2,1,352
S9302220,3,1,351
S9302220,4,1,618
S9302220,5,1,464
S9302220,6,1,399
S9302220,7,1,389
S9302220,8,1,560
S9302220,9,1,684
S9302220,2,1,460
S9302220,3,1,363
S9302220,4,1,384
S9302220,5,1,378
S9302220,6,1,591
S9302220,7,1,369
S9302220,8,1,368
S9302220,9,1,420
S9302220,11,1,376
S9302220,12,1,342
S9302220,13,1,802
S9302220,14,1,381
S9302220,15,1,396
S9302220,16,1,362
S9302220,17,1,404
S9302220,18,1,386
S9302220,19,1,403
S9302220,20,1,408
S9302220,21,1,388
S9302220,22,1,662
S9302220,23,1,1038
S9302220,24,1,416
S9302220,25,1,384
S9302220,2,1,710
S9302220,2,1,468
S9302220,3,1,456
S9302220,4,1,404
S9302220,5,1,436
S9302220,7,1,362
S9302220,8,1,422
S9302220,9,1,373
S9302220,10,1,423
S9302220,11,1,780
S9302220,12,1,388
S9302220,13,1,370
S9302220,14,1,405
S9302220,15,1,418
S9302220,2,1,468
S9302220,2,1,507
S9302220,3,1,688
S9302220,4,1,850
S9302220,5,1,712
S9302220,2,1,504
S9302220,4,1,337
S9302220,5,1,353
S9302220,6,1,328
S9302220,7,1,334
S9302220,9,1,363
S9302220,10,1,560
S9302220,11,1,464
S9302220,12,1,404
S9302220,2,1,273
S9302220,3,1,644
S9302220,4,1,443
S9302220,5,1,456
S9302220,2,1,326
S9302220,3,1,478
S9302220,2,1,296
S9302220,3,1,418
S9302220,4,1,366
S9302220,5,1,628
S9302220,6,1,412
S9302220,7,1,452
S9302220,2,1,343
S9302220,3,1,339
S9302220,4,1,416
S9302220,5,1,572
S9302220,6,1,379
S9302220,7,1,591
S9302220,8,1,388
S9302220,2,1,329
S9302220,3,1,512
S9302220,4,1,364
S9302220,5,1,404
S9302220,2,1,323
S9302220,4,1,297
S9302220,5,1,859
S9302220,6,1,350
S9302220,7,1,389
S9302220,2,1,331
S9302220,3,1,335
S9302220,6,1,349
S9302220,7,1,399
S9302220,8,1,365
S9302220,9,1,416
S9302220,10,1,356
S9302220,2,1,379
S9302220,3,1,376
S9302220,4,1,443
S9302220,6,1,437
S9302220,7,1,300
S9302220,8,1,307
S9302220,9,1,345
S9302220,10,1,335
S9302220,11,1,336
S9302220,12,1,396
S9302220,13,1,360
S9302220,14,1,412
S9302220,15,1,317
S9302220,16,1,343
S9302220,17,1,366
S9302220,18,1,360
S9302220,2,1,336
S9302220,3,1,302
S9302220,4,1,804
S9302220,6,1,312
S9302220,7,1,297
S9302220,8,1,308
S9302220,9,1,344
S9302220,10,1,288
S9302220,11,1,546
S9302220,12,1,337
S9302220,13,1,368
S9302220,14,1,383
S9302220,15,1,336
S9302220,16,1,332
S9302220,17,1,396
S9302220,18,1,931
S9302220,2,1,440
S9302220,3,1,347
S9302220,4,1,449
S9302220,5,1,340
S9302220,6,1,452
S9302220,7,1,553
S9302220,2,1,330
S9302220,3,1,447
S9302220,4,1,350
S9302220,5,1,387
S9302220,2,1,356
S9302220,3,1,395
S9302220,4,1,452
S9302220,5,1,389
S9302220,6,1,321
S9302220,7,1,382
S9302220,2,1,303
S9302220,3,1,328
S9302220,4,1,343
S9302220,5,1,337
S9302220,6,1,460
S9302220,7,1,368
S9302220,8,1,392
S9302220,2,1,282
S9302220,3,1,405
S9302220,4,1,337
S9302220,5,1,359
S9302220,6,1,341
S9302220,7,1,503
S9302220,9,1,297
S9302220,10,1,475
S9302220,11,1,502
S9302220,2,1,390
S9302220,3,1,408
S9302220,4,1,392
S9302220,5,1,425
S9302220,2,1,563
S9302220,3,1,475
S9302220,4,1,301
S9302220,5,1,383
S9302220,6,1,489
S9302220,7,1,416
S9302220,9,1,319
S9302220,10,1,336
S9302220,11,1,291
S9302220,12,1,295
S9302220,13,1,361
S9302220,14,1,338
S9302220,15,1,319
S9302220,16,1,276
S9302220,17,1,514
S9302220,18,1,532
S9302220,19,1,369
S9302220,20,1,392
S9302220,21,1,385
S9302220,22,1,342
S9302220,23,1,373
S9302220,2,1,528
S9302220,3,1,531
S9302220,4,1,1045
S9302220,2,1,331
S9302220,3,1,344
S9302220,4,1,358
S9302220,5,1,429
S9302220,2,1,229
S9302220,3,1,321
S9302220,4,1,484
S9302220,5,1,315
S9302220,7,1,329
S9302220,8,1,332
S9302220,9,1,340
S9302220,10,1,309
S9302220,11,1,388
S9302220,12,1,1001
S9302220,2,1,429
S9302220,3,1,902
S9302220,4,1,360
S9302220,2,1,92
S9302220,3,1,375
S9302220,4,1,334
S9302220,5,1,409
S9302220,6,1,308
S9302220,7,1,383
S51693885,2,1,576
S51693885,2,1,480
S51693885,3,1,600
S51693885,4,1,384
S51693885,5,1,400
S51693885,7,1,368
S51693885,8,1,536
S51693885,9,1,664
S51693885,10,1,313
S51693885,11,1,536
S51693885,12,1,568
S51693885,13,1,496
S51693885,2,1,312
S51693885,3,1,316
S51693885,4,1,348
S51693885,6,1,321
S51693885,7,1,504
S51693885,8,1,544
S51693885,9,1,505
S51693885,10,1,720
S51693885,11,1,327
S51693885,12,1,505
S51693885,13,1,512
S51693885,14,1,347
S51693885,15,1,477
S51693885,16,1,346
S51693885,17,1,607
S51693885,18,1,441
S51693885,2,1,344
S51693885,3,1,545
S51693885,4,1,400
S51693885,5,1,800
S51693885,7,1,561
S51693885,8,1,366
S51693885,9,1,330
S51693885,10,1,350
S51693885,11,1,425
S51693885,12,1,552
S51693885,13,1,593
S51693885,14,1,408
S51693885,15,1,425
S51693885,2,1,345
S51693885,3,1,360
S51693885,5,1,864
S51693885,6,1,409
S51693885,7,1,1466
S51693885,8,1,710
S51693885,2,1,319
S51693885,3,1,368
S51693885,4,1,368
S51693885,5,1,304
S51693885,6,1,505
S51693885,7,1,449
S51693885,2,1,376
S51693885,3,1,352
S51693885,4,1,880
S51693885,5,1,361
S51693885,6,1,344
S51693885,7,1,335
S51693885,8,1,474
S51693885,9,1,335
S51693885,10,1,424
S51693885,2,1,385
S51693885,3,1,343
S51693885,4,1,505
S51693885,5,1,584
S51693885,6,1,440
S51693885,7,1,400
S51693885,2,1,409
S51693885,3,1,359
S51693885,2,1,383
S51693885,3,1,440
S51693885,4,1,360
S51693885,5,1,576
S51693885,6,1,449
S51693885,7,1,453
S51693885,9,1,312
S51693885,10,1,392
S51693885,11,1,344
S51693885,2,1,368
S51693885,3,1,457
S51693885,4,1,344
S51693885,5,1,400
S51693885,6,1,535
S51693885,7,1,337
S51693885,8,1,336
S51693885,9,1,784
S51693885,2,1,335
S51693885,4,1,304
S51693885,5,1,704
S51693885,6,1,529
S51693885,7,1,401
S51693885,8,1,440
S51693885,9,1,415
S51693885,10,1,473
S51693885,11,1,472
S51693885,12,1,327
S51693885,13,1,385
S51693885,14,1,393
S51693885,15,1,351
S51693885,2,1,305
S51693885,3,1,335
S51693885,2,1,691
S51693885,3,1,313
S51693885,4,1,624
S51693885,5,1,648
S51693885,6,1,335
S51693885,7,1,545
S51693885,2,1,344
S51693885,3,1,343
S51693885,4,1,362
S51693885,5,1,391
S51693885,6,1,409
S51693885,7,1,384
S51693885,8,1,479
S51693885,2,1,288
S51693885,3,1,329
S51693885,4,1,351
S51693885,5,1,840
S51693885,7,1,768
S51693885,8,1,600
S51693885,9,1,489
S51693885,10,1,473
S51693885,11,1,350
S51693885,12,1,377
S51693885,13,1,448
S51693885,14,1,506
S51693885,15,1,439
S51693885,2,1,279
S51693885,4,1,336
S51693885,5,1,328
S51693885,6,1,456
S51693885,7,1,321
S51693885,8,1,304
S51693885,9,1,447
S51693885,10,1,305
S51693885,11,1,337
S51693885,2,1,463
S51693885,3,1,767
S51693885,4,1,665
S51693885,5,1,449
S51693885,6,1,497
S51693885,7,1,327
S51693885,8,1,336
S51693885,9,1,330
S51693885,10,1,424
S51693885,2,1,297
S51693885,3,1,312
S51693885,4,1,336
S51693885,2,1,273
S51693885,3,1,359
S51693885,4,1,322
S51693885,5,1,312
S51693885,2,1,318
S51693885,3,1,305
S51693885,4,1,1047
S51693885,5,1,338
S51693885,6,1,375
S51693885,7,1,385
S51693885,8,1,520
S51693885,2,1,278
S51693885,3,1,298
S51693885,4,1,303
S51693885,5,1,321
S51693885,6,1,494
S51693885,7,1,522
S51693885,8,1,359
S51693885,9,1,762
S51693885,2,1,313
S51693885,4,1,272
S51693885,5,1,424
S51693885,6,1,344
S51693885,7,1,320
S51693885,8,1,601
S51693885,9,1,487
S51693885,10,1,513
S51693885,11,1,440
S51693885,13,1,312
S51693885,14,1,392
S51693885,15,1,345
S51693885,2,1,352
S51693885,4,1,353
S51693885,5,1,384
S51693885,6,1,344
S51693885,7,1,392
S51693885,8,1,449
S51693885,9,1,544
S51693885,2,1,304
S51693885,3,1,344
S51693885,4,1,536
S51693885,5,1,537
S51693885,6,1,272
S51693885,7,1,327
S51693885,2,1,946
S51693885,3,1,1071
S51693885,4,1,313
S51693885,5,1,336
S51693885,7,1,337
S51693885,8,1,504
S51693885,9,1,456
S51693885,10,1,320
S51693885,11,1,313
S51693885,12,1,400
S51693885,2,1,784
S51693885,2,1,369
S51693885,4,0,968
S51693885,5,0,279
S51693885,6,1,353
S51693885,7,1,351
S51693885,8,1,337
S51693885,9,1,457
S51693885,2,1,463
S51693885,2,1,768
S51693885,4,1,296
S51693885,5,1,440
S51693885,6,1,317
S51693885,7,1,419
S51693885,8,1,352
S51693885,9,1,456
S51693885,2,1,279
S51693885,4,1,304
S51693885,5,1,354
S51693885,6,1,350
S51693885,7,1,384
S51693885,8,1,441
S51693885,9,1,423
S51693885,11,1,305
S51693885,12,1,360
S51693885,13,1,335
S51693885,2,1,320
S51693885,3,1,335
S51693885,4,1,361
S51693885,5,1,368
S51693885,2,1,327
S51693885,3,1,336
S51693885,4,1,425
S51693885,5,1,432
S51693885,7,1,376
S51693885,8,1,497
S51693885,9,1,383
S51693885,10,1,424
S51693885,11,1,360
S51693885,12,1,353
S51693885,13,1,352
S51693885,14,1,319
S51693885,15,1,849
S51693885,2,1,400
S51693885,3,1,281
S51693885,4,1,343
S51693885,5,1,472
S51693885,6,1,368
S51693885,7,1,505
S51693885,8,1,321
S51693885,9,1,351
S51693885,11,1,312
S51693885,12,1,336
S51693885,13,1,360
S51693885,14,1,304
S51693885,15,1,409
S51693885,16,1,431
S51693885,17,1,1521
S51693885,18,1,257
S51693885,19,1,286
S51693885,20,1,473
S51693885,21,1,392
S51693885,22,1,321
S51693885,23,1,304
S51693885,24,1,272
S51693885,25,1,336
S51693885,2,1,344
S51693885,3,1,391
S51693885,4,1,353
S51693885,5,1,424
S51693885,6,1,463
S51693885,7,1,408
S51693885,9,1,303
S51693885,10,1,274
S51693885,11,1,310
S51693885,12,1,337
S51693885,13,1,368
S51693885,2,1,334
S51693885,4,1,257
S51693885,5,1,376
S51693885,6,1,296
S51693885,7,1,1248
S51693885,8,1,328
S51693885,9,1,272
S51693885,10,1,338
S51693885,11,1,302
S51693885,12,1,345
S51693885,13,1,272
S51693885,14,1,320
S51693885,15,1,344
S51693885,2,1,296
S51693885,2,1,304
S51693885,4,1,313
S51693885,5,1,295
S51693885,6,1,354
S51693885,7,1,367
S51693885,8,1,424
S51693885,2,1,369
S51693885,3,1,297
S51693885,4,1,352
S51693885,5,1,343
S51693885,2,1,336
S51693885,3,1,312
S51693885,4,1,873
S51693885,6,1,384
S51693885,7,1,408
S51693885,8,1,526
S51693885,9,1,314
S51693885,10,1,465
S51693885,11,1,352
S51693885,12,1,327
S51693885,13,1,377
S51693885,14,1,480
S51693885,15,1,415
S51693885,16,1,714
S51693885,17,1,280
S99991343,2,1,1968
S99991343,3,0,744
S99991343,4,0,578
S99991343,5,0,471
S99991343,6,0,887
S99991343,7,0,616
S99991343,8,0,440
S99991343,9,0,416
S99991343,10,0,432
S99991343,11,0,466
S99991343,12,0,445
S99991343,2,1,559
S99991343,2,1,655
S99991343,3,1,512
S99991343,4,1,440
S99991343,6,1,416
S99991343,7,1,441
S99991343,8,1,423
S99991343,9,1,495
S99991343,10,1,416
S99991343,11,1,400
S99991343,12,1,448
S99991343,13,1,409
S99991343,14,1,409
S99991343,15,1,478
S99991343,16,1,419
S99991343,17,1,456
S99991343,18,1,678
S99991343,2,1,655
S99991343,3,1,512
S99991343,4,1,440
S99991343,6,1,416
S99991343,7,1,441
S99991343,8,1,423
S99991343,9,1,495
S99991343,10,1,416
S99991343,11,1,400
S99991343,12,1,448
S99991343,13,1,409
S99991343,14,1,409
S99991343,15,1,478
S99991343,16,1,419
S99991343,17,1,456
S99991343,18,1,678
S99991343,2,1,639
S99991343,2,1,608
S99991343,3,1,491
S99991343,4,1,693
S99991343,6,1,528
S99991343,7,1,544
S99991343,8,1,496
S99991343,9,1,544
S99991343,10,1,423
S99991343,11,1,440
S99991343,2,1,1072
S99991343,3,0,448
S99991343,4,0,408
S99991343,6,1,417
S99991343,7,1,423
S99991343,8,1,472
S99991343,9,1,624
S99991343,10,1,428
S99991343,11,1,404
S99991343,13,1,480
S99991343,14,1,448
S99991343,15,1,496
S99991343,2,1,496
S99991343,4,1,417
S99991343,5,1,423
S99991343,6,1,464
S99991343,7,1,408
S99991343,8,1,400
S99991343,9,1,560
S99991343,10,1,432
S99991343,11,1,448
S99991343,2,1,1334
S99991343,3,0,432
S99991343,4,0,441
S99991343,5,0,726
S99991343,6,0,457
S99991343,7,0,400
S99991343,8,0,471
S99991343,9,0,536
S99991343,11,1,432
S99991343,12,1,376
S99991343,13,1,432
S99991343,14,1,410
S99991343,15,1,454
S99991343,16,1,408
S99991343,17,1,408
S99991343,18,1,441
S99991343,19,1,599
S99991343,20,1,568
S99991343,21,1,456
S99991343,22,1,1207
S99991343,23,1,449
S99991343,24,1,424
S99991343,25,1,472
S99991343,2,1,895
S99991343,3,1,660
S99991343,4,1,412
S99991343,5,1,392
S99991343,6,1,1056
S99991343,7,1,592
S99991343,8,1,448
S99991343,9,1,530
S99991343,2,1,447
S99991343,3,1,455
S99991343,2,1,424
S99991343,3,1,450
S99991343,2,1,455
S99991343,3,1,432
S99991343,4,1,473
S99991343,5,1,495
S99991343,7,1,461
S99991343,8,1,426
S99991343,9,1,456
S99991343,10,1,414
S99991343,11,1,392
S99991343,12,1,410
S99991343,13,1,494
S99991343,14,1,456
S99991343,15,1,928
S99991343,2,1,496
S99991343,3,1,561
S99991343,4,1,456
S99991343,5,1,463
S99991343,2,1,471
S99991343,4,1,494
S99991343,5,1,512
