"subject","world","step","rt","Cell","decisionNumber","treeDepth"
"S88398768","4ways_mirror",6,702,"Decision",3,2
"S88398768","4ways_mirror",13,3166,"Decision",4,1
"S88398768","Equal_2vs5",1,2869,"Start",1,1
"S88398768","3ways_4",1,2915,"Start",1,2
"S88398768","3ways_4",3,970,"Decision",2,1
"S89949743","Equal_2vs5",1,2797,"Start",1,1
"S89949743","Equal_7vs9_mirror",1,2740,"Start",1,1
"S89949743","3ways_1_mirror",1,2100,"Start",1,2
"S89949743","3ways_3_mirror",1,2276,"Start",1,3
"S89949743","3ways_3_mirror",3,1729,"Decision",2,2
"S89949743","3ways_3_mirror",5,1317,"Decision",3,1
"S89949743","Equal_8vs8_mirror",1,1227,"Start",1,1
"S89949743","Equal_8vs8",1,1624,"Start",1,1
"S89949743","4vs1_mirror",1,1442,"Start",1,1
"S89949743","Equal_6vs6",1,1434,"Start",1,1
"S89949743","Equal_4vs2",1,1099,"Start",1,1
"S89949743","3ways_4_mirror",1,1224,"Start",1,2
"S89949743","Equal_10vs2_mirror",1,1666,"Start",1,1
"S89949743","6vs1_1_mirror",1,1793,"Start",1,1
"S89949743","3ways_4",1,1448,"Start",1,2
"S89949743","3ways_4",6,783,"Decision",2,1
"S89949743","Equal_6vs6_mirror",1,6136,"Start",1,1
"S89949743","Equal_6vs3",1,1452,"Start",1,1
"S89949743","3ways_1",1,2941,"Start",1,2
"S89949743","3ways_1",4,808,"Decision",2,1
"S89949743","Equal_2vs5_mirror",1,2102,"Start",1,1
"S89949743","3ways_2",1,19066,"Start",1,2
"S89949743","4ways_mirror",1,4406,"Start",1,4
"S89949743","4ways_mirror",5,1031,"Decision",2,3
"S89949743","4ways_mirror",6,625,"Decision",3,2
"S89949743","4ways_mirror",14,892,"Decision",4,1
"S89949743","6vs1_2_mirror",1,2101,"Start",1,1
"S89949743","Loop_1",1,10207,"Start",1,1
"S89949743","3ways_2_mirror",1,1265,"Start",1,2
"S89949743","Equal_7vs2_mirror",1,1090,"Start",1,1
"S89949743","Equal_4vs2_mirror",1,1134,"Start",1,1
"S89949743","Loop_1_mirror",1,2466,"Start",1,1
"S89949743","Equal_8vs3_mirror",1,1430,"Start",1,1
"S89949743","Equal_8vs3",1,1396,"Start",1,1
"S89949743","6vs2_mirror",1,1585,"Start",1,1
"S89949743","4vs1",1,1384,"Start",1,2
"S89949743","Loop_2_mirror",1,1670,"Start",1,1
"S89949743","Equal_10vs2",1,1329,"Start",1,1
"S89949743","3ways_3",1,1349,"Start",1,2
"S89949743","Equal_7vs9",1,2522,"Start",1,1
"S89949743","4ways",1,1489,"Start",1,4
"S89949743","4ways",3,1120,"Decision",2,3
"S89949743","4ways",9,1027,"Decision",3,2
"S89949743","4ways",10,713,"Decision",4,1
"S89949743","Equal_6vs3_mirror",1,5738,"Start",1,1
"S89949743","6vs1_1",1,3029,"Start",1,1
"S89949743","6vs1_2",1,1564,"Start",1,1
"S89949743","6vs2",1,31070,"Start",1,1
"S89949743","Loop_2",1,1347,"Start",1,1
"S89949743","Equal_7vs2",1,3299,"Start",1,1
"S17992293","4vs1",1,5821,"Start",1,2
"S17992293","4vs1",4,792,"Decision",2,1
"S17992293","Loop_1",1,3048,"Start",1,1
"S17992293","Loop_2",1,3750,"Start",1,1
"S17992293","3ways_4",1,2752,"Start",1,2
"S17992293","3ways_4",6,2184,"Decision",2,1
"S17992293","Equal_4vs2_mirror",1,1452,"Start",1,1
"S17992293","Equal_7vs9",1,1607,"Start",1,1
"S17992293","Equal_7vs2",1,1741,"Start",1,1
"S17992293","6vs1_1_mirror",1,2403,"Start",1,1
"S17992293","3ways_1",1,1708,"Start",1,2
"S17992293","3ways_1",4,664,"Decision",2,1
"S17992293","6vs2_mirror",1,2083,"Start",1,1
"S17992293","Equal_8vs8_mirror",1,2135,"Start",1,1
"S17992293","Loop_1_mirror",1,2574,"Start",1,1
"S17992293","4ways",1,1732,"Start",1,4
"S17992293","4ways",8,712,"Decision",2,3
"S17992293","3ways_2",1,1012,"Start",1,2
"S17992293","3ways_2_mirror",1,2328,"Start",1,2
"S17992293","Equal_2vs5",1,2305,"Start",1,1
"S17992293","Equal_6vs3_mirror",1,2620,"Start",1,1
"S17992293","6vs1_2_mirror",1,1318,"Start",1,1
"S17992293","Equal_7vs2_mirror",1,1417,"Start",1,1
"S17992293","4vs1_mirror",1,1245,"Start",1,1
"S17992293","Equal_2vs5_mirror",1,909,"Start",1,1
"S17992293","Equal_8vs3",1,1347,"Start",1,1
"S17992293","6vs1_1",1,1610,"Start",1,1
"S17992293","Equal_6vs6_mirror",1,1214,"Start",1,1
"S17992293","Equal_10vs2_mirror",1,1355,"Start",1,1
"S17992293","Equal_6vs3",1,1402,"Start",1,1
"S17992293","Equal_10vs2",1,1134,"Start",1,1
"S17992293","Loop_2_mirror",1,1534,"Start",1,1
"S17992293","6vs1_2",1,1030,"Start",1,1
"S17992293","3ways_3",1,1034,"Start",1,2
"S17992293","3ways_4_mirror",1,1707,"Start",1,2
"S17992293","3ways_4_mirror",6,632,"Decision",2,1
"S17992293","3ways_3_mirror",1,2659,"Start",1,3
"S17992293","3ways_3_mirror",3,1224,"Decision",2,2
"S17992293","3ways_3_mirror",5,696,"Decision",3,1
"S17992293","Equal_4vs2",1,2625,"Start",1,1
"S17992293","6vs2",1,1590,"Start",1,1
"S17992293","3ways_1_mirror",1,1525,"Start",1,2
"S17992293","4ways_mirror",1,1049,"Start",1,4
"S17992293","4ways_mirror",8,649,"Decision",2,3
"S17992293","Equal_7vs9_mirror",1,1290,"Start",1,1
"S17992293","Equal_6vs6",1,1385,"Start",1,1
"S17992293","Equal_8vs3_mirror",1,1077,"Start",1,1
"S17992293","Equal_8vs8",1,1036,"Start",1,1
"S75120983","Equal_2vs5_mirror",1,2085,"Start",1,1
"S75120983","Equal_10vs2_mirror",1,1884,"Start",1,1
"S75120983","6vs1_1_mirror",1,1731,"Start",1,1
"S75120983","6vs1_1",1,1777,"Start",1,1
"S75120983","Equal_4vs2_mirror",1,1338,"Start",1,1
"S75120983","6vs2",1,1670,"Start",1,1
"S75120983","Equal_8vs8",1,1733,"Start",1,1
"S75120983","6vs2_mirror",1,1309,"Start",1,1
"S75120983","Loop_1",1,2090,"Start",1,1
"S75120983","6vs1_2_mirror",1,2310,"Start",1,1
"S75120983","4vs1_mirror",1,1256,"Start",1,1
"S75120983","Equal_10vs2",1,1282,"Start",1,1
"S75120983","Loop_1_mirror",1,3677,"Start",1,1
"S75120983","Equal_4vs2",1,1298,"Start",1,1
"S75120983","3ways_1",1,1200,"Start",1,2
"S75120983","3ways_1",3,618,"Decision",2,1
"S75120983","Equal_2vs5",1,1158,"Start",1,1
"S75120983","Equal_6vs3",1,1546,"Start",1,1
"S75120983","Equal_7vs9",1,2805,"Start",1,1
"S75120983","Loop_2_mirror",1,1801,"Start",1,1
"S75120983","Equal_8vs3_mirror",1,1098,"Start",1,1
"S75120983","Equal_7vs2",1,1359,"Start",1,1
"S75120983","Equal_8vs8_mirror",1,1100,"Start",1,1
"S75120983","3ways_1_mirror",1,1368,"Start",1,2
"S75120983","3ways_1_mirror",3,1031,"Decision",2,1
"S75120983","Loop_2",1,2088,"Start",1,1
"S75120983","3ways_2_mirror",1,1347,"Start",1,2
"S75120983","3ways_2_mirror",3,1000,"Decision",2,1
"S75120983","3ways_3_mirror",1,1734,"Start",1,3
"S75120983","3ways_3_mirror",3,1048,"Decision",2,2
"S75120983","3ways_3_mirror",5,512,"Decision",3,1
"S75120983","6vs1_2",1,1421,"Start",1,1
"S75120983","3ways_3",1,1205,"Start",1,2
"S75120983","4vs1",1,1161,"Start",1,2
"S75120983","Equal_6vs3_mirror",1,1054,"Start",1,1
"S75120983","Equal_7vs2_mirror",1,1130,"Start",1,1
"S75120983","4ways",1,1085,"Start",1,4
"S75120983","4ways",3,673,"Decision",2,3
"S75120983","4ways",9,823,"Decision",3,2
"S75120983","4ways",10,610,"Decision",4,1
"S75120983","3ways_4",1,1296,"Start",1,2
"S75120983","3ways_4",3,586,"Decision",2,1
"S75120983","Equal_6vs6_mirror",1,1215,"Start",1,1
"S75120983","3ways_4_mirror",1,1244,"Start",1,2
"S75120983","3ways_4_mirror",3,2059,"Decision",2,1
"S75120983","Equal_8vs3",1,926,"Start",1,1
"S75120983","3ways_2",1,1603,"Start",1,2
"S75120983","3ways_2",3,1665,"Decision",2,1
"S75120983","Equal_7vs9_mirror",1,2658,"Start",1,1
"S75120983","Equal_6vs6",1,1065,"Start",1,1
"S75120983","4ways_mirror",1,1300,"Start",1,4
"S75120983","4ways_mirror",3,921,"Decision",2,3
"S75120983","4ways_mirror",9,560,"Decision",3,2
"S75120983","4ways_mirror",12,1039,"Decision",4,1
"S30634664","Equal_2vs5_mirror",1,2656,"Start",1,1
"S30634664","Equal_7vs2_mirror",1,3927,"Start",1,1
"S30634664","Equal_10vs2",1,1886,"Start",1,1
"S30634664","Equal_2vs5",1,2545,"Start",1,1
"S30634664","3ways_2_mirror",1,2007,"Start",1,2
"S30634664","3ways_2_mirror",3,906,"Decision",2,1
"S30634664","Equal_7vs9_mirror",1,9112,"Start",1,1
"S30634664","Equal_8vs8",1,1495,"Start",1,1
"S30634664","6vs2",1,2102,"Start",1,1
"S30634664","Loop_1_mirror",1,1966,"Start",1,1
"S30634664","Equal_4vs2",1,1528,"Start",1,1
"S30634664","4vs1",1,1981,"Start",1,2
"S30634664","Equal_6vs6_mirror",1,1421,"Start",1,1
"S30634664","Loop_2_mirror",1,2422,"Start",1,1
"S30634664","Equal_10vs2_mirror",1,1413,"Start",1,1
"S30634664","3ways_2",1,1953,"Start",1,2
"S30634664","3ways_2",8,608,"Decision",2,1
"S30634664","6vs1_2",1,1125,"Start",1,1
"S30634664","Equal_6vs3",1,1022,"Start",1,1
"S30634664","Equal_6vs3_mirror",1,1219,"Start",1,1
"S30634664","6vs2_mirror",1,1557,"Start",1,1
"S30634664","4ways_mirror",1,6426,"Start",1,4
"S30634664","4ways_mirror",3,574,"Decision",2,3
"S30634664","4ways_mirror",9,1166,"Decision",3,2
"S30634664","4ways_mirror",10,456,"Decision",4,1
"S30634664","3ways_1",1,1360,"Start",1,2
"S30634664","3ways_1",3,1409,"Decision",2,1
"S30634664","Equal_4vs2_mirror",1,835,"Start",1,1
"S30634664","6vs1_2_mirror",1,1559,"Start",1,1
"S30634664","Loop_1",1,1583,"Start",1,1
"S30634664","3ways_3_mirror",1,1050,"Start",1,3
"S30634664","Equal_6vs6",1,1059,"Start",1,1
"S30634664","Loop_2",1,11174,"Start",1,1
"S30634664","3ways_4",1,959,"Start",1,2
"S30634664","Equal_7vs2",1,1123,"Start",1,1
"S30634664","Equal_7vs9",1,1640,"Start",1,1
"S30634664","4ways",1,1557,"Start",1,4
"S30634664","4ways",3,591,"Decision",2,3
"S30634664","4ways",9,496,"Decision",3,2
"S30634664","4ways",12,475,"Decision",4,1
"S30634664","3ways_3",1,5817,"Start",1,2
"S30634664","4vs1_mirror",1,1036,"Start",1,1
"S30634664","3ways_4_mirror",1,1508,"Start",1,2
"S30634664","3ways_4_mirror",6,632,"Decision",2,1
"S30634664","3ways_1_mirror",1,1343,"Start",1,2
"S30634664","Equal_8vs3",1,2384,"Start",1,1
"S30634664","6vs1_1_mirror",1,912,"Start",1,1
"S30634664","Equal_8vs3_mirror",1,1301,"Start",1,1
"S30634664","Equal_8vs8_mirror",1,947,"Start",1,1
"S30634664","6vs1_1",1,1332,"Start",1,1
"S8857646","3ways_3_mirror",1,4264,"Start",1,3
"S8857646","3ways_3_mirror",3,791,"Decision",2,2
"S8857646","Equal_2vs5",1,876,"Start",1,1
"S8857646","6vs2_mirror",1,851,"Start",1,1
"S8857646","6vs1_1",1,1084,"Start",1,1
"S8857646","Equal_6vs3",1,2101,"Start",1,1
"S8857646","Loop_1_mirror",1,1098,"Start",1,1
"S8857646","3ways_2",1,925,"Start",1,2
"S8857646","3ways_2",3,289,"Decision",2,1
"S8857646","3ways_4",1,1170,"Start",1,2
"S8857646","3ways_4",3,314,"Decision",2,1
"S8857646","Loop_1",1,1582,"Start",1,1
"S8857646","4vs1",1,954,"Start",1,2
"S8857646","6vs1_2_mirror",1,716,"Start",1,1
"S8857646","Equal_10vs2",1,905,"Start",1,1
"S8857646","6vs1_1_mirror",1,820,"Start",1,1
"S8857646","4ways_mirror",1,1050,"Start",1,4
"S8857646","4ways_mirror",3,307,"Decision",2,3
"S8857646","4ways_mirror",9,368,"Decision",3,2
"S8857646","4ways_mirror",12,354,"Decision",4,1
"S8857646","Equal_7vs9_mirror",1,1935,"Start",1,1
"S8857646","Loop_2",1,820,"Start",1,1
"S8857646","Loop_2_mirror",1,755,"Start",1,1
"S8857646","Equal_4vs2_mirror",1,734,"Start",1,1
"S8857646","Equal_2vs5_mirror",1,997,"Start",1,1
"S8857646","Equal_7vs2_mirror",1,50246,"Start",1,1
"S8857646","Equal_8vs3",1,782,"Start",1,1
"S8857646","6vs2",1,679,"Start",1,1
"S8857646","3ways_1_mirror",1,951,"Start",1,2
"S8857646","3ways_1_mirror",3,305,"Decision",2,1
"S8857646","4vs1_mirror",1,676,"Start",1,1
"S8857646","Equal_6vs6",1,776,"Start",1,1
"S8857646","Equal_8vs3_mirror",1,738,"Start",1,1
"S8857646","Equal_7vs2",1,704,"Start",1,1
"S8857646","3ways_4_mirror",1,640,"Start",1,2
"S8857646","3ways_4_mirror",3,324,"Decision",2,1
"S8857646","Equal_6vs6_mirror",1,749,"Start",1,1
"S8857646","Equal_10vs2_mirror",1,1050,"Start",1,1
"S8857646","Equal_4vs2",1,706,"Start",1,1
"S8857646","Equal_7vs9",1,975,"Start",1,1
"S8857646","4ways",1,824,"Start",1,4
"S8857646","4ways",3,243,"Decision",2,3
"S8857646","Equal_8vs8_mirror",1,871,"Start",1,1
"S8857646","Equal_8vs8",1,1007,"Start",1,1
"S8857646","3ways_1",1,885,"Start",1,2
"S8857646","3ways_1",3,411,"Decision",2,1
"S8857646","Equal_6vs3_mirror",1,709,"Start",1,1
"S8857646","3ways_2_mirror",1,764,"Start",1,2
"S8857646","3ways_2_mirror",3,274,"Decision",2,1
"S8857646","3ways_3",1,794,"Start",1,2
"S8857646","6vs1_2",1,1143,"Start",1,1
"S49923888","Equal_2vs5_mirror",1,1833,"Start",1,1
"S49923888","Equal_6vs3_mirror",1,2171,"Start",1,1
"S49923888","6vs2",1,998,"Start",1,1
"S49923888","4vs1_mirror",1,1998,"Start",1,1
"S49923888","3ways_1_mirror",1,891,"Start",1,2
"S49923888","4vs1",1,1114,"Start",1,2
"S49923888","4vs1",4,736,"Decision",2,1
"S49923888","Equal_6vs3",1,1703,"Start",1,1
"S49923888","3ways_4",1,1192,"Start",1,2
"S49923888","3ways_2_mirror",1,1163,"Start",1,2
"S49923888","3ways_2_mirror",8,2073,"Decision",2,1
"S49923888","4ways_mirror",1,2112,"Start",1,4
"S49923888","4ways_mirror",5,616,"Decision",2,3
"S49923888","4ways_mirror",8,592,"Decision",3,2
"S49923888","4ways_mirror",16,1145,"Decision",4,1
"S49923888","Equal_10vs2",1,2452,"Start",1,1
"S49923888","Loop_2_mirror",1,1456,"Start",1,1
"S49923888","Equal_10vs2_mirror",1,1030,"Start",1,1
"S49923888","6vs2_mirror",1,1387,"Start",1,1
"S49923888","Equal_8vs3_mirror",1,1350,"Start",1,1
"S49923888","6vs1_2",1,1405,"Start",1,1
"S49923888","6vs1_1",1,1668,"Start",1,1
"S49923888","4ways",1,835,"Start",1,4
"S49923888","4ways",5,640,"Decision",2,3
"S49923888","4ways",6,689,"Decision",3,2
"S49923888","4ways",14,830,"Decision",4,1
"S49923888","Equal_4vs2",1,929,"Start",1,1
"S49923888","Equal_6vs6_mirror",1,1088,"Start",1,1
"S49923888","Equal_4vs2_mirror",1,1393,"Start",1,1
"S49923888","Equal_7vs9_mirror",1,2174,"Start",1,1
"S49923888","Loop_1_mirror",1,1010,"Start",1,1
"S49923888","Equal_7vs2",1,1258,"Start",1,1
"S49923888","Equal_7vs9",1,1291,"Start",1,1
"S49923888","Loop_1",1,1515,"Start",1,1
"S49923888","3ways_1",1,1132,"Start",1,2
"S49923888","3ways_1",4,626,"Decision",2,1
"S49923888","Equal_8vs8",1,1245,"Start",1,1
"S49923888","3ways_3_mirror",1,2055,"Start",1,3
"S49923888","3ways_3_mirror",3,929,"Decision",2,2
"S49923888","3ways_3_mirror",5,930,"Decision",3,1
"S49923888","3ways_2",1,1359,"Start",1,2
"S49923888","3ways_2",8,680,"Decision",2,1
"S49923888","Equal_8vs8_mirror",1,1246,"Start",1,1
"S49923888","Equal_7vs2_mirror",1,1045,"Start",1,1
"S49923888","3ways_3",1,916,"Start",1,2
"S49923888","3ways_3",6,704,"Decision",2,1
"S49923888","3ways_4_mirror",1,3987,"Start",1,2
"S49923888","3ways_4_mirror",6,674,"Decision",2,1
"S49923888","6vs1_2_mirror",1,1091,"Start",1,1
"S49923888","Loop_2",1,1496,"Start",1,1
"S49923888","Equal_8vs3",1,1224,"Start",1,1
"S49923888","Equal_2vs5",1,1112,"Start",1,1
"S49923888","6vs1_1_mirror",1,1368,"Start",1,1
"S49923888","Equal_6vs6",1,3225,"Start",1,1
"S72521759","Equal_7vs2_mirror",1,2986,"Start",1,1
"S72521759","Equal_4vs2",1,3480,"Start",1,1
"S72521759","Equal_8vs3",1,3768,"Start",1,1
"S72521759","4vs1_mirror",1,4022,"Start",1,1
"S72521759","Equal_7vs2",1,4583,"Start",1,1
"S72521759","4vs1",1,2894,"Start",1,2
"S72521759","3ways_1_mirror",1,3383,"Start",1,2
"S72521759","6vs2",1,5271,"Start",1,1
"S72521759","3ways_1",1,4231,"Start",1,2
"S72521759","3ways_1",4,809,"Decision",2,1
"S72521759","4ways",1,5172,"Start",1,4
"S72521759","Equal_6vs3_mirror",1,2833,"Start",1,1
"S72521759","Equal_6vs6",1,2621,"Start",1,1
"S72521759","Equal_10vs2",1,2909,"Start",1,1
"S72521759","6vs1_1_mirror",1,2224,"Start",1,1
"S72521759","6vs2_mirror",1,2405,"Start",1,1
"S72521759","Equal_8vs3_mirror",1,2745,"Start",1,1
"S72521759","Equal_4vs2_mirror",1,3031,"Start",1,1
"S72521759","Equal_2vs5",1,1875,"Start",1,1
"S72521759","Equal_6vs6_mirror",1,2349,"Start",1,1
"S72521759","Loop_1_mirror",1,4305,"Start",1,1
"S72521759","3ways_4_mirror",1,2137,"Start",1,2
"S72521759","3ways_4_mirror",3,1113,"Decision",2,1
"S72521759","6vs1_2",1,3204,"Start",1,1
"S72521759","Equal_6vs3",1,2336,"Start",1,1
"S72521759","4ways_mirror",1,2670,"Start",1,4
"S72521759","4ways_mirror",5,1041,"Decision",2,3
"S72521759","4ways_mirror",12,2233,"Decision",3,2
"S72521759","Equal_7vs9_mirror",1,5529,"Start",1,1
"S72521759","3ways_4",1,1867,"Start",1,2
"S72521759","3ways_4",3,1376,"Decision",2,1
"S72521759","Loop_2_mirror",1,3637,"Start",1,1
"S72521759","Equal_8vs8_mirror",1,11521,"Start",1,1
"S72521759","Loop_2",1,2319,"Start",1,1
"S72521759","Equal_7vs9",1,3424,"Start",1,1
"S72521759","3ways_2_mirror",1,1991,"Start",1,2
"S72521759","3ways_2_mirror",8,889,"Decision",2,1
"S72521759","6vs1_1",1,1767,"Start",1,1
"S72521759","6vs1_2_mirror",1,2294,"Start",1,1
"S72521759","3ways_3_mirror",1,1647,"Start",1,3
"S72521759","3ways_3_mirror",3,1232,"Decision",2,2
"S72521759","3ways_3_mirror",5,704,"Decision",3,1
"S72521759","3ways_2",1,1731,"Start",1,2
"S72521759","3ways_2",3,840,"Decision",2,1
"S72521759","3ways_3",1,2161,"Start",1,2
"S72521759","Equal_10vs2_mirror",1,1632,"Start",1,1
"S72521759","Equal_2vs5_mirror",1,1357,"Start",1,1
"S72521759","Equal_8vs8",1,2040,"Start",1,1
"S72521759","Loop_1",1,6510,"Start",1,1
"S31520197","Loop_1_mirror",1,2617,"Start",1,1
"S31520197","3ways_1_mirror",1,1650,"Start",1,2
"S31520197","3ways_1_mirror",3,559,"Decision",2,1
"S31520197","Equal_8vs8",1,4787,"Start",1,1
"S31520197","6vs2_mirror",1,1984,"Start",1,1
"S31520197","3ways_3_mirror",1,1700,"Start",1,3
"S31520197","3ways_3_mirror",3,768,"Decision",2,2
"S31520197","3ways_3_mirror",10,721,"Decision",3,1
"S31520197","6vs1_1",1,2562,"Start",1,1
"S31520197","Equal_6vs6",1,1304,"Start",1,1
"S31520197","6vs1_2_mirror",1,4115,"Start",1,1
"S31520197","Equal_7vs9_mirror",1,6545,"Start",1,1
"S31520197","3ways_2_mirror",1,1895,"Start",1,2
"S31520197","3ways_2_mirror",8,677,"Decision",2,1
"S31520197","3ways_1",1,1648,"Start",1,2
"S31520197","3ways_1",4,918,"Decision",2,1
"S31520197","3ways_4",1,2776,"Start",1,2
"S31520197","3ways_4",3,935,"Decision",2,1
"S31520197","Equal_6vs6_mirror",1,8013,"Start",1,1
"S31520197","Equal_4vs2",1,2084,"Start",1,1
"S31520197","Equal_10vs2",1,2136,"Start",1,1
"S31520197","3ways_3",1,1408,"Start",1,2
"S31520197","3ways_2",1,1784,"Start",1,2
"S31520197","3ways_2",3,718,"Decision",2,1
"S31520197","Equal_7vs9",1,3643,"Start",1,1
"S31520197","Equal_8vs8_mirror",1,2721,"Start",1,1
"S31520197","Equal_10vs2_mirror",1,3609,"Start",1,1
"S31520197","Equal_8vs3",1,2204,"Start",1,1
"S31520197","4ways_mirror",1,2429,"Start",1,4
"S31520197","4ways_mirror",8,837,"Decision",2,3
"S31520197","3ways_4_mirror",1,2013,"Start",1,2
"S31520197","3ways_4_mirror",6,751,"Decision",2,1
"S31520197","Equal_6vs3",1,1986,"Start",1,1
"S31520197","Loop_1",1,1696,"Start",1,1
"S31520197","4ways",1,2114,"Start",1,4
"S31520197","4ways",5,747,"Decision",2,3
"S31520197","4ways",12,789,"Decision",3,2
"S31520197","Equal_7vs2_mirror",1,3295,"Start",1,1
"S31520197","Equal_8vs3_mirror",1,1181,"Start",1,1
"S31520197","Equal_7vs2",1,1446,"Start",1,1
"S31520197","6vs1_1_mirror",1,1647,"Start",1,1
"S31520197","Loop_2",1,1858,"Start",1,1
"S31520197","4vs1",1,1368,"Start",1,2
"S31520197","4vs1",4,1073,"Decision",2,1
"S31520197","Equal_6vs3_mirror",1,1592,"Start",1,1
"S31520197","6vs1_2",1,1428,"Start",1,1
"S31520197","Equal_2vs5_mirror",1,1421,"Start",1,1
"S31520197","6vs2",1,1233,"Start",1,1
"S31520197","4vs1_mirror",1,1128,"Start",1,1
"S31520197","Equal_4vs2_mirror",1,1433,"Start",1,1
"S31520197","Loop_2_mirror",1,1383,"Start",1,1
"S31520197","Equal_2vs5",1,1339,"Start",1,1
"S9302220","Equal_6vs3",1,1860,"Start",1,1
"S9302220","3ways_2_mirror",1,1352,"Start",1,2
"S9302220","3ways_2_mirror",8,1767,"Decision",2,1
"S9302220","6vs1_2_mirror",1,3073,"Start",1,1
"S9302220","Equal_6vs6_mirror",1,1328,"Start",1,1
"S9302220","3ways_4_mirror",1,1250,"Start",1,2
"S9302220","3ways_4_mirror",3,1501,"Decision",2,1
"S9302220","Equal_10vs2",1,2004,"Start",1,1
"S9302220","6vs1_1",1,1205,"Start",1,1
"S9302220","4ways_mirror",1,1397,"Start",1,4
"S9302220","4ways_mirror",5,1137,"Decision",2,3
"S9302220","4ways_mirror",6,724,"Decision",3,2
"S9302220","4ways_mirror",14,1345,"Decision",4,1
"S9302220","4vs1_mirror",1,1140,"Start",1,1
"S9302220","6vs1_1_mirror",1,1182,"Start",1,1
"S9302220","Equal_8vs8",1,1081,"Start",1,1
"S9302220","Equal_10vs2_mirror",1,1653,"Start",1,1
"S9302220","6vs1_2",1,5566,"Start",1,1
"S9302220","Equal_7vs9",1,1469,"Start",1,1
"S9302220","Equal_4vs2",1,16154,"Start",1,1
"S9302220","Equal_6vs6",1,1465,"Start",1,1
"S9302220","3ways_3",1,25182,"Start",1,2
"S9302220","Loop_1_mirror",1,1424,"Start",1,1
"S9302220","3ways_1",1,2135,"Start",1,2
"S9302220","3ways_1",3,1322,"Decision",2,1
"S9302220","Equal_6vs3_mirror",1,1057,"Start",1,1
"S9302220","3ways_1_mirror",1,1271,"Start",1,2
"S9302220","Equal_7vs2_mirror",1,755,"Start",1,1
"S9302220","Loop_2_mirror",1,1021,"Start",1,1
"S9302220","Equal_8vs8_mirror",1,1194,"Start",1,1
"S9302220","Equal_4vs2_mirror",1,2211,"Start",1,1
"S9302220","4vs1",1,995,"Start",1,2
"S9302220","4vs1",4,600,"Decision",2,1
"S9302220","Equal_8vs3",1,1072,"Start",1,1
"S9302220","Equal_8vs3_mirror",1,1253,"Start",1,1
"S9302220","Loop_1",1,1169,"Start",1,1
"S9302220","3ways_4",1,1099,"Start",1,2
"S9302220","Equal_7vs2",1,1230,"Start",1,1
"S9302220","Loop_2",1,1380,"Start",1,1
"S9302220","4ways",1,1510,"Start",1,4
"S9302220","4ways",8,636,"Decision",2,3
"S9302220","Equal_2vs5_mirror",1,973,"Start",1,1
"S9302220","Equal_7vs9_mirror",1,1157,"Start",1,1
"S9302220","6vs2_mirror",1,1274,"Start",1,1
"S9302220","3ways_3_mirror",1,933,"Start",1,3
"S9302220","Equal_2vs5",1,1192,"Start",1,1
"S9302220","6vs2",1,913,"Start",1,1
"S9302220","3ways_2",1,1270,"Start",1,2
"S99991343","Equal_8vs3_mirror",1,3278,"Start",1,1
"S99991343","Equal_2vs5",1,2840,"Start",1,1
"S99991343","Equal_8vs3",1,1996,"Start",1,1
"S99991343","Equal_10vs2",1,4397,"Start",1,1
"S99991343","4ways",1,3843,"Start",1,4
"S99991343","4ways",5,2000,"Decision",2,3
"S99991343","3ways_4",1,1846,"Start",1,2
"S99991343","3ways_4",5,1215,"Decision",2,1
"S99991343","Equal_7vs2_mirror",1,2368,"Start",1,1
"S99991343","Equal_7vs9_mirror",1,1505,"Start",1,1
"S99991343","6vs1_2_mirror",1,3067,"Start",1,1
"S99991343","Equal_6vs3",1,2746,"Start",1,1
"S99991343","3ways_1_mirror",1,3121,"Start",1,2
"S99991343","Equal_8vs8_mirror",1,2367,"Start",1,1
"S99991343","Equal_6vs6_mirror",1,1693,"Start",1,1
"S99991343","3ways_1",1,2618,"Start",1,2
"S99991343","3ways_1",3,898,"Decision",2,1
"S99991343","3ways_3_mirror",1,1683,"Start",1,3
"S99991343","3ways_3_mirror",3,977,"Decision",2,2
"S99991343","Loop_2_mirror",1,1546,"Start",1,1
"S99991343","4vs1_mirror",1,1647,"Start",1,1
"S99991343","3ways_3",1,1533,"Start",1,2
"S99991343","Equal_4vs2",1,1673,"Start",1,1
"S99991343","Equal_2vs5_mirror",1,1874,"Start",1,1
"S99991343","4vs1",1,2609,"Start",1,2
"S99991343","4vs1",4,2817,"Decision",2,1
"S99991343","Equal_7vs9",1,2906,"Start",1,1
"S99991343","6vs1_1_mirror",1,1985,"Start",1,1
"S99991343","Equal_10vs2_mirror",1,2042,"Start",1,1
"S99991343","Equal_4vs2_mirror",1,1475,"Start",1,1
"S99991343","6vs1_2",1,1600,"Start",1,1
"S99991343","Loop_1_mirror",1,2061,"Start",1,1
"S99991343","4ways_mirror",1,2118,"Start",1,4
"S99991343","4ways_mirror",3,952,"Decision",2,3
"S99991343","4ways_mirror",9,1391,"Decision",3,2
"S99991343","4ways_mirror",10,776,"Decision",4,1
"S99991343","3ways_2_mirror",1,2072,"Start",1,2
"S99991343","3ways_2_mirror",8,996,"Decision",2,1
"S99991343","3ways_4_mirror",1,2232,"Start",1,2
"S99991343","3ways_4_mirror",3,825,"Decision",2,1
