"subject","world","step","rt","Cell","decisionNumber","treeDepth"
"S86178371","3ways_2_mirror",8,1526,"Decision",2,1
"S86178371","3ways_1_mirror",1,2980,"Start",1,2
"S86178371","3ways_1_mirror",7,1227,"Decision",2,1
"S86178371","Equal_6vs3",1,2399,"Start",1,1
"S86178371","4vs1",1,1554,"Start",1,2
"S86178371","4vs1",4,354,"Decision",2,1
"S86178371","Equal_8vs3",1,5121,"Start",1,1
"S86178371","Equal_7vs9_mirror",1,3407,"Start",1,1
"S86178371","Loop_1_mirror",1,13434,"Start",1,1
"S86178371","3ways_4",1,2707,"Start",1,2
"S86178371","Equal_7vs9",1,6524,"Start",1,1
"S86178371","6vs2",1,1849,"Start",1,1
"S86178371","3ways_1",1,2658,"Start",1,2
"S86178371","3ways_1",4,699,"Decision",2,1
"S86178371","6vs1_2",1,2271,"Start",1,1
"S86178371","Loop_2",1,4958,"Start",1,1
"S86178371","Equal_6vs6_mirror",1,3864,"Start",1,1
"S86178371","Equal_10vs2",1,2556,"Start",1,1
"S86178371","4ways",1,2315,"Start",1,4
"S86178371","4ways",8,1046,"Decision",2,3
"S86178371","Equal_4vs2_mirror",1,2545,"Start",1,1
"S86178371","Equal_2vs5_mirror",1,1879,"Start",1,1
"S86178371","Equal_2vs5",1,1645,"Start",1,1
"S86178371","Equal_4vs2",1,1877,"Start",1,1
"S86178371","Equal_8vs8_mirror",1,18481,"Start",1,1
"S86178371","3ways_3_mirror",1,2127,"Start",1,3
"S86178371","3ways_3_mirror",3,1125,"Decision",2,2
"S86178371","6vs1_1",1,1573,"Start",1,1
"S86178371","Equal_7vs2",1,3019,"Start",1,1
"S86178371","4vs1_mirror",1,1584,"Start",1,1
"S86178371","4ways_mirror",1,2000,"Start",1,4
"S86178371","4ways_mirror",8,1485,"Decision",2,3
"S86178371","6vs1_1_mirror",1,22492,"Start",1,1
"S86178371","3ways_4_mirror",1,2301,"Start",1,2
"S86178371","3ways_4_mirror",6,803,"Decision",2,1
"S86178371","Equal_6vs3_mirror",1,1594,"Start",1,1
"S86178371","Equal_8vs8",1,1921,"Start",1,1
"S86178371","Equal_10vs2_mirror",1,2471,"Start",1,1
"S86178371","6vs2_mirror",1,1425,"Start",1,1
"S86178371","Loop_1",1,2531,"Start",1,1
"S86178371","Loop_2_mirror",1,4081,"Start",1,1
"S86178371","3ways_2",1,1388,"Start",1,2
"S86178371","Equal_7vs2_mirror",1,1646,"Start",1,1
"S86178371","3ways_3",1,3360,"Start",1,2
"S86178371","3ways_3",6,881,"Decision",2,1
"S51693885","4vs1",1,4172,"Start",1,2
"S51693885","Equal_6vs3",1,2935,"Start",1,1
"S51693885","Equal_8vs3",1,5803,"Start",1,1
"S51693885","Equal_6vs6",1,1889,"Start",1,1
"S51693885","3ways_1",1,4871,"Start",1,2
"S51693885","3ways_1",4,1752,"Decision",2,1
"S51693885","Loop_1",1,3245,"Start",1,1
"S51693885","Equal_10vs2_mirror",1,1119,"Start",1,1
"S51693885","3ways_2",1,1712,"Start",1,2
"S51693885","Equal_4vs2_mirror",1,1068,"Start",1,1
"S51693885","4ways",1,2458,"Start",1,4
"S51693885","4ways",8,668,"Decision",2,3
"S51693885","Equal_7vs9_mirror",1,1149,"Start",1,1
"S51693885","6vs1_1",1,1611,"Start",1,1
"S51693885","4vs1_mirror",1,1212,"Start",1,1
"S51693885","Equal_7vs2_mirror",1,1058,"Start",1,1
"S51693885","Loop_2",1,1264,"Start",1,1
"S51693885","Equal_8vs8",1,1082,"Start",1,1
"S51693885","Equal_7vs2",1,1554,"Start",1,1
"S51693885","Equal_8vs3_mirror",1,966,"Start",1,1
"S51693885","6vs2_mirror",1,1219,"Start",1,1
"S51693885","3ways_3_mirror",1,1794,"Start",1,3
"S51693885","Loop_2_mirror",1,1019,"Start",1,1
"S51693885","6vs1_2",1,1260,"Start",1,1
"S51693885","4ways_mirror",1,1723,"Start",1,4
"S51693885","4ways_mirror",3,408,"Decision",2,3
"S51693885","4ways_mirror",12,648,"Decision",3,2
"S51693885","3ways_4",1,1534,"Start",1,2
"S51693885","3ways_4",3,1392,"Decision",2,1
"S51693885","3ways_2_mirror",1,1657,"Start",1,2
"S51693885","Equal_2vs5",1,1459,"Start",1,1
"S51693885","Equal_10vs2",1,1987,"Start",1,1
"S51693885","3ways_1_mirror",1,1569,"Start",1,2
"S51693885","3ways_1_mirror",3,369,"Decision",2,1
"S51693885","3ways_3",1,1476,"Start",1,2
"S51693885","Equal_2vs5_mirror",1,2056,"Start",1,1
"S51693885","3ways_4_mirror",1,1545,"Start",1,2
"S51693885","3ways_4_mirror",3,689,"Decision",2,1
"S51693885","Equal_8vs8_mirror",1,930,"Start",1,1
"S51693885","Equal_6vs6_mirror",1,2147,"Start",1,1
"S51693885","Equal_7vs9",1,1255,"Start",1,1
"S51693885","Loop_1_mirror",1,1755,"Start",1,1
"S51693885","6vs1_1_mirror",1,2329,"Start",1,1
"S51693885","Equal_4vs2",1,2909,"Start",1,1
"S51693885","6vs2",1,945,"Start",1,1
"S51693885","Equal_6vs3_mirror",1,3730,"Start",1,1
"S51693885","6vs1_2_mirror",1,1567,"Start",1,1
"S41326310","3ways_1",1,8299,"Start",1,2
"S41326310","3ways_1",3,377,"Decision",2,1
"S41326310","6vs1_1_mirror",1,3930,"Start",1,1
"S41326310","3ways_4",1,1939,"Start",1,2
"S41326310","3ways_4",3,1112,"Decision",2,1
"S41326310","Equal_10vs2",1,2060,"Start",1,1
"S41326310","Equal_7vs9",1,3978,"Start",1,1
"S41326310","Equal_7vs2_mirror",1,1755,"Start",1,1
"S41326310","6vs1_2",1,1276,"Start",1,1
"S41326310","3ways_3_mirror",1,8122,"Start",1,3
"S41326310","3ways_3_mirror",3,976,"Decision",2,2
"S41326310","3ways_3_mirror",5,496,"Decision",3,1
"S41326310","4vs1",1,1140,"Start",1,2
"S41326310","Equal_6vs6_mirror",1,1480,"Start",1,1
"S41326310","6vs2_mirror",1,1210,"Start",1,1
"S41326310","Equal_6vs6",1,1113,"Start",1,1
"S41326310","3ways_1_mirror",1,2017,"Start",1,2
"S41326310","3ways_1_mirror",3,416,"Decision",2,1
"S41326310","Equal_4vs2_mirror",1,1107,"Start",1,1
"S41326310","Equal_8vs8",1,2337,"Start",1,1
"S41326310","3ways_2",1,1570,"Start",1,2
"S41326310","3ways_2",3,449,"Decision",2,1
"S41326310","Equal_8vs3_mirror",1,1601,"Start",1,1
"S41326310","4ways",1,1058,"Start",1,4
"S41326310","4ways",3,624,"Decision",2,3
"S41326310","4ways",9,856,"Decision",3,2
"S41326310","4ways",10,448,"Decision",4,1
"S41326310","Equal_6vs3",1,1369,"Start",1,1
"S41326310","Equal_7vs2",1,859,"Start",1,1
"S41326310","Equal_2vs5_mirror",1,1021,"Start",1,1
"S41326310","Loop_1_mirror",1,1820,"Start",1,1
"S41326310","Equal_7vs9_mirror",1,1463,"Start",1,1
"S41326310","Equal_4vs2",1,995,"Start",1,1
"S41326310","6vs1_1",1,1274,"Start",1,1
"S41326310","Equal_8vs3",1,1132,"Start",1,1
"S41326310","Equal_2vs5",1,849,"Start",1,1
"S41326310","3ways_2_mirror",1,1054,"Start",1,2
"S41326310","3ways_2_mirror",3,424,"Decision",2,1
"S41326310","Loop_2_mirror",1,2393,"Start",1,1
"S41326310","4vs1_mirror",1,756,"Start",1,1
"S41326310","3ways_3",1,1042,"Start",1,2
"S41326310","Equal_10vs2_mirror",1,2353,"Start",1,1
"S41326310","Loop_1",1,2692,"Start",1,1
"S41326310","Equal_6vs3_mirror",1,1121,"Start",1,1
"S41326310","3ways_4_mirror",1,938,"Start",1,2
"S41326310","3ways_4_mirror",3,792,"Decision",2,1
"S41326310","4ways_mirror",1,1261,"Start",1,4
"S41326310","4ways_mirror",3,433,"Decision",2,3
"S41326310","4ways_mirror",9,568,"Decision",3,2
"S41326310","4ways_mirror",10,392,"Decision",4,1
"S41326310","Equal_8vs8_mirror",1,1163,"Start",1,1
"S41326310","6vs2",1,970,"Start",1,1
"S30730813","3ways_1",1,4464,"Start",1,2
"S30730813","3ways_1",3,1928,"Decision",2,1
"S30730813","Loop_2",1,4091,"Start",1,1
"S30730813","Equal_8vs3_mirror",1,3046,"Start",1,1
"S30730813","Equal_10vs2",1,1296,"Start",1,1
"S30730813","Loop_2_mirror",1,1538,"Start",1,1
"S30730813","Equal_10vs2_mirror",1,1428,"Start",1,1
"S30730813","Loop_1",1,1369,"Start",1,1
"S30730813","6vs1_1_mirror",1,1221,"Start",1,1
"S30730813","Equal_7vs9",1,2507,"Start",1,1
"S30730813","Equal_8vs8",1,1892,"Start",1,1
"S30730813","Equal_4vs2_mirror",1,1239,"Start",1,1
"S30730813","3ways_3_mirror",1,1306,"Start",1,3
"S30730813","3ways_3_mirror",3,537,"Decision",2,2
"S30730813","3ways_3_mirror",10,458,"Decision",3,1
"S30730813","3ways_3",1,1117,"Start",1,2
"S30730813","Equal_8vs3",1,1467,"Start",1,1
"S30730813","Equal_2vs5_mirror",1,1113,"Start",1,1
"S30730813","3ways_2_mirror",1,1488,"Start",1,2
"S30730813","3ways_2_mirror",8,1586,"Decision",2,1
"S30730813","6vs1_1",1,1146,"Start",1,1
"S30730813","6vs1_2_mirror",1,1184,"Start",1,1
"S30730813","Equal_7vs2_mirror",1,1163,"Start",1,1
"S30730813","4ways",1,1286,"Start",1,4
"S30730813","4ways",3,807,"Decision",2,3
"S30730813","4ways",9,429,"Decision",3,2
"S30730813","4ways",16,567,"Decision",4,1
"S30730813","Equal_7vs2",1,924,"Start",1,1
"S30730813","6vs1_2",1,1164,"Start",1,1
"S30730813","Equal_6vs3_mirror",1,1077,"Start",1,1
"S30730813","Equal_6vs3",1,1024,"Start",1,1
"S30730813","3ways_1_mirror",1,891,"Start",1,2
"S30730813","3ways_1_mirror",3,508,"Decision",2,1
"S30730813","Equal_6vs6_mirror",1,1049,"Start",1,1
"S30730813","3ways_2",1,1151,"Start",1,2
"S30730813","3ways_2",3,362,"Decision",2,1
"S30730813","Equal_6vs6",1,1198,"Start",1,1
"S30730813","Equal_8vs8_mirror",1,1765,"Start",1,1
"S30730813","6vs2_mirror",1,952,"Start",1,1
"S30730813","3ways_4_mirror",1,1296,"Start",1,2
"S30730813","3ways_4_mirror",3,436,"Decision",2,1
"S30730813","Equal_2vs5",1,810,"Start",1,1
"S30730813","Equal_7vs9_mirror",1,1580,"Start",1,1
"S30730813","Loop_1_mirror",1,1196,"Start",1,1
"S30730813","Equal_4vs2",1,763,"Start",1,1
"S30730813","4vs1_mirror",1,830,"Start",1,1
"S30730813","6vs2",1,876,"Start",1,1
"S30730813","3ways_4",1,1140,"Start",1,2
"S55576192","3ways_1",1,16493,"Start",1,2
"S55576192","3ways_1",4,586,"Decision",2,1
"S55576192","3ways_3",1,2465,"Start",1,2
"S55576192","3ways_3",6,1332,"Decision",2,1
"S55576192","Equal_6vs6",1,1781,"Start",1,1
"S55576192","Equal_4vs2",1,1551,"Start",1,1
"S55576192","Loop_2_mirror",1,5698,"Start",1,1
"S55576192","Equal_6vs6_mirror",1,1352,"Start",1,1
"S55576192","Equal_7vs9_mirror",1,2004,"Start",1,1
"S55576192","3ways_2",1,8934,"Start",1,2
"S55576192","Equal_8vs8",1,1600,"Start",1,1
"S55576192","Equal_7vs2",1,1359,"Start",1,1
"S55576192","6vs2_mirror",1,1785,"Start",1,1
"S55576192","6vs1_1",1,1663,"Start",1,1
"S55576192","Equal_6vs3",1,3098,"Start",1,1
"S55576192","6vs2",1,1560,"Start",1,1
"S55576192","Equal_7vs9",1,1532,"Start",1,1
"S55576192","3ways_4_mirror",1,2178,"Start",1,2
"S55576192","3ways_4_mirror",6,851,"Decision",2,1
"S55576192","Equal_8vs3_mirror",1,2253,"Start",1,1
"S55576192","6vs1_2",1,1972,"Start",1,1
"S55576192","Equal_6vs3_mirror",1,1755,"Start",1,1
"S55576192","Equal_2vs5",1,1025,"Start",1,1
"S55576192","3ways_2_mirror",1,1171,"Start",1,2
"S55576192","3ways_2_mirror",8,1145,"Decision",2,1
"S55576192","Equal_7vs2_mirror",1,1280,"Start",1,1
"S55576192","4ways",1,1120,"Start",1,4
"S55576192","4ways",5,489,"Decision",2,3
"S55576192","4ways",8,666,"Decision",3,2
"S55576192","4ways",16,715,"Decision",4,1
"S55576192","Loop_1",1,1416,"Start",1,1
"S55576192","Equal_8vs3",1,1511,"Start",1,1
"S55576192","Loop_2",1,1679,"Start",1,1
"S55576192","Equal_4vs2_mirror",1,1335,"Start",1,1
"S55576192","Loop_1_mirror",1,1061,"Start",1,1
"S55576192","3ways_1_mirror",1,1122,"Start",1,2
"S55576192","Equal_10vs2_mirror",1,1478,"Start",1,1
"S55576192","6vs1_1_mirror",1,2741,"Start",1,1
"S55576192","6vs1_2_mirror",1,1957,"Start",1,1
"S55576192","Equal_10vs2",1,1159,"Start",1,1
"S55576192","4vs1_mirror",1,891,"Start",1,1
"S55576192","3ways_4",1,1388,"Start",1,2
"S55576192","3ways_4",3,586,"Decision",2,1
"S55576192","4vs1",1,1607,"Start",1,2
"S55576192","4vs1",4,1136,"Decision",2,1
"S55576192","Equal_8vs8_mirror",1,54208,"Start",1,1
"S55576192","Equal_2vs5_mirror",1,1192,"Start",1,1
"S48638766","4ways_mirror",1,3530,"Start",1,4
"S48638766","4ways_mirror",3,2451,"Decision",2,3
"S48638766","4ways_mirror",9,2023,"Decision",3,2
"S48638766","4ways_mirror",10,958,"Decision",4,1
"S48638766","Equal_2vs5_mirror",1,2994,"Start",1,1
"S48638766","6vs1_2",1,2831,"Start",1,1
"S48638766","Equal_10vs2",1,3347,"Start",1,1
"S48638766","Equal_2vs5",1,1931,"Start",1,1
"S48638766","3ways_2_mirror",1,1900,"Start",1,2
"S48638766","3ways_2_mirror",3,952,"Decision",2,1
"S48638766","Loop_1",1,4166,"Start",1,1
"S48638766","Loop_2",1,2589,"Start",1,1
"S48638766","3ways_3",1,2291,"Start",1,2
"S48638766","3ways_3",6,4501,"Decision",2,1
"S48638766","6vs2",1,2438,"Start",1,1
"S48638766","Equal_6vs6_mirror",1,2447,"Start",1,1
"S48638766","Equal_7vs9_mirror",1,13062,"Start",1,1
"S48638766","Equal_8vs8",1,2377,"Start",1,1
"S48638766","Equal_7vs2",1,1890,"Start",1,1
"S48638766","Equal_10vs2_mirror",1,1757,"Start",1,1
"S48638766","6vs2_mirror",1,1969,"Start",1,1
"S48638766","Equal_7vs9",1,10191,"Start",1,1
"S48638766","3ways_1_mirror",1,2514,"Start",1,2
"S48638766","3ways_1_mirror",3,2323,"Decision",2,1
"S48638766","Equal_6vs3",1,6200,"Start",1,1
"S48638766","Equal_4vs2_mirror",1,1949,"Start",1,1
"S48638766","Equal_6vs6",1,2940,"Start",1,1
"S48638766","Equal_4vs2",1,1388,"Start",1,1
"S48638766","3ways_4_mirror",1,1929,"Start",1,2
"S48638766","3ways_4_mirror",3,926,"Decision",2,1
"S48638766","4vs1_mirror",1,1871,"Start",1,1
"S48638766","3ways_3_mirror",1,2278,"Start",1,3
"S48638766","3ways_3_mirror",3,1144,"Decision",2,2
"S48638766","3ways_3_mirror",5,987,"Decision",3,1
"S48638766","4ways",1,3465,"Start",1,4
"S48638766","4ways",3,1537,"Decision",2,3
"S48638766","4ways",9,1066,"Decision",3,2
"S48638766","4ways",10,827,"Decision",4,1
"S48638766","3ways_2",1,2006,"Start",1,2
"S48638766","3ways_2",3,843,"Decision",2,1
"S48638766","Loop_1_mirror",1,1716,"Start",1,1
"S48638766","3ways_4",1,1568,"Start",1,2
"S48638766","3ways_4",3,1180,"Decision",2,1
"S48638766","4vs1",1,1415,"Start",1,2
"S48638766","Equal_7vs2_mirror",1,1900,"Start",1,1
"S48638766","Equal_8vs3",1,4368,"Start",1,1
"S48638766","6vs1_2_mirror",1,2321,"Start",1,1
"S48638766","Equal_8vs3_mirror",1,1748,"Start",1,1
"S48638766","Equal_6vs3_mirror",1,1981,"Start",1,1
"S48638766","6vs1_1",1,2361,"Start",1,1
"S48638766","Loop_2_mirror",1,1808,"Start",1,1
"S48638766","6vs1_1_mirror",1,1796,"Start",1,1
"S48638766","3ways_1",1,1665,"Start",1,2
"S48638766","3ways_1",3,918,"Decision",2,1
"S48638766","Equal_8vs8_mirror",1,15332,"Start",1,1
"S34813648","3ways_1",1,3058,"Start",1,2
"S34813648","3ways_1",3,476,"Decision",2,1
"S34813648","Loop_2",1,2061,"Start",1,1
"S34813648","6vs1_1",1,1932,"Start",1,1
"S34813648","3ways_4_mirror",1,1419,"Start",1,2
"S34813648","3ways_4_mirror",3,887,"Decision",2,1
"S34813648","Equal_7vs2_mirror",1,2140,"Start",1,1
"S34813648","Equal_8vs3",1,1100,"Start",1,1
"S34813648","Loop_1_mirror",1,2546,"Start",1,1
"S34813648","4vs1",1,1184,"Start",1,2
"S34813648","4vs1",4,407,"Decision",2,1
"S34813648","3ways_3",1,1033,"Start",1,2
"S34813648","3ways_1_mirror",1,1020,"Start",1,2
"S34813648","Equal_2vs5_mirror",1,1601,"Start",1,1
"S34813648","Equal_10vs2",1,914,"Start",1,1
"S34813648","4ways",1,2458,"Start",1,4
"S34813648","4ways",3,396,"Decision",2,3
"S34813648","4ways",9,506,"Decision",3,2
"S34813648","4ways",12,403,"Decision",4,1
"S34813648","6vs2",1,861,"Start",1,1
"S34813648","3ways_3_mirror",1,1167,"Start",1,3
"S34813648","3ways_3_mirror",3,1022,"Decision",2,2
"S34813648","3ways_3_mirror",5,385,"Decision",3,1
"S34813648","6vs2_mirror",1,976,"Start",1,1
"S34813648","Equal_8vs3_mirror",1,1037,"Start",1,1
"S34813648","Equal_8vs8_mirror",1,2178,"Start",1,1
"S34813648","Loop_2_mirror",1,904,"Start",1,1
"S34813648","Equal_7vs9_mirror",1,1339,"Start",1,1
"S34813648","Equal_4vs2_mirror",1,852,"Start",1,1
"S34813648","Equal_7vs2",1,930,"Start",1,1
"S34813648","3ways_2_mirror",1,980,"Start",1,2
"S34813648","3ways_2_mirror",8,516,"Decision",2,1
"S34813648","Equal_6vs3",1,1568,"Start",1,1
"S34813648","Equal_6vs3_mirror",1,1204,"Start",1,1
"S34813648","Loop_1",1,959,"Start",1,1
"S34813648","Equal_7vs9",1,1167,"Start",1,1
"S34813648","3ways_4",1,1400,"Start",1,2
"S34813648","3ways_4",3,916,"Decision",2,1
"S34813648","Equal_6vs6",1,751,"Start",1,1
"S34813648","Equal_4vs2",1,1268,"Start",1,1
"S34813648","Equal_8vs8",1,701,"Start",1,1
"S34813648","Equal_6vs6_mirror",1,908,"Start",1,1
"S34813648","4vs1_mirror",1,909,"Start",1,1
"S34813648","3ways_2",1,1002,"Start",1,2
"S34813648","6vs1_1_mirror",1,841,"Start",1,1
"S34813648","4ways_mirror",1,917,"Start",1,4
"S34813648","4ways_mirror",8,575,"Decision",2,3
"S34813648","Equal_10vs2_mirror",1,997,"Start",1,1
"S34813648","Equal_2vs5",1,1023,"Start",1,1
"S34482687","4vs1",1,1394,"Start",1,2
"S34482687","6vs1_1",1,932,"Start",1,1
"S34482687","3ways_3_mirror",1,1055,"Start",1,3
"S34482687","3ways_3_mirror",3,587,"Decision",2,2
"S34482687","3ways_3_mirror",5,894,"Decision",3,1
"S34482687","Loop_1",1,1302,"Start",1,1
"S34482687","Equal_10vs2",1,956,"Start",1,1
"S34482687","Equal_4vs2",1,822,"Start",1,1
"S34482687","Equal_7vs9_mirror",1,986,"Start",1,1
"S34482687","6vs1_2",1,1546,"Start",1,1
"S34482687","3ways_4",1,1338,"Start",1,2
"S34482687","3ways_4",3,432,"Decision",2,1
"S34482687","Equal_4vs2_mirror",1,928,"Start",1,1
"S34482687","3ways_2_mirror",1,1238,"Start",1,2
"S34482687","3ways_2_mirror",8,563,"Decision",2,1
"S34482687","Loop_2",1,1658,"Start",1,1
"S34482687","Equal_7vs2_mirror",1,1175,"Start",1,1
"S34482687","Equal_7vs2",1,735,"Start",1,1
"S34482687","Equal_7vs9",1,1034,"Start",1,1
"S34482687","Loop_1_mirror",1,973,"Start",1,1
"S34482687","Equal_6vs3",1,1252,"Start",1,1
"S34482687","Equal_8vs8_mirror",1,737,"Start",1,1
"S34482687","4vs1_mirror",1,4127,"Start",1,1
"S34482687","6vs1_2_mirror",1,1103,"Start",1,1
"S34482687","6vs2",1,791,"Start",1,1
"S34482687","3ways_1_mirror",1,846,"Start",1,2
"S34482687","3ways_3",1,929,"Start",1,2
"S34482687","Equal_6vs3_mirror",1,953,"Start",1,1
"S34482687","6vs2_mirror",1,932,"Start",1,1
"S34482687","Equal_6vs6_mirror",1,779,"Start",1,1
"S34482687","3ways_2",1,942,"Start",1,2
"S34482687","3ways_1",1,850,"Start",1,2
"S34482687","3ways_1",4,529,"Decision",2,1
"S34482687","Equal_8vs8",1,1047,"Start",1,1
"S34482687","Equal_8vs3",1,881,"Start",1,1
"S34482687","Equal_2vs5",1,766,"Start",1,1
"S34482687","4ways_mirror",1,1224,"Start",1,4
"S34482687","4ways_mirror",3,358,"Decision",2,3
"S34482687","4ways_mirror",9,393,"Decision",3,2
"S34482687","4ways_mirror",12,399,"Decision",4,1
"S34482687","Equal_10vs2_mirror",1,922,"Start",1,1
"S34482687","3ways_4_mirror",1,714,"Start",1,2
"S34482687","3ways_4_mirror",6,624,"Decision",2,1
"S34482687","6vs1_1_mirror",1,1011,"Start",1,1
"S34482687","Equal_6vs6",1,946,"Start",1,1
"S34482687","Equal_2vs5_mirror",1,1033,"Start",1,1
"S34482687","Loop_2_mirror",1,1530,"Start",1,1
"S34482687","4ways",1,931,"Start",1,4
"S34482687","4ways",8,617,"Decision",2,3
"S34482687","Equal_8vs3_mirror",1,821,"Start",1,1
"S35976932","Equal_10vs2",1,2994,"Start",1,1
"S35976932","Equal_7vs2",1,1254,"Start",1,1
"S35976932","Equal_6vs3",1,2054,"Start",1,1
"S35976932","Equal_8vs3",1,1511,"Start",1,1
"S35976932","4vs1",1,2107,"Start",1,2
"S35976932","Loop_2_mirror",1,2001,"Start",1,1
"S35976932","3ways_2_mirror",1,2230,"Start",1,2
"S35976932","3ways_2_mirror",3,714,"Decision",2,1
"S35976932","3ways_2",1,2754,"Start",1,2
"S35976932","3ways_2",3,440,"Decision",2,1
"S35976932","3ways_4",1,2073,"Start",1,2
"S35976932","3ways_4",3,512,"Decision",2,1
"S35976932","6vs1_1",1,1482,"Start",1,1
"S35976932","3ways_3",1,1675,"Start",1,2
"S35976932","6vs2",1,847,"Start",1,1
"S35976932","4vs1_mirror",1,886,"Start",1,1
"S35976932","4ways",1,1038,"Start",1,4
"S35976932","4ways",3,424,"Decision",2,3
"S35976932","4ways",9,530,"Decision",3,2
"S35976932","4ways",12,488,"Decision",4,1
"S35976932","Equal_8vs3_mirror",1,1146,"Start",1,1
"S35976932","Loop_1_mirror",1,1621,"Start",1,1
"S35976932","3ways_3_mirror",1,1401,"Start",1,3
"S35976932","3ways_3_mirror",3,442,"Decision",2,2
"S35976932","Equal_10vs2_mirror",1,1145,"Start",1,1
"S35976932","Equal_8vs8",1,1105,"Start",1,1
"S35976932","6vs2_mirror",1,1011,"Start",1,1
"S35976932","4ways_mirror",1,1044,"Start",1,4
"S35976932","4ways_mirror",5,474,"Decision",2,3
"S35976932","4ways_mirror",8,458,"Decision",3,2
"S35976932","4ways_mirror",16,1122,"Decision",4,1
"S35976932","Equal_6vs6",1,3909,"Start",1,1
"S35976932","Equal_7vs9",1,1011,"Start",1,1
"S35976932","Equal_7vs2_mirror",1,826,"Start",1,1
"S35976932","3ways_4_mirror",1,1326,"Start",1,2
"S35976932","3ways_4_mirror",3,384,"Decision",2,1
"S35976932","6vs1_2",1,2419,"Start",1,1
"S35976932","Equal_2vs5_mirror",1,1495,"Start",1,1
"S35976932","6vs1_2_mirror",1,2662,"Start",1,1
"S35976932","Loop_2",1,1557,"Start",1,1
"S35976932","Equal_4vs2",1,794,"Start",1,1
"S35976932","Equal_4vs2_mirror",1,927,"Start",1,1
"S35976932","Equal_8vs8_mirror",1,1641,"Start",1,1
"S35976932","6vs1_1_mirror",1,1357,"Start",1,1
"S35976932","Equal_2vs5",1,954,"Start",1,1
"S35976932","Equal_7vs9_mirror",1,2287,"Start",1,1
"S35976932","Equal_6vs6_mirror",1,886,"Start",1,1
"S35976932","Equal_6vs3_mirror",1,1403,"Start",1,1
"S35976932","3ways_1",1,952,"Start",1,2
"S35976932","3ways_1",4,696,"Decision",2,1
"S35976932","3ways_1_mirror",1,1222,"Start",1,2
"S35976932","3ways_1_mirror",3,426,"Decision",2,1
"S35976932","Loop_1",1,1742,"Start",1,1
"S26897955","3ways_1",1,9471,"Start",1,2
"S26897955","3ways_3_mirror",1,1651,"Start",1,3
"S26897955","Equal_6vs6_mirror",1,1293,"Start",1,1
"S26897955","6vs1_2",1,1498,"Start",1,1
"S26897955","Equal_8vs8",1,1979,"Start",1,1
"S26897955","Equal_7vs9_mirror",1,2870,"Start",1,1
"S26897955","4vs1",1,1327,"Start",1,2
"S26897955","4vs1",4,440,"Decision",2,1
"S26897955","Equal_10vs2_mirror",1,2268,"Start",1,1
"S26897955","4ways_mirror",1,2295,"Start",1,4
"S26897955","Equal_6vs3_mirror",1,1290,"Start",1,1
"S26897955","Equal_4vs2_mirror",1,1156,"Start",1,1
"S26897955","Equal_4vs2",1,1053,"Start",1,1
"S26897955","Equal_7vs9",1,856,"Start",1,1
"S26897955","3ways_4",1,2539,"Start",1,2
"S26897955","3ways_4",3,803,"Decision",2,1
"S26897955","6vs2_mirror",1,3572,"Start",1,1
"S26897955","Equal_8vs8_mirror",1,1044,"Start",1,1
"S26897955","Loop_2_mirror",1,1415,"Start",1,1
"S26897955","Equal_6vs3",1,2218,"Start",1,1
"S26897955","Equal_2vs5",1,1082,"Start",1,1
"S26897955","Equal_6vs6",1,956,"Start",1,1
"S26897955","3ways_1_mirror",1,2157,"Start",1,2
"S26897955","6vs2",1,1395,"Start",1,1
"S26897955","Equal_2vs5_mirror",1,1206,"Start",1,1
"S26897955","Loop_1_mirror",1,1622,"Start",1,1
"S26897955","4ways",1,1229,"Start",1,4
"S26897955","4ways",3,431,"Decision",2,3
"S26897955","4ways",9,728,"Decision",3,2
"S26897955","Equal_8vs3",1,966,"Start",1,1
"S26897955","6vs1_2_mirror",1,1822,"Start",1,1
"S26897955","Loop_1",1,1201,"Start",1,1
"S26897955","Equal_7vs2",1,1193,"Start",1,1
"S26897955","3ways_2",1,1658,"Start",1,2
"S26897955","6vs1_1_mirror",1,1968,"Start",1,1
"S26897955","Equal_10vs2",1,2244,"Start",1,1
"S26897955","4vs1_mirror",1,1363,"Start",1,1
"S26897955","Equal_7vs2_mirror",1,1088,"Start",1,1
"S26897955","Equal_8vs3_mirror",1,1916,"Start",1,1
"S26897955","3ways_3",1,1154,"Start",1,2
"S26897955","3ways_2_mirror",1,994,"Start",1,2
"S26897955","3ways_2_mirror",3,370,"Decision",2,1
"S26897955","6vs1_1",1,1454,"Start",1,1
"S84991550","Equal_7vs2_mirror",1,4733,"Start",1,1
"S84991550","Loop_2_mirror",1,2495,"Start",1,1
"S84991550","Equal_6vs3",1,3882,"Start",1,1
"S84991550","3ways_3_mirror",1,5791,"Start",1,3
"S84991550","3ways_4_mirror",1,2902,"Start",1,2
"S84991550","3ways_4_mirror",6,1951,"Decision",2,1
"S84991550","Equal_7vs9_mirror",1,6696,"Start",1,1
"S84991550","3ways_1_mirror",1,4177,"Start",1,2
"S84991550","3ways_1_mirror",7,2127,"Decision",2,1
"S84991550","Equal_8vs8_mirror",1,3282,"Start",1,1
"S84991550","4vs1_mirror",1,2180,"Start",1,1
"S84991550","Equal_8vs3",1,2307,"Start",1,1
"S84991550","6vs1_1",1,2522,"Start",1,1
