subject	world	trialNo	steps	path	times
S56695602	easy_large_loop_2	1	13	p(0,0)p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(5,1);p(6,1);p(7,1);p(8,1);p(9,1);p(9,2);p(9,3);p(9,4);	11183;1122;599;407;408;761;630;520;489;401;1039;336;423;
S56695602	easy_large_loop_1	2	28	p(0,4)p(0,3);p(0,2);p(0,1);p(0,0);p(1,0);p(2,0);p(3,0);p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(6,3);	2049;1073;335;848;752;368;391;425;632;400;400;487;409;535;377;
S56695602	easy_spider_1	3	61	p(2,3)p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(5,0);p(5,1);p(5,2);p(5,3);p(6,3);p(7,3);p(8,3);p(8,4);p(8,5);p(8,6);p(7,6);p(8,6);p(8,5);p(8,4);p(8,3);p(7,3);p(6,3);p(5,3);p(4,3);p(3,3);p(2,3);p(2,4);p(2,5);p(2,6);p(1,6);p(0,6);p(0,5);p(0,4);	1451;2480;591;1088;489;359;992;392;321;607;384;368;520;720;496;569;1183;353;351;417;760;455;496;583;633;600;392;495;529;752;767;1025;408;
S56695602	easy_spider_3	4	78	p(2,3)p(2,2);p(2,1);p(1,1);p(0,1);p(1,1);p(2,1);p(2,2);p(2,3);p(3,3);p(4,3);p(4,2);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,0);	3628;447;689;687;697;520;384;384;408;384;368;1255;408;426;903;288;328;
S56695602	easy_spider_3_copy	5	89	p(2,5)p(3,5);p(4,5);p(5,5);p(6,5);p(7,5);p(8,5);p(9,5);p(10,5);p(9,5);p(9,6);p(9,7);	1659;664;416;432;463;753;552;672;696;401;375;
S56695602	easy_large_loop_2_copy	6	120	p(0,0)p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(6,0);p(7,0);p(7,1);p(8,1);p(9,1);p(10,1);p(11,1);p(12,1);p(13,1);p(13,2);p(13,3);p(13,2);p(13,1);p(12,1);p(11,1);p(10,1);p(9,1);p(8,1);p(7,1);p(7,2);p(7,3);p(7,4);p(7,5);p(7,6);p(7,7);p(6,7);	2036;471;424;383;385;512;384;544;1279;400;361;400;2296;415;721;408;976;480;441;407;438;362;400;424;392;408;360;471;472;456;968;
S56695602	easy_labyrinth	7	126	p(0,2)p(1,2);p(2,2);p(3,2);p(4,2);p(4,1);p(4,0);	2650;1631;360;616;1122;286;
S56695602	easy_spider_2	8	156	p(4,5)p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(4,5);p(3,5);p(2,5);p(1,5);p(0,5);p(1,5);p(2,5);p(3,5);p(4,5);p(4,4);p(4,3);p(4,2);p(4,1);p(5,1);p(6,1);p(6,2);p(6,3);p(6,4);p(7,4);	2318;1095;504;417;1015;945;689;374;928;392;536;386;615;455;808;472;1031;401;404;372;344;352;329;318;809;440;360;359;360;513;
S56695602	medium_cathedral	9	191	p(2,4)p(3,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);p(6,0);p(5,0);p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);p(4,5);p(4,6);p(4,7);p(4,8);p(5,8);p(6,8);p(7,8);p(6,8);p(5,8);p(4,8);p(4,7);p(4,6);p(4,5);p(4,4);p(3,4);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);p(0,7);	2163;864;320;305;734;488;1841;416;1015;824;784;1072;409;415;808;689;687;880;1761;585;534;768;536;1152;632;712;352;728;488;607;416;536;34927;328;336;
S56695602	medium_cathedral_copy	10	230	p(4,4)p(5,4);p(6,4);p(7,4);p(8,4);p(8,3);p(8,2);p(8,1);p(8,0);p(9,0);p(10,0);p(9,0);p(8,0);p(8,1);p(8,2);p(8,3);p(8,4);p(8,5);p(8,6);p(8,7);p(8,8);p(8,7);p(8,6);p(8,5);p(8,4);p(7,4);p(6,4);p(5,4);p(4,4);p(3,4);p(2,4);p(1,4);p(0,4);p(0,3);p(0,2);p(0,3);p(0,4);p(0,5);p(0,6);p(0,7);	26713;424;416;689;415;696;616;448;960;575;5033;464;432;376;367;377;376;360;391;440;1048;872;368;568;649;599;424;456;744;488;616;960;360;321;2423;392;424;424;633;
S56695602	medium_roomG_copy	11	247	p(6,3)p(7,3);p(8,3);p(9,3);p(10,3);p(11,3);p(11,2);p(11,1);p(12,1);p(13,1);p(12,1);p(11,1);p(11,2);p(11,3);p(11,4);p(11,5);p(11,6);p(12,6);	4139;465;406;520;721;1136;424;1113;422;1009;544;415;417;375;384;385;1176;
S56695602	medium_roomG	12	252	p(3,3)p(4,3);p(5,3);p(5,2);p(5,1);p(6,1);	1434;734;1086;387;935;
S56695602	medium_library	13	261	p(1,3)p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,0);p(7,0);	1425;456;2559;633;431;1240;441;1047;624;
S56695602	medium_library_rotate	14	266	p(2,1)p(2,2);p(2,3);p(2,4);p(2,3);p(3,3);	1825;439;449;848;463;
S56695602	medium_cubicles	15	277	p(0,0)p(1,0);p(2,0);p(3,0);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(4,5);p(5,5);p(5,6);	1698;448;424;873;503;728;592;993;1159;1152;1160;
S56695602	hard_hallway_1	16	300	p(4,0)p(5,0);p(6,0);p(7,0);p(7,1);p(7,2);p(7,3);p(7,4);p(7,5);p(7,6);p(7,7);p(7,8);p(7,9);p(6,9);p(5,9);p(4,9);p(3,9);p(2,9);p(1,9);p(0,9);p(0,8);p(0,7);p(0,6);p(1,6);	2543;456;528;560;864;744;568;759;577;480;496;983;472;1737;560;624;1184;591;512;769;431;384;521;
S56695602	hard_hallway_0	17	310	p(14,5)p(14,4);p(14,3);p(14,2);p(14,1);p(14,0);p(13,0);p(12,0);p(12,1);p(12,2);p(12,3);	2695;447;376;376;608;792;744;969;728;439;
S56695602	hard_hallway_0_copy	18	346	p(0,0)p(0,1);p(0,2);p(0,3);p(0,4);p(0,5);p(0,6);p(1,6);p(2,6);p(3,6);p(4,6);p(5,6);p(6,6);p(6,5);p(6,6);p(6,5);p(6,6);p(7,6);p(8,6);p(9,6);p(10,6);p(11,6);p(12,6);p(13,6);p(14,6);p(15,6);p(15,5);p(15,4);p(15,3);p(15,2);p(15,1);p(15,0);p(14,0);p(13,0);p(12,0);p(12,1);p(12,2);	2936;417;471;433;415;408;720;560;1408;384;400;456;368;1016;2328;1071;368;417;440;431;585;400;392;696;1031;561;623;360;345;368;639;528;505;463;1048;360;
S56695602	hard_hallway_1_rotate	19	361	p(10,4)p(10,3);p(9,3);p(8,3);p(7,3);p(7,2);p(7,1);p(7,0);p(7,1);p(7,2);p(7,3);p(6,3);p(5,3);p(5,4);p(5,5);p(6,5);	1997;504;720;440;1249;279;1432;2408;392;377;455;1008;456;441;1143;
S56695602	hard_two_big_rooms_0	20	405	p(7,0)p(8,0);p(8,1);p(8,2);p(8,3);p(9,3);p(10,3);p(10,2);p(10,1);p(10,0);p(11,0);p(12,0);p(11,0);p(10,0);p(10,1);p(10,2);p(10,3);p(10,4);p(10,5);p(10,6);p(11,6);p(12,6);p(12,5);p(12,6);p(11,6);p(10,6);p(10,5);p(10,4);p(10,3);p(9,3);p(8,3);p(8,2);p(8,1);p(8,0);p(7,0);p(6,0);p(6,1);p(6,2);p(6,3);p(5,3);p(4,3);p(4,2);p(4,1);p(4,0);p(3,0);	12884;639;816;385;727;416;696;352;603;1222;481;1031;431;481;408;391;393;391;424;488;696;448;1272;649;719;816;432;392;457;494;433;448;344;1040;577;448;471;417;1247;560;1056;344;456;776;
S56695602	hard_two_loops_0	21	435	p(9,7)p(8,7);p(7,7);p(6,7);p(6,6);p(6,5);p(6,4);p(6,3);p(6,2);p(6,1);p(5,1);p(4,1);p(4,2);p(4,3);p(4,2);p(4,1);p(5,1);p(6,1);p(6,0);p(7,0);p(8,0);p(9,0);p(10,0);p(11,0);p(12,0);p(12,1);p(13,1);p(14,1);p(15,1);p(16,1);p(17,1);	2351;626;590;416;816;672;511;432;490;791;446;433;1609;775;440;480;448;416;512;416;425;711;672;497;808;751;385;384;399;392;
S56695602	hard_two_big_rooms_1	22	446	p(9,3)p(10,3);p(11,3);p(12,3);p(12,2);p(12,1);p(12,0);p(13,0);p(14,0);p(15,0);p(16,0);p(17,0);	1604;585;457;590;392;296;1152;606;371;695;479;
S56695602	hard_two_loops_2	23	476	p(10,2)p(11,2);p(12,2);p(13,2);p(14,2);p(14,3);p(14,4);p(15,4);p(16,4);p(16,3);p(16,2);p(16,3);p(16,4);p(15,4);p(14,4);p(14,3);p(14,2);p(13,2);p(12,2);p(11,2);p(10,2);p(9,2);p(8,2);p(7,2);p(6,2);p(6,3);p(6,4);p(5,4);p(4,4);p(3,4);p(2,4);	1937;408;440;496;1112;336;599;1009;511;377;1199;433;488;479;369;391;945;479;561;1160;1216;736;17927;479;4657;472;592;512;640;593;
S39555199	easy_large_loop_2	1	13	p(0,0)p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(5,1);p(6,1);p(7,1);p(8,1);p(9,1);p(9,2);p(9,3);p(9,4);	5183;409;425;520;574;931;2711;422;418;510;1123;287;366;
S39555199	easy_labyrinth	2	19	p(0,2)p(1,2);p(2,2);p(3,2);p(4,2);p(4,1);p(4,0);	9883;642;453;491;950;281;
S39555199	easy_spider_3_copy	3	28	p(2,5)p(3,5);p(4,5);p(5,5);p(6,5);p(7,5);p(8,5);p(9,5);p(9,6);p(9,7);	2830;353;338;351;542;536;529;735;313;
S39555199	easy_spider_2	4	42	p(4,5)p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(2,1);p(3,1);p(4,1);p(5,1);p(6,1);p(6,2);p(6,3);p(6,4);p(7,4);	3411;430;321;454;1531;317;1848;209;807;312;427;348;347;774;
S39555199	easy_spider_1	5	73	p(2,3)p(3,3);p(4,3);p(5,3);p(6,3);p(7,3);p(8,3);p(8,4);p(8,5);p(8,6);p(8,5);p(8,4);p(8,3);p(7,3);p(6,3);p(5,3);p(5,2);p(5,1);p(5,0);p(5,1);p(5,2);p(5,3);p(4,3);p(3,3);p(2,3);p(2,4);p(2,5);p(2,6);p(1,6);p(0,6);p(0,5);p(0,4);	4511;360;539;956;305;442;1000;262;370;1190;264;296;1068;412;1432;401;280;449;1057;237;241;520;671;490;328;454;360;624;386;722;254;
S39555199	easy_spider_3	6	80	p(2,3)p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,0);	6474;479;448;320;722;334;306;
S39555199	easy_large_loop_2_copy	7	111	p(0,0)p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(6,0);p(7,0);p(7,1);p(8,1);p(9,1);p(10,1);p(11,1);p(12,1);p(13,1);p(13,2);p(13,3);p(13,2);p(13,1);p(12,1);p(11,1);p(10,1);p(9,1);p(8,1);p(7,1);p(7,2);p(7,3);p(7,4);p(7,5);p(7,6);p(7,7);p(6,7);	2904;424;367;576;386;445;362;702;1163;471;542;392;656;498;582;352;847;314;1103;435;278;505;416;479;337;326;387;301;625;278;619;
S39555199	easy_large_loop_1	8	118	p(0,4)p(1,4);p(2,4);p(3,4);p(4,4);p(5,4);p(6,4);p(6,3);	3079;294;423;409;790;304;699;
S39555199	medium_cathedral_copy	9	125	p(4,4)p(3,4);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);p(0,7);	4357;357;498;319;777;440;433;
S39555199	medium_cathedral	10	130	p(2,4)p(1,4);p(0,4);p(0,5);p(0,6);p(0,7);	1571;269;1026;254;354;
S39555199	medium_library	11	141	p(1,3)p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);p(6,3);p(6,2);p(6,1);p(7,1);p(7,0);	2820;367;906;285;513;985;807;346;404;856;275;
S39555199	medium_roomG	12	160	p(3,3)p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(5,6);p(6,6);p(7,6);p(6,6);p(5,6);p(5,5);p(5,4);p(5,3);p(5,2);p(5,1);p(6,1);	1236;528;1088;254;380;428;3105;440;295;689;284;659;280;309;331;350;319;364;863;
S39555199	medium_roomG_copy	13	179	p(6,3)p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(7,3);p(8,3);p(9,3);p(10,3);p(11,3);p(11,4);p(11,5);p(11,6);p(12,6);	2720;376;440;503;457;1007;232;256;425;280;294;340;296;662;328;2190;258;368;598;
S39555199	medium_cubicles	14	190	p(0,0)p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(4,3);p(4,4);p(4,5);p(5,5);p(5,6);	4699;329;462;859;333;808;499;1013;321;3487;761;
S39555199	medium_library_rotate	15	193	p(2,1)p(2,2);p(2,3);p(3,3);	2187;288;837;
S39555199	hard_hallway_0_copy	16	207	p(0,0)p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(6,0);p(7,0);p(8,0);p(9,0);p(10,0);p(11,0);p(12,0);p(12,1);p(12,2);	5661;509;385;424;513;446;458;390;456;592;480;416;915;320;
S39555199	hard_hallway_0	17	217	p(14,5)p(14,4);p(14,3);p(14,2);p(14,1);p(14,0);p(13,0);p(12,0);p(12,1);p(12,2);p(12,3);	3698;271;351;491;354;848;423;991;273;296;
S39555199	hard_hallway_1_rotate	18	226	p(10,4)p(10,5);p(10,6);p(10,7);p(9,7);p(8,7);p(7,7);p(6,7);p(6,6);p(6,5);	4241;239;431;394;453;1058;371;541;235;
S39555199	hard_two_loops_2	19	236	p(10,2)p(9,2);p(8,2);p(7,2);p(6,2);p(6,3);p(6,4);p(5,4);p(4,4);p(3,4);p(2,4);	7759;377;468;436;734;235;980;683;406;347;
S39555199	hard_two_big_rooms_1	20	247	p(9,3)p(10,3);p(11,3);p(12,3);p(12,2);p(12,1);p(12,0);p(13,0);p(14,0);p(15,0);p(16,0);p(17,0);	2861;229;353;816;289;373;2434;286;466;398;314;
S39555199	hard_two_big_rooms_0	21	257	p(7,0)p(6,0);p(6,1);p(6,2);p(6,3);p(5,3);p(4,3);p(4,2);p(4,1);p(4,0);p(3,0);	1884;336;299;335;390;514;835;276;353;718;
S39555199	hard_two_loops_0	22	271	p(9,7)p(10,7);p(11,7);p(12,7);p(12,6);p(12,5);p(12,4);p(12,3);p(12,2);p(12,1);p(13,1);p(14,1);p(15,1);p(16,1);p(17,1);	1667;247;432;1544;342;300;366;346;394;1042;298;435;567;686;
S39555199	hard_hallway_1	23	286	p(4,0)p(3,0);p(2,0);p(1,0);p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(3,6);p(2,6);p(1,6);	4231;866;304;423;744;289;317;578;318;483;342;287;488;732;324;
S34973271	easy_spider_3_copy	1	35	p(2,5)p(2,6);p(2,7);p(2,8);p(2,9);p(2,10);p(2,11);p(2,10);p(2,9);p(2,8);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(1,0);p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(5,5);p(6,5);p(7,5);p(8,5);p(9,5);p(9,6);p(9,7);	1855;392;680;344;367;561;1207;337;368;360;352;488;440;352;320;376;368;880;432;776;335;401;304;496;352;320;464;336;560;616;389;499;463;753;328;
S34973271	easy_spider_1	2	66	p(2,3)p(3,3);p(4,3);p(5,3);p(6,3);p(7,3);p(8,3);p(8,4);p(8,5);p(8,6);p(8,5);p(8,4);p(8,3);p(7,3);p(6,3);p(5,3);p(5,2);p(5,1);p(5,0);p(5,1);p(5,2);p(5,3);p(4,3);p(3,3);p(2,3);p(2,4);p(2,5);p(2,6);p(1,6);p(0,6);p(0,5);p(0,4);	1994;544;447;673;543;465;752;335;377;752;367;400;425;479;769;304;351;505;616;335;345;392;352;439;561;376;392;496;408;840;311;
S34973271	easy_large_loop_2	3	79	p(0,0)p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(5,1);p(6,1);p(7,1);p(8,1);p(9,1);p(9,2);p(9,3);p(9,4);	2524;416;392;456;352;600;792;367;561;319;617;319;369;
S34973271	easy_large_loop_2_copy	4	110	p(0,0)p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(6,0);p(7,0);p(7,1);p(8,1);p(9,1);p(10,1);p(11,1);p(12,1);p(13,1);p(13,2);p(13,3);p(13,2);p(13,1);p(12,1);p(11,1);p(10,1);p(9,1);p(8,1);p(7,1);p(7,2);p(7,3);p(7,4);p(7,5);p(7,6);p(7,7);p(6,7);	2281;359;433;399;440;377;360;576;488;503;353;407;384;360;552;425;920;367;425;503;392;496;377;367;337;736;616;344;289;422;704;
S34973271	easy_spider_3	5	129	p(2,3)p(2,2);p(2,1);p(1,1);p(0,1);p(1,1);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,4);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,0);	5381;568;720;319;696;416;392;368;384;384;984;305;344;383;552;432;736;360;360;
S34973271	easy_labyrinth	6	135	p(0,2)p(1,2);p(2,2);p(3,2);p(4,2);p(4,1);p(4,0);	1385;425;895;400;840;312;
S34973271	easy_large_loop_1	7	150	p(0,4)p(0,3);p(0,2);p(0,1);p(0,0);p(1,0);p(2,0);p(3,0);p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(6,3);	5947;368;335;352;672;392;336;392;616;696;345;367;377;336;783;
S34973271	easy_spider_2	8	172	p(4,5)p(3,5);p(2,5);p(1,5);p(0,5);p(1,5);p(2,5);p(3,5);p(4,5);p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(2,1);p(3,1);p(4,1);p(5,1);p(6,1);p(6,2);p(6,3);p(6,4);p(7,4);	2501;336;383;336;696;416;401;375;449;615;560;1185;1375;344;664;424;384;353;304;343;361;463;
S34973271	medium_library	9	185	p(1,3)p(1,2);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,0);p(7,0);	1606;417;1079;273;479;369;591;441;479;1136;400;705;312;
S34973271	medium_library_rotate	10	194	p(2,1)p(3,1);p(4,1);p(5,1);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(3,3);	14935;904;465;679;360;344;375;417;1016;
S34973271	medium_roomG	11	203	p(3,3)p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(6,1);	2235;345;888;407;369;392;984;376;391;
S34973271	medium_roomG_copy	12	222	p(6,3)p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(7,3);p(8,3);p(9,3);p(10,3);p(11,3);p(11,4);p(11,5);p(11,6);p(12,6);	1851;360;353;1031;361;671;408;408;472;856;337;776;535;472;737;1143;433;479;633;
S34973271	medium_cathedral	13	227	p(2,4)p(1,4);p(0,4);p(0,5);p(0,6);p(0,7);	1980;448;1160;263;352;
S34973271	medium_cubicles	14	238	p(0,0)p(1,0);p(2,0);p(3,0);p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);p(4,5);p(5,5);p(5,6);	2688;487;584;896;537;479;456;1336;496;1344;632;
S34973271	medium_cathedral_copy	15	245	p(4,4)p(3,4);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);p(0,7);	1865;376;392;368;760;408;399;
S34973271	hard_two_big_rooms_0	16	288	p(7,0)p(6,0);p(6,1);p(6,2);p(6,3);p(5,3);p(4,3);p(4,2);p(4,1);p(4,0);p(3,0);p(2,0);p(2,1);p(2,2);p(2,3);p(1,3);p(0,3);p(1,3);p(2,3);p(2,2);p(2,1);p(2,0);p(3,0);p(4,0);p(4,1);p(4,2);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,0);p(7,0);p(8,0);p(8,1);p(8,2);p(8,3);p(9,3);p(10,3);p(10,4);p(10,5);p(10,6);p(11,6);p(12,6);	1716;408;384;432;656;768;1344;312;360;680;376;488;400;424;599;361;640;408;432;416;624;368;351;352;352;744;433;592;312;368;360;336;392;352;328;392;352;440;1656;384;504;1097;375;
S34973271	hard_hallway_1	17	311	p(4,0)p(5,0);p(6,0);p(7,0);p(7,1);p(7,2);p(7,3);p(7,4);p(7,5);p(7,6);p(7,7);p(7,8);p(7,9);p(6,9);p(5,9);p(4,9);p(3,9);p(2,9);p(1,9);p(0,9);p(0,8);p(0,7);p(0,6);p(1,6);	4324;448;424;393;359;480;776;336;368;952;304;352;736;416;344;344;416;432;392;704;416;360;832;
S34973271	hard_two_loops_2	18	341	p(10,2)p(11,2);p(12,2);p(13,2);p(14,2);p(14,3);p(14,4);p(15,4);p(16,4);p(16,3);p(16,2);p(16,3);p(16,4);p(15,4);p(14,4);p(14,3);p(14,2);p(13,2);p(12,2);p(11,2);p(10,2);p(10,3);p(10,2);p(9,2);p(8,2);p(7,2);p(6,2);p(6,3);p(6,4);p(5,4);p(4,4);	3127;392;504;400;688;320;656;400;376;440;824;336;488;320;368;312;456;511;385;480;392;688;384;400;401;511;664;464;1034;342;
S34973271	hard_two_loops_0	19	371	p(9,7)p(8,7);p(7,7);p(6,7);p(6,6);p(6,5);p(6,4);p(6,3);p(6,2);p(6,1);p(5,1);p(4,1);p(4,2);p(4,3);p(4,2);p(4,1);p(5,1);p(6,1);p(6,0);p(7,0);p(8,0);p(9,0);p(10,0);p(11,0);p(12,0);p(12,1);p(13,1);p(14,1);p(15,1);p(16,1);p(17,1);	2294;392;424;1848;344;368;400;632;448;1344;392;424;640;728;344;1440;320;760;392;752;448;465;479;424;608;760;416;448;384;400;
S34973271	hard_hallway_0_copy	20	385	p(0,0)p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(6,0);p(7,0);p(8,0);p(9,0);p(10,0);p(11,0);p(12,0);p(12,1);p(12,2);	4809;439;432;392;440;472;648;576;376;488;568;400;960;416;
S34973271	hard_hallway_0	21	395	p(14,5)p(14,4);p(14,3);p(14,2);p(14,1);p(14,0);p(13,0);p(12,0);p(12,1);p(12,2);p(12,3);	2485;327;720;440;848;640;392;832;328;352;
S34973271	hard_hallway_1_rotate	22	410	p(10,4)p(10,3);p(9,3);p(8,3);p(7,3);p(7,2);p(7,1);p(7,0);p(7,1);p(7,2);p(7,3);p(6,3);p(5,3);p(5,4);p(5,5);p(6,5);	3389;440;384;832;848;368;816;648;416;456;1208;328;392;376;816;
S34973271	hard_two_big_rooms_1	23	420	p(8,3)p(7,3);p(6,3);p(5,3);p(5,2);p(5,1);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);	1336;560;600;888;360;592;656;480;520;368;
S46572065	easy_large_loop_2	1	21	p(0,0)p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(5,1);p(5,2);p(5,3);p(5,4);p(5,5);p(5,4);p(5,3);p(5,2);p(5,1);p(6,1);p(7,1);p(8,1);p(9,1);p(9,2);p(9,3);p(9,4);	4438;520;358;372;613;1156;1702;618;409;380;1445;350;375;301;393;327;373;390;1148;350;398;
S46572065	easy_labyrinth	2	35	p(0,2)p(0,3);p(0,4);p(0,5);p(0,6);p(0,5);p(0,4);p(0,3);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(4,1);p(4,0);	13651;371;370;407;994;696;368;423;439;426;692;538;1251;296;
S46572065	easy_spider_2	3	49	p(4,5)p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(2,1);p(3,1);p(4,1);p(5,1);p(6,1);p(6,2);p(6,3);p(6,4);p(7,4);	4137;396;1228;387;1279;689;1420;365;511;313;1247;367;402;1001;
S46572065	easy_large_loop_2_copy	4	64	p(0,0)p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(6,0);p(7,0);p(7,1);p(7,2);p(7,3);p(7,4);p(7,5);p(7,6);p(7,7);p(6,7);	4694;492;405;938;733;532;622;1277;2006;494;437;470;466;369;968;
S46572065	easy_spider_3_copy	5	73	p(2,5)p(3,5);p(4,5);p(5,5);p(6,5);p(7,5);p(8,5);p(9,5);p(9,6);p(9,7);	3930;413;443;445;601;1011;486;1091;405;
S46572065	easy_spider_1	6	110	p(2,3)p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(5,0);p(5,1);p(5,2);p(5,3);p(6,3);p(7,3);p(8,3);p(8,4);p(8,5);p(8,6);p(8,5);p(8,4);p(8,3);p(7,3);p(6,3);p(5,3);p(4,3);p(3,3);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(1,6);p(0,6);p(0,5);p(0,4);	3935;391;386;2919;522;398;1008;378;364;644;477;433;1350;456;377;1329;367;324;481;588;382;368;793;351;1543;346;304;952;1059;366;453;872;372;1674;405;842;375;
S46572065	easy_spider_3	7	117	p(2,3)p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,0);	3901;687;1067;572;1041;597;500;
S46572065	easy_large_loop_1	8	132	p(0,4)p(0,5);p(0,6);p(0,7);p(0,8);p(0,7);p(0,6);p(0,5);p(0,4);p(1,4);p(2,4);p(3,4);p(4,4);p(5,4);p(6,4);p(6,3);	6520;350;446;421;987;369;398;592;326;355;393;685;958;899;1143;
S46572065	medium_roomG	9	151	p(3,3)p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(5,6);p(6,6);p(7,6);p(6,6);p(5,6);p(5,5);p(5,4);p(5,3);p(5,2);p(5,1);p(6,1);	5066;477;3090;790;337;447;2175;647;511;1106;337;1435;300;415;630;396;370;423;1210;
S46572065	medium_roomG_copy	10	170	p(6,3)p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(7,3);p(8,3);p(9,3);p(10,3);p(11,3);p(11,4);p(11,5);p(11,6);p(12,6);	4885;543;431;393;351;3469;534;435;499;920;1581;586;371;540;617;1233;310;324;1005;
S46572065	medium_cathedral_copy	11	207	p(4,4)p(5,4);p(6,4);p(7,4);p(8,4);p(8,5);p(8,6);p(8,7);p(8,8);p(8,7);p(8,6);p(8,5);p(8,4);p(8,3);p(8,2);p(8,1);p(8,0);p(9,0);p(10,0);p(11,0);p(10,0);p(9,0);p(8,0);p(8,1);p(8,2);p(8,3);p(8,4);p(7,4);p(6,4);p(5,4);p(4,4);p(3,4);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);p(0,7);	3266;447;1193;641;2575;517;617;1006;947;394;387;348;376;399;337;424;1226;394;362;1452;346;404;436;332;535;416;785;472;361;523;491;376;375;667;1620;315;336;
S46572065	medium_library	12	222	p(1,3)p(1,2);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);p(6,3);p(6,2);p(6,1);p(6,0);p(7,0);	1653;663;1319;334;337;750;2867;367;340;1756;1128;385;465;2687;465;
S46572065	medium_library_rotate	13	225	p(2,1)p(2,2);p(2,3);p(3,3);	3068;447;1128;
S46572065	medium_cubicles	14	236	p(0,0)p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(4,3);p(4,4);p(4,5);p(5,5);p(5,6);	5347;406;386;1094;435;552;645;2764;356;1182;1196;
S46572065	medium_cathedral	15	241	p(2,4)p(1,4);p(0,4);p(0,5);p(0,6);p(0,7);	1928;353;1287;402;317;
