subject	world	trialNo	steps	path	times
S86393387	hard_two_big_rooms_1	21	401	p(8,3)p(9,3);p(10,3);p(11,3);p(11,4);p(11,5);p(11,6);	2871;823;1769;1255;752;847;
S86393387	hard_hallway_1	22	426	p(4,0)p(5,0);p(6,0);p(7,0);p(7,1);p(7,2);p(6,2);p(6,3);p(6,4);p(6,5);p(6,6);p(7,6);p(7,7);p(7,8);p(7,9);p(6,9);p(5,9);p(4,9);p(3,9);p(2,9);p(1,9);p(0,9);p(0,8);p(0,7);p(0,6);p(1,6);	3072;744;704;720;650;782;1001;687;512;482;1525;681;559;644;702;694;769;511;713;512;563;482;846;564;640;
S86393387	hard_hallway_0_copy	23	462	p(0,0)p(0,1);p(0,2);p(0,3);p(0,4);p(0,5);p(0,6);p(1,6);p(2,6);p(2,5);p(3,5);p(3,6);p(4,6);p(5,6);p(6,6);p(6,5);p(6,6);p(7,6);p(8,6);p(9,6);p(10,6);p(11,6);p(12,6);p(13,6);p(14,6);p(15,6);p(15,5);p(15,4);p(15,3);p(15,2);p(15,1);p(15,0);p(14,0);p(13,0);p(12,0);p(12,1);p(12,2);	5506;640;464;466;494;489;497;806;479;1161;440;856;655;597;627;1145;712;719;671;706;687;1427;718;616;729;710;1105;601;547;460;362;726;591;560;521;783;
S89168907	easy_large_loop_1	1	7	p(0,4)p(1,4);p(2,4);p(3,4);p(4,4);p(5,4);p(6,4);p(6,3);	5790;705;684;690;1584;556;926;
S89168907	easy_labyrinth	2	13	p(0,2)p(1,2);p(2,2);p(3,2);p(4,2);p(4,1);p(4,0);	3869;873;901;620;1034;480;
S89168907	easy_spider_1	3	20	p(2,3)p(2,4);p(2,5);p(2,6);p(1,6);p(0,6);p(0,5);p(0,4);	5515;620;588;1177;705;792;534;
S89168907	easy_spider_2	4	30	p(4,5)p(4,4);p(4,3);p(4,2);p(4,1);p(5,1);p(6,1);p(6,2);p(6,3);p(6,4);p(7,4);	3141;620;610;574;1034;692;1410;488;556;1046;
S89168907	easy_large_loop_2_copy	5	43	p(0,0)p(0,1);p(0,2);p(0,3);p(0,4);p(0,5);p(0,6);p(0,7);p(1,7);p(2,7);p(3,7);p(4,7);p(5,7);p(6,7);	5316;548;526;509;518;532;668;722;598;546;607;891;1044;
S89168907	easy_spider_3	6	50	p(2,3)p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,0);	3514;587;770;659;987;458;484;
S89168907	easy_spider_3_copy	7	73	p(2,5)p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(1,0);p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(5,5);p(6,5);p(7,5);p(8,5);p(9,5);p(9,6);p(9,7);	8046;516;502;550;517;832;698;925;564;498;490;518;496;463;515;518;558;573;603;1131;525;964;572;
S89168907	easy_large_loop_2	8	94	p(0,0)p(0,1);p(0,2);p(0,3);p(0,4);p(0,5);p(1,5);p(2,5);p(3,5);p(4,5);p(5,5);p(5,4);p(5,3);p(5,2);p(5,1);p(6,1);p(7,1);p(8,1);p(9,1);p(9,2);p(9,3);p(9,4);	2459;534;525;502;526;909;447;574;651;963;773;484;721;455;659;596;573;689;848;495;485;
S89168907	medium_library_rotate	9	101	p(2,1)p(3,1);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(3,3);	2871;486;1759;477;494;613;948;
S89168907	medium_roomG_copy	10	120	p(6,3)p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(7,3);p(8,3);p(9,3);p(10,3);p(11,3);p(11,4);p(11,5);p(11,6);p(12,6);	2634;1020;438;612;478;1501;799;415;463;454;486;518;526;964;612;1672;830;580;1020;
S89168907	medium_cubicles	11	139	p(0,0)p(1,0);p(2,0);p(3,0);p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(5,5);p(5,6);	2670;485;502;2330;1764;494;526;927;525;2031;595;3163;509;902;423;534;657;730;870;
S89168907	medium_library	12	154	p(1,3)p(1,2);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);p(6,3);p(6,2);p(6,1);p(6,0);p(7,0);	2434;448;894;438;620;588;612;636;634;1114;926;470;612;996;440;
S89168907	medium_cathedral	13	183	p(2,4)p(3,4);p(4,4);p(4,5);p(4,6);p(4,7);p(4,8);p(4,7);p(4,6);p(4,5);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);p(6,0);p(5,0);p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);p(3,4);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);p(0,7);	4664;516;3068;534;524;652;1538;408;416;486;461;463;448;510;1184;517;1335;438;485;478;649;435;619;494;902;392;1130;510;493;
S89168907	medium_cathedral_copy	14	190	p(4,4)p(3,4);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);p(0,7);	6366;487;556;635;1098;447;448;
S89168907	medium_roomG	15	199	p(3,3)p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(6,1);	1628;579;895;439;471;558;1051;493;1090;
S89168907	hard_hallway_1_rotate	16	208	p(10,4)p(10,5);p(10,6);p(10,7);p(9,7);p(8,7);p(7,7);p(6,7);p(6,6);p(6,5);	2764;510;517;504;509;728;643;441;548;
S89168907	hard_two_loops_2	17	216	p(10,2)p(9,2);p(8,2);p(7,2);p(6,2);p(6,3);p(6,4);p(5,4);p(4,4);	2796;556;505;585;802;500;863;456;
S89168907	hard_hallway_0	18	226	p(14,5)p(14,4);p(14,3);p(14,2);p(14,1);p(14,0);p(13,0);p(12,0);p(12,1);p(12,2);p(12,3);	3195;511;603;526;658;927;518;939;504;768;
S89168907	hard_two_big_rooms_0	19	247	p(7,0)p(8,0);p(8,1);p(8,2);p(8,3);p(9,3);p(10,3);p(10,2);p(10,1);p(10,0);p(11,0);p(12,0);p(11,0);p(10,0);p(10,1);p(10,2);p(10,3);p(10,4);p(10,5);p(10,6);p(11,6);p(12,6);	3333;541;471;477;1171;689;1686;441;470;1638;431;849;617;504;454;446;512;494;557;1020;720;
S89168907	hard_hallway_0_copy	20	279	p(0,0)p(0,1);p(0,2);p(0,3);p(0,4);p(0,5);p(0,6);p(1,6);p(2,6);p(3,6);p(4,6);p(5,6);p(6,6);p(7,6);p(8,6);p(9,6);p(8,6);p(7,6);p(6,6);p(6,5);p(6,4);p(6,3);p(6,2);p(6,1);p(6,0);p(7,0);p(8,0);p(9,0);p(10,0);p(11,0);p(12,0);p(12,1);p(12,2);	3649;461;486;462;496;517;682;557;777;706;501;706;3924;616;652;1146;1115;397;440;510;447;493;470;480;548;636;524;840;604;588;957;501;
S89168907	hard_hallway_1	21	294	p(4,0)p(3,0);p(2,0);p(1,0);p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(3,6);p(2,6);p(1,6);	2881;560;472;522;1334;502;464;949;753;509;659;720;482;791;708;
S89168907	hard_two_big_rooms_1	22	300	p(8,3)p(9,3);p(10,3);p(11,3);p(11,4);p(11,5);p(11,6);	2696;455;494;997;518;493;
S89168907	hard_two_loops_0	23	314	p(9,7)p(10,7);p(11,7);p(12,7);p(12,6);p(12,5);p(12,4);p(12,3);p(12,2);p(12,1);p(13,1);p(14,1);p(15,1);p(16,1);p(17,1);	2960;680;620;4129;437;446;440;659;463;948;572;567;539;762;
S70966419	easy_large_loop_1	1	7	p(0,4)p(1,4);p(2,4);p(3,4);p(4,4);p(5,4);p(6,4);p(6,3);	6183;342;493;400;685;279;808;
S70966419	easy_large_loop_2	2	20	p(0,0)p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(5,1);p(6,1);p(7,1);p(8,1);p(9,1);p(9,2);p(9,3);p(9,4);	2189;288;294;300;323;790;3085;252;248;262;1128;258;321;
S70966419	easy_spider_1	3	51	p(2,3)p(3,3);p(4,3);p(5,3);p(6,3);p(7,3);p(8,3);p(8,4);p(8,5);p(8,6);p(8,5);p(8,4);p(8,3);p(7,3);p(6,3);p(5,3);p(5,2);p(5,1);p(5,0);p(5,1);p(5,2);p(5,3);p(4,3);p(3,3);p(2,3);p(2,4);p(2,5);p(2,6);p(1,6);p(0,6);p(0,5);p(0,4);	2082;326;331;713;290;317;1465;278;384;625;239;462;475;331;371;294;316;361;686;327;336;313;351;404;373;387;372;748;360;757;290;
S70966419	easy_spider_3	4	58	p(2,3)p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,0);	2887;314;1116;279;685;273;231;
S70966419	easy_large_loop_2_copy	5	89	p(0,0)p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(6,0);p(7,0);p(7,1);p(8,1);p(9,1);p(10,1);p(11,1);p(12,1);p(13,1);p(13,2);p(13,3);p(13,2);p(13,1);p(12,1);p(11,1);p(10,1);p(9,1);p(8,1);p(7,1);p(7,2);p(7,3);p(7,4);p(7,5);p(7,6);p(7,7);p(6,7);	2852;378;305;313;327;336;324;610;3999;418;1172;330;382;359;478;351;603;280;309;415;327;343;317;280;379;338;312;638;406;365;778;
S70966419	easy_labyrinth	6	95	p(0,2)p(1,2);p(2,2);p(3,2);p(4,2);p(4,1);p(4,0);	1239;314;306;324;817;263;
S70966419	easy_spider_3_copy	7	118	p(2,5)p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(1,0);p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(5,5);p(6,5);p(7,5);p(8,5);p(9,5);p(9,6);p(9,7);	2905;260;286;288;827;954;242;742;271;300;278;280;644;451;350;342;578;429;433;395;433;851;248;
S70966419	easy_spider_2	8	128	p(4,5)p(4,4);p(4,3);p(4,2);p(4,1);p(5,1);p(6,1);p(6,2);p(6,3);p(6,4);p(7,4);	1177;338;310;374;786;353;320;359;349;1027;
S70966419	medium_cubicles	9	147	p(0,0)p(1,0);p(2,0);p(3,0);p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(5,5);p(5,6);	1438;336;370;445;1925;358;354;525;457;963;349;759;326;490;288;278;296;286;690;
S70966419	medium_cathedral_copy	10	182	p(4,4)p(5,4);p(6,4);p(7,4);p(8,4);p(8,5);p(8,6);p(8,7);p(8,8);p(8,7);p(8,6);p(8,5);p(8,4);p(8,3);p(8,2);p(8,1);p(8,0);p(9,0);p(10,0);p(9,0);p(8,0);p(8,1);p(8,2);p(8,3);p(8,4);p(7,4);p(6,4);p(5,4);p(4,4);p(3,4);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);p(0,7);	8509;380;371;425;3737;290;279;338;606;297;349;314;315;320;285;276;940;786;849;305;693;747;339;441;449;313;342;370;4451;402;332;310;637;394;522;
S70966419	medium_library	11	191	p(1,3)p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,0);p(7,0);	1071;692;356;482;613;845;401;862;892;
S70966419	medium_cathedral	12	226	p(2,4)p(3,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);p(6,0);p(5,0);p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);p(4,5);p(4,6);p(4,7);p(4,8);p(5,8);p(6,8);p(7,8);p(6,8);p(5,8);p(4,8);p(4,7);p(4,6);p(4,5);p(4,4);p(3,4);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);p(0,7);	4244;345;310;651;327;387;1305;351;651;398;342;370;332;427;329;467;267;369;1500;310;379;1368;315;275;535;277;261;567;346;387;335;406;366;387;495;
S70966419	medium_roomG	13	245	p(3,3)p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(5,6);p(6,6);p(7,6);p(6,6);p(5,6);p(5,5);p(5,4);p(5,3);p(5,2);p(5,1);p(6,1);	1251;345;734;296;294;295;646;311;507;574;329;1074;1094;292;343;318;316;286;1047;
S70966419	medium_roomG_copy	14	262	p(6,3)p(7,3);p(8,3);p(9,3);p(10,3);p(11,3);p(11,2);p(11,1);p(12,1);p(13,1);p(12,1);p(11,1);p(11,2);p(11,3);p(11,4);p(11,5);p(11,6);p(12,6);	1685;742;326;369;1144;803;338;1087;348;573;733;319;284;369;377;338;369;
S70966419	medium_library_rotate	15	269	p(2,1)p(3,1);p(4,1);p(3,1);p(2,1);p(2,2);p(2,3);p(3,3);	3286;468;725;359;335;465;819;
S70966419	hard_hallway_0	16	279	p(14,5)p(14,4);p(14,3);p(14,2);p(14,1);p(14,0);p(13,0);p(12,0);p(12,1);p(12,2);p(12,3);	2200;270;328;323;326;653;304;1104;307;338;
S70966419	hard_hallway_1	17	302	p(4,0)p(5,0);p(6,0);p(7,0);p(7,1);p(7,2);p(7,3);p(7,4);p(7,5);p(7,6);p(7,7);p(7,8);p(7,9);p(6,9);p(5,9);p(4,9);p(3,9);p(2,9);p(1,9);p(0,9);p(0,8);p(0,7);p(0,6);p(1,6);	2494;302;323;329;305;535;369;454;389;374;410;445;329;199;191;175;348;520;443;1709;272;268;650;
S70966419	hard_hallway_0_copy	18	328	p(0,0)p(0,1);p(0,2);p(0,3);p(0,4);p(0,5);p(0,6);p(1,6);p(2,6);p(3,6);p(4,6);p(5,6);p(6,6);p(6,5);p(6,4);p(6,3);p(6,2);p(6,1);p(6,0);p(7,0);p(8,0);p(9,0);p(10,0);p(11,0);p(12,0);p(12,1);p(12,2);	1270;344;344;332;323;337;417;314;702;285;312;344;309;1068;341;349;341;842;375;417;369;919;325;831;686;319;
S70966419	hard_two_big_rooms_1	19	371	p(9,3)p(8,3);p(7,3);p(6,3);p(6,2);p(6,1);p(6,0);p(5,0);p(4,0);p(4,1);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);p(1,0);p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(4,1);p(4,0);p(5,0);p(6,0);p(6,1);p(6,2);p(6,3);p(7,3);p(8,3);p(9,3);p(10,3);p(11,3);p(12,3);p(12,2);p(12,1);p(12,0);p(13,0);p(14,0);p(15,0);p(16,0);p(17,0);	2457;374;420;494;340;342;458;383;399;370;425;265;510;335;270;563;685;282;351;344;342;350;309;313;952;287;284;230;474;390;369;186;365;374;365;523;385;260;698;358;359;346;315;
S70966419	hard_two_loops_0	20	385	p(9,7)p(10,7);p(11,7);p(12,7);p(12,6);p(12,5);p(12,4);p(12,3);p(12,2);p(12,1);p(13,1);p(14,1);p(15,1);p(16,1);p(17,1);	2350;359;339;2268;247;304;350;343;301;603;298;320;341;291;
S70966419	hard_two_big_rooms_0	21	395	p(7,0)p(6,0);p(6,1);p(6,2);p(6,3);p(5,3);p(4,3);p(4,2);p(4,1);p(4,0);p(3,0);	9787;327;312;345;371;363;635;1274;292;595;
S70966419	hard_hallway_1_rotate	22	412	p(10,4)p(10,3);p(9,3);p(10,3);p(10,2);p(10,1);p(10,0);p(9,0);p(8,0);p(7,0);p(7,1);p(7,2);p(7,3);p(6,3);p(5,3);p(5,4);p(5,5);p(6,5);	1627;968;1060;356;338;355;562;373;367;577;356;370;454;674;410;330;790;
S70966419	hard_two_loops_2	23	442	p(10,2)p(11,2);p(12,2);p(13,2);p(14,2);p(14,3);p(14,4);p(15,4);p(16,4);p(16,3);p(16,2);p(16,3);p(16,4);p(15,4);p(14,4);p(14,3);p(14,2);p(13,2);p(12,2);p(11,2);p(10,2);p(9,2);p(8,2);p(7,2);p(6,2);p(6,3);p(6,4);p(5,4);p(4,4);p(3,4);p(2,4);	1631;368;317;406;714;336;344;764;341;373;522;287;308;274;458;284;290;581;503;411;468;369;390;344;607;372;534;354;763;369;
S11828520	easy_spider_3	1	25	p(2,3)p(3,3);p(4,3);p(3,3);p(2,3);p(2,2);p(2,1);p(1,1);p(0,1);p(0,2);p(0,1);p(1,1);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,4);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,0);	3154;299;3140;442;456;408;581;318;947;970;479;340;356;382;381;335;1019;436;350;362;351;354;567;526;553;
S11828520	easy_large_loop_2_copy	2	62	p(0,0)p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(6,0);p(7,0);p(7,1);p(8,1);p(9,1);p(10,1);p(11,1);p(12,1);p(13,1);p(13,2);p(13,3);p(13,4);p(13,5);p(13,4);p(13,3);p(12,3);p(13,3);p(13,2);p(13,1);p(12,1);p(11,1);p(10,1);p(9,1);p(8,1);p(7,1);p(7,2);p(7,3);p(7,4);p(7,5);p(7,6);p(7,7);p(6,7);	2159;394;426;384;366;369;450;505;630;1629;12737;431;295;281;842;222;759;323;1322;225;20771;1309;545;514;653;402;332;348;535;128;522;438;380;344;363;363;679;
S11828520	easy_large_loop_1	3	77	p(0,4)p(0,3);p(0,2);p(0,1);p(0,0);p(1,0);p(2,0);p(3,0);p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(6,3);	3760;1264;424;357;1888;146;349;279;1164;322;555;263;319;306;301;
S11828520	easy_spider_2	4	87	p(4,5)p(4,4);p(4,3);p(4,2);p(4,1);p(5,1);p(6,1);p(6,2);p(6,3);p(6,4);p(7,4);	1478;362;302;338;999;273;376;489;182;766;
S11828520	easy_spider_3_copy	5	96	p(2,5)p(3,5);p(4,5);p(5,5);p(6,5);p(7,5);p(8,5);p(9,5);p(9,6);p(9,7);	3414;346;5686;413;344;877;316;927;331;
S11828520	easy_large_loop_2	6	109	p(0,0)p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(5,1);p(6,1);p(7,1);p(8,1);p(9,1);p(9,2);p(9,3);p(9,4);	38971;1924;1976;380;309;740;341;1263;375;370;1195;356;761;
S11828520	easy_spider_1	7	122	p(2,3)p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(1,6);p(0,6);p(0,5);p(0,4);	3857;35;313;951;417;378;370;436;418;1161;342;657;719;
S11828520	easy_labyrinth	8	130	p(0,2)p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(5,1);p(5,0);p(4,0);	1483;314;314;2861;320;1142;348;303;
S11828520	medium_cubicles	9	143	p(0,0)p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);p(4,5);p(5,5);p(5,6);	1253;385;327;654;451;1178;379;355;231;799;729;855;375;
S11828520	medium_roomG_copy	10	172	p(6,3)p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(7,3);p(8,3);p(9,3);p(10,3);p(11,3);p(11,2);p(11,1);p(12,1);p(13,1);p(13,2);p(13,1);p(12,1);p(11,1);p(11,2);p(11,3);p(11,4);p(11,5);p(11,6);p(12,6);	1498;343;1937;384;597;1410;844;70;272;287;1280;387;424;537;50;1281;343;835;531;190;748;497;237;451;764;373;369;389;780;
S11828520	medium_cathedral_copy	11	179	p(4,4)p(3,4);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);p(0,7);	3214;116;350;348;1157;323;999;
S11828520	medium_library	12	192	p(1,3)p(1,2);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(7,1);p(7,0);	1640;307;767;508;370;328;404;399;242;966;294;309;898;
S11828520	medium_roomG	13	213	p(3,3)p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(5,6);p(6,6);p(7,6);p(7,5);p(7,6);p(6,6);p(5,6);p(5,5);p(5,4);p(5,3);p(5,2);p(5,1);p(6,1);	1255;562;982;1769;315;336;835;297;717;369;354;512;1168;357;327;338;288;432;367;1424;177;
S11828520	medium_cathedral	14	236	p(2,4)p(3,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);p(6,0);p(5,0);p(4,0);p(3,0);p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);p(3,4);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);p(0,7);	1302;543;215;358;376;656;811;323;1155;338;341;698;563;74;317;566;326;281;272;281;934;592;338;
S11828520	medium_library_rotate	15	239	p(2,1)p(2,2);p(2,3);p(3,3);	1082;502;1031;
S11828520	hard_two_big_rooms_1	16	284	p(9,3)p(8,3);p(7,3);p(6,3);p(6,2);p(6,1);p(6,0);p(5,0);p(4,0);p(4,1);p(4,2);p(3,2);p(2,2);p(2,1);p(2,0);p(1,0);p(0,0);p(0,1);p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(4,1);p(4,0);p(5,0);p(6,0);p(6,1);p(6,2);p(6,3);p(7,3);p(8,3);p(9,3);p(10,3);p(11,3);p(12,3);p(12,2);p(12,1);p(12,0);p(13,0);p(14,0);p(15,0);p(16,0);p(17,0);	1586;392;342;349;666;344;331;1199;408;455;380;533;441;382;324;340;487;864;396;350;704;826;379;532;392;342;417;866;508;448;414;369;484;481;569;437;440;558;518;424;1350;356;376;586;243;
S11828520	hard_hallway_0	17	322	p(14,5)p(13,5);p(12,5);p(11,5);p(10,5);p(9,5);p(8,5);p(7,5);p(6,5);p(5,5);p(4,5);p(3,5);p(2,5);p(1,5);p(0,5);p(1,5);p(2,5);p(3,5);p(4,5);p(5,5);p(6,5);p(7,5);p(8,5);p(9,5);p(10,5);p(11,5);p(12,5);p(13,5);p(14,5);p(14,4);p(14,3);p(14,2);p(14,1);p(14,0);p(13,0);p(12,0);p(12,1);p(12,2);p(12,3);	1593;5719;398;383;695;604;357;412;388;390;653;413;498;375;811;301;308;1458;447;211;348;318;367;360;360;425;908;16;119;822;414;852;643;1942;472;815;349;468;
S11828520	hard_two_loops_2	18	354	p(10,2)p(11,2);p(12,2);p(13,2);p(14,2);p(14,1);p(14,2);p(14,3);p(14,4);p(15,4);p(16,4);p(16,3);p(16,2);p(16,3);p(16,4);p(15,4);p(14,4);p(14,3);p(14,2);p(13,2);p(12,2);p(11,2);p(10,2);p(9,2);p(8,2);p(7,2);p(6,2);p(6,3);p(6,4);p(5,4);p(4,4);p(3,4);p(2,4);	2692;365;963;326;1360;564;363;518;824;854;425;332;709;335;337;295;642;382;464;381;339;1698;283;345;385;953;1025;367;423;2629;345;336;
S11828520	hard_two_big_rooms_0	19	398	p(7,0)p(8,0);p(8,1);p(8,2);p(8,3);p(9,3);p(10,3);p(10,2);p(10,1);p(10,0);p(11,0);p(12,0);p(12,1);p(12,0);p(11,0);p(10,0);p(10,1);p(10,2);p(10,3);p(10,4);p(10,5);p(10,6);p(11,6);p(12,6);p(11,6);p(10,6);p(10,5);p(10,4);p(10,3);p(9,3);p(8,3);p(8,2);p(8,1);p(8,0);p(7,0);p(6,0);p(6,1);p(6,2);p(6,3);p(5,3);p(4,3);p(4,2);p(4,1);p(4,0);p(3,0);	2779;371;478;313;1004;511;664;375;338;526;613;338;781;236;389;386;407;351;802;327;374;539;370;1015;413;344;517;164;609;420;485;372;577;263;361;406;481;520;640;535;623;871;47;701;
S11828520	hard_hallway_1_rotate	20	415	p(10,4)p(10,3);p(10,2);p(10,1);p(10,0);p(9,0);p(8,0);p(7,0);p(8,0);p(7,0);p(7,1);p(7,2);p(7,3);p(6,3);p(5,3);p(5,4);p(5,5);p(6,5);	1675;520;5497;530;629;359;329;744;734;435;432;541;288;425;601;487;834;
S11828520	hard_hallway_0_copy	21	449	p(0,0)p(0,1);p(0,2);p(0,3);p(0,4);p(0,5);p(0,6);p(1,6);p(2,6);p(1,6);p(2,6);p(3,6);p(4,6);p(5,6);p(6,6);p(7,6);p(8,6);p(9,6);p(10,6);p(11,6);p(12,6);p(13,6);p(14,6);p(15,6);p(15,5);p(15,4);p(15,3);p(15,2);p(15,1);p(15,0);p(14,0);p(13,0);p(12,0);p(12,1);p(12,2);	31681;379;368;1393;392;326;386;331;1048;1879;337;347;334;355;1434;355;1325;401;343;311;342;517;779;357;366;392;381;376;402;388;318;328;838;427;
S11828520	hard_two_loops_0	22	463	p(9,7)p(10,7);p(11,7);p(12,7);p(12,6);p(12,5);p(12,4);p(12,3);p(12,2);p(12,1);p(13,1);p(14,1);p(15,1);p(16,1);p(17,1);	9306;383;346;944;506;373;323;433;377;354;533;274;247;224;
S11828520	hard_hallway_1	23	478	p(4,0)p(3,0);p(2,0);p(1,0);p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(3,6);p(2,6);p(1,6);	1349;898;335;317;642;337;320;464;1296;368;383;425;1121;271;646;
S99772349	easy_large_loop_1	1	15	p(0,4)p(0,3);p(0,2);p(0,1);p(0,0);p(1,0);p(2,0);p(3,0);p(4,0);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(6,3);	6647;188;346;1456;996;2739;345;799;363;437;176;527;170;655;255;
S99772349	easy_spider_3	2	40	p(2,3)p(2,2);p(2,1);p(1,1);p(0,1);p(0,2);p(0,1);p(1,1);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(1,5);p(2,5);p(2,4);p(2,3);p(3,3);p(4,3);p(4,2);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,0);	3027;457;512;196;637;721;1734;631;327;330;334;331;547;1292;1454;299;184;545;382;924;323;64;613;559;424;
S99772349	easy_spider_2	3	64	p(4,5)p(3,5);p(2,5);p(1,5);p(0,5);p(1,5);p(2,5);p(3,5);p(4,5);p(4,4);p(4,3);p(4,2);p(4,1);p(3,1);p(2,1);p(2,0);p(2,1);p(3,1);p(4,1);p(5,1);p(6,1);p(6,2);p(6,3);p(6,4);p(7,4);	2904;383;344;231;2986;201;325;476;649;421;173;520;707;295;494;1250;201;645;12;366;523;338;173;410;
S99772349	easy_labyrinth	4	70	p(0,2)p(1,2);p(2,2);p(3,2);p(4,2);p(4,1);p(4,0);	10667;418;1672;425;505;901;
S99772349	easy_large_loop_2_copy	5	101	p(0,0)p(1,0);p(2,0);p(3,0);p(4,0);p(5,0);p(6,0);p(7,0);p(7,1);p(8,1);p(9,1);p(10,1);p(11,1);p(12,1);p(13,1);p(13,2);p(13,3);p(13,2);p(13,1);p(12,1);p(11,1);p(10,1);p(9,1);p(8,1);p(7,1);p(7,2);p(7,3);p(7,4);p(7,5);p(7,6);p(7,7);p(6,7);	5249;499;334;211;251;525;1204;802;220;669;462;110;167;1438;318;1808;1096;239;2816;336;1773;1700;538;308;1226;1511;537;158;232;274;392;
S99772349	easy_spider_1	6	142	p(2,3)p(3,3);p(4,3);p(5,3);p(6,3);p(7,3);p(8,3);p(8,4);p(8,5);p(8,6);p(7,6);p(8,6);p(8,5);p(8,4);p(8,3);p(7,3);p(6,3);p(5,3);p(5,2);p(5,1);p(5,0);p(6,0);p(5,0);p(5,1);p(5,2);p(5,3);p(4,3);p(3,3);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(1,6);p(0,6);p(0,5);p(0,4);	10311;191;1128;750;338;568;552;583;832;215;1003;518;226;41881;245;186;535;237;147;191;568;976;243;294;310;217;166;380;416;192;751;2622;682;620;205;486;634;301;609;190;630;
S99772349	easy_spider_3_copy	7	151	p(2,5)p(3,5);p(4,5);p(5,5);p(6,5);p(7,5);p(8,5);p(9,5);p(9,6);p(9,7);	3695;393;164;350;173;188;172;1274;240;
